gene ID,log2_foldChange,p_value,adjusted p_value,Protein ID,Locus Tag,Annotation,resolved_locus_tag,resolution_method
gene-H6G84_RS06600,-1.116900122,3.94901e-11,1.83035e-10,WP_011243585.1,Synpcc7942_0240,allophycocyanin alpha-B chain,Synpcc7942_0240,tier1:gene ID
gene-H6G84_RS06605,-0.69752424,4.52605e-06,1.19697e-05,WP_011243586.1,,c-type cytochrome,,unresolved
gene-H6G84_RS06610,1.176565284,9.86566e-16,7.06687e-15,WP_011243587.1,Synpcc7942_0238,sulfite exporter TauE/SafE family protein,Synpcc7942_0238,tier1:gene ID
gene-H6G84_RS06615,1.492970109,2.84852e-21,3.0647399999999995e-20,WP_011243588.1,Synpcc7942_0237,hypothetical protein,Synpcc7942_0237,tier1:gene ID
gene-H6G84_RS06625,-0.753259566,0.000203628,0.000426854,WP_011243590.1,Synpcc7942_0235,cyclic nucleotide-binding domain-containing protein,Synpcc7942_0235,tier1:gene ID
gene-H6G84_RS06630,-0.65654684,5.87548e-05,0.000133847,WP_011243591.1,Synpcc7942_0234,alpha/beta fold hydrolase,Synpcc7942_0234,tier1:gene ID
gene-H6G84_RS06635,-0.572955896,0.00158181,0.002920516,WP_011243592.1,Synpcc7942_0233,hypothetical protein,Synpcc7942_0233,tier1:gene ID
gene-H6G84_RS06640,-0.124251401,0.387304726,0.442280205,WP_011243593.1,aroA Synpcc7942_0232,3-phosphoshikimate 1-carboxyvinyltransferase,Synpcc7942_0232,tier1:gene ID
gene-H6G84_RS06650,-2.65129147,3.44228e-41,1.41875e-39,WP_011243595.1,Synpcc7942_0230,hypothetical protein,Synpcc7942_0230,tier1:gene ID
gene-H6G84_RS06660,-0.145745501,0.381755473,0.436874375,WP_011243597.1,Synpcc7942_0228,DUF3146 family protein,Synpcc7942_0228,tier1:gene ID
gene-H6G84_RS06670,-0.452795741,0.001764898,0.003229618,WP_011243599.1,tatA Synpcc7942_0226,TatA/E family twin arginine-targeting protein translocase,Synpcc7942_0226,tier1:gene ID
gene-H6G84_RS06675,-0.134286485,0.426509708,0.480900466,WP_011243600.1,psbH Synpcc7942_0225,photosystem II reaction center protein PsbH,Synpcc7942_0225,tier1:gene ID
gene-H6G84_RS06680,-0.040490167,0.808888114,0.837978058,WP_011243601.1,psbN Synpcc7942_0224,photosystem II reaction center protein PsbN,Synpcc7942_0224,tier1:gene ID
gene-H6G84_RS06690,-0.222595762,0.179296809,0.223412163,WP_011243602.1,Synpcc7942_0222,SDR family oxidoreductase,Synpcc7942_0222,tier1:gene ID
gene-H6G84_RS06695,-0.340553386,0.021326396,0.032169716,WP_011243603.1,glk Synpcc7942_0221,glucokinase,Synpcc7942_0221,tier1:gene ID
gene-H6G84_RS06700,0.335849085,0.047533529,0.067163674,WP_011243604.1,Synpcc7942_0220,MinD/ParA family protein,Synpcc7942_0220,tier1:gene ID
gene-H6G84_RS06705,0.066145844,0.6585587,0.700945077,WP_011243605.1,Synpcc7942_0219,hypothetical protein,Synpcc7942_0219,tier1:gene ID
gene-H6G84_RS06710,-0.736628126,5.67029e-05,0.000129724,WP_011243606.1,,PCP reductase family protein,,unresolved
gene-H6G84_RS06730,-4.238435219,4.18291e-93,5.603e-90,WP_011243609.1,Synpcc7942_0215,hypothetical protein,Synpcc7942_0215,tier1:gene ID
gene-H6G84_RS06775,-0.045693405,0.836893601,0.860667162,WP_011243617.1,Synpcc7942_0206,nicotinate phosphoribosyltransferase,Synpcc7942_0206,tier1:gene ID
gene-H6G84_RS06785,0.375846679,0.045028099,0.063825543,WP_011243619.1,Synpcc7942_0204,DUF3122 domain-containing protein,Synpcc7942_0204,tier1:gene ID
gene-H6G84_RS06800,0.408161766,0.012788535,0.020272477,WP_011243622.1,Synpcc7942_0201,cbb3-type cytochrome c oxidase subunit II,Synpcc7942_0201,tier1:gene ID
gene-H6G84_RS06815,0.268032491,0.080988184,0.109579468,WP_011243625.1,Synpcc7942_0198,NAD(P)/FAD-dependent oxidoreductase,Synpcc7942_0198,tier1:gene ID
gene-H6G84_RS06825,2.548721679,1.41545e-36,4.4611599999999997e-35,WP_011243627.1,,carotenoid oxygenase family protein,,unresolved
gene-H6G84_RS06830,-1.09198373,7.61957e-11,3.41351e-10,WP_011243628.1,Synpcc7942_0195,pentapeptide repeat-containing protein,Synpcc7942_0195,tier1:gene ID
gene-H6G84_RS06840,-2.624168085,4.76775e-49,3.36126e-47,WP_011243630.1,,hypothetical protein,,unresolved
gene-H6G84_RS06845,-1.75616293,2.02216e-19,1.91426e-18,WP_011243631.1,Synpcc7942_0192,hypothetical protein,Synpcc7942_0192,tier1:gene ID
gene-H6G84_RS06850,-0.254520403,0.113524047,0.14763637,WP_011243632.1,Synpcc7942_0191,alanine--glyoxylate aminotransferase family protein,Synpcc7942_0191,tier1:gene ID
gene-H6G84_RS06855,0.855647072,4.07862e-05,9.4767e-05,WP_011243633.1,,cobalt-precorrin-5B (C(1))-methyltransferase CbiD,,unresolved
gene-H6G84_RS06865,-0.674216231,0.00080794,0.001554937,WP_011243635.1,Synpcc7942_0188,EAL domain-containing protein,Synpcc7942_0188,tier1:gene ID
gene-H6G84_RS06870,-0.64542099,6.14809e-05,0.000139701,WP_011243636.1,Synpcc7942_0187,hemolysin family protein,Synpcc7942_0187,tier1:gene ID
gene-H6G84_RS06885,0.571760319,0.000135276,0.000292025,WP_011243638.1,Synpcc7942_0184,inorganic phosphate transporter,Synpcc7942_0184,tier1:gene ID
gene-H6G84_RS06900,-2.630445318,3.65844e-62,6.53398e-60,WP_011243641.1,Synpcc7942_0181,AAA family ATPase,Synpcc7942_0181,tier1:gene ID
gene-H6G84_RS06940,-0.47152081,0.023327607,0.03499141,WP_011243648.1,Synpcc7942_0173,3'(2')%2C5'-bisphosphate nucleotidase CysQ,Synpcc7942_0173,tier1:gene ID
gene-H6G84_RS06960,0.87143314,3.91314e-07,1.17394e-06,WP_011243650.1,Synpcc7942_0169,glutamine synthetase III,Synpcc7942_0169,tier1:gene ID
gene-H6G84_RS06985,0.929998969,8.91124e-10,3.55256e-09,WP_011243653.1,Synpcc7942_0165,CGLD27 family protein,Synpcc7942_0165,tier1:gene ID
gene-H6G84_RS06990,0.373560633,0.016774867,0.025842363,WP_011243654.1,rsfS Synpcc7942_0164,ribosome silencing factor,Synpcc7942_0164,tier1:gene ID
gene-H6G84_RS06995,0.403073573,0.050044059,0.070266265,WP_011243655.1,Synpcc7942_0163,class I SAM-dependent methyltransferase,Synpcc7942_0163,tier1:gene ID
gene-H6G84_RS07000,0.690817318,0.000963706,0.001838866,WP_011243656.1,Synpcc7942_0162,hypothetical protein,Synpcc7942_0162,tier1:gene ID
gene-H6G84_RS07005,-1.096746392,3.73164e-15,2.53733e-14,WP_011243657.1,cpcS Synpcc7942_0161,phycobiliprotein lyase,Synpcc7942_0161,tier1:gene ID
gene-H6G84_RS07010,-0.800341324,4.74418e-07,1.39974e-06,WP_011243658.1,era Synpcc7942_0160,GTPase Era,Synpcc7942_0160,tier1:gene ID
gene-H6G84_RS07015,0.230490229,0.421877929,0.476681136,WP_011243659.1,Synpcc7942_0159,M67 family metallopeptidase,Synpcc7942_0159,tier1:gene ID
gene-H6G84_RS07025,-2.158126919,2.11299e-48,1.41517e-46,WP_011243661.1,Synpcc7942_0157,hypothetical protein,Synpcc7942_0157,tier1:gene ID
gene-H6G84_RS07030,-0.126007262,0.458398848,0.5114746,WP_011243662.1,Synpcc7942_0156,alpha-D-glucose phosphate-specific phosphoglucomutase,Synpcc7942_0156,tier1:gene ID
gene-H6G84_RS07040,-0.424022492,0.014357911,0.022402355,WP_011243663.1,Synpcc7942_0154,PAP/fibrillin family protein,Synpcc7942_0154,tier1:gene ID
gene-H6G84_RS07075,0.072287426,0.696072186,0.734453481,WP_011243670.1,Synpcc7942_0147,hypothetical protein,Synpcc7942_0147,tier1:gene ID
gene-H6G84_RS07085,-0.328085744,0.066148465,0.091299195,WP_011243672.1,Synpcc7942_0145,DUF3082 domain-containing protein,Synpcc7942_0145,tier1:gene ID
gene-H6G84_RS07090,1.741360139,1.6000000000000001e-27,2.98e-26,WP_011243673.1,Synpcc7942_0144,ABA4-like family protein,Synpcc7942_0144,tier1:gene ID
gene-H6G84_RS07125,0.335282443,0.03121832,0.04572656,WP_011243680.1,hemH Synpcc7942_0137,ferrochelatase,Synpcc7942_0137,tier1:gene ID
gene-H6G84_RS07130,0.238115417,0.242017193,0.292187499,WP_011243681.1,Synpcc7942_0136,site-specific integrase,Synpcc7942_0136,tier1:gene ID
gene-H6G84_RS07135,0.495166769,0.028346858,0.041817859,WP_011243682.1,Synpcc7942_0135,methyltransferase domain-containing protein,Synpcc7942_0135,tier1:gene ID
gene-H6G84_RS07165,-0.638376558,0.000117695,0.000256346,WP_011243687.1,Synpcc7942_0129,pre-16S rRNA-processing nuclease YqgF,Synpcc7942_0129,tier1:gene ID
gene-H6G84_RS07170,-0.366443472,0.012804925,0.020286454,WP_011243688.1,Synpcc7942_0128,DUF3084 domain-containing protein,Synpcc7942_0128,tier1:gene ID
gene-H6G84_RS07175,0.731831401,2.6514e-05,6.33075e-05,WP_011243689.1,,global nitrogen regulator NtcA,,unresolved
gene-H6G84_RS07185,0.268585803,0.062067991,0.085932893,WP_011243691.1,hisB Synpcc7942_0125,imidazoleglycerol-phosphate dehydratase HisB,Synpcc7942_0125,tier1:gene ID
gene-H6G84_RS07190,0.204346744,0.169445834,0.212322446,WP_011243692.1,Synpcc7942_0124,methyltransferase domain-containing protein,Synpcc7942_0124,tier1:gene ID
gene-H6G84_RS07220,-0.322880337,0.348512813,0.40296324,WP_011243696.1,Synpcc7942_0119,hypothetical protein,Synpcc7942_0119,tier1:gene ID
gene-H6G84_RS07235,0.405243188,0.011086733,0.017806569,WP_011243699.1,Synpcc7942_0117,hypothetical protein,Synpcc7942_0117,tier1:gene ID
gene-H6G84_RS07240,0.473339077,0.002055801,0.003736425,WP_011243700.1,Synpcc7942_0116,carbohydrate kinase,Synpcc7942_0116,tier1:gene ID
gene-H6G84_RS07250,0.252338867,0.074452563,0.101557239,WP_011243702.1,Synpcc7942_0114,hypothetical protein,Synpcc7942_0114,tier1:gene ID
gene-H6G84_RS07255,-0.346329303,0.043379113,0.061749545,WP_011243703.1,Synpcc7942_0113,cytochrome b6-f complex subunit PetL,Synpcc7942_0113,tier1:gene ID
gene-H6G84_RS07280,1.350669521,7.97124e-12,4.0445e-11,WP_011243708.1,Synpcc7942_0108,sulfiredoxin,Synpcc7942_0108,tier1:gene ID
gene-H6G84_RS07290,0.038138864,0.799921742,0.830616413,WP_011243710.1,Synpcc7942_0106,nicotinate-nucleotide adenylyltransferase,Synpcc7942_0106,tier1:gene ID
gene-H6G84_RS07330,-0.17921368,0.232723046,0.282110878,WP_011243718.1,Synpcc7942_0098,pyruvate kinase,Synpcc7942_0098,tier1:gene ID
gene-H6G84_RS07340,-3.083866808,2.3427499999999997e-58,3.30328e-56,WP_011243720.1,Synpcc7942_0096,DUF1269 domain-containing protein,Synpcc7942_0096,tier1:gene ID
gene-H6G84_RS07345,-1.408495127,4.12248e-17,3.31656e-16,WP_011243721.1,rpaA Synpcc7942_0095,response regulator transcription factor,Synpcc7942_0095,tier1:gene ID
gene-H6G84_RS07360,-0.713884305,1.73586e-06,4.75809e-06,WP_011243724.1,Synpcc7942_0092,hypothetical protein,Synpcc7942_0092,tier1:gene ID
gene-H6G84_RS07365,1.253924129,4.94083e-16,3.63639e-15,WP_011243725.1,Synpcc7942_0091,chorismate lyase,Synpcc7942_0091,tier1:gene ID
gene-H6G84_RS07370,-0.76134484,4.10132e-07,1.22765e-06,WP_011243726.1,Synpcc7942_0090,GntR family transcriptional regulator,Synpcc7942_0090,tier1:gene ID
gene-H6G84_RS07375,-0.560171325,0.000429168,0.000861875,WP_011243727.1,Synpcc7942_0089,dienelactone hydrolase family protein,Synpcc7942_0089,tier1:gene ID
gene-H6G84_RS07400,0.372156567,0.013428579,0.021112453,WP_011243730.1,,glycogen debranching protein GlgX,,unresolved
gene-H6G84_RS07415,0.284144678,0.108746569,0.141905533,WP_011243733.1,Synpcc7942_0083,hypothetical protein,Synpcc7942_0083,tier1:gene ID
gene-H6G84_RS07430,0.521995399,0.000381943,0.000772829,WP_011243736.1,Synpcc7942_0080,ABC transporter permease,Synpcc7942_0080,tier1:gene ID
gene-H6G84_RS07435,-0.273159675,0.103514281,0.135893065,WP_011243737.1,Synpcc7942_0079,single-stranded DNA-binding protein,Synpcc7942_0079,tier1:gene ID
gene-H6G84_RS07440,-0.534905628,0.001098281,0.002082304,WP_011243738.1,Synpcc7942_0078,secondary thiamine-phosphate synthase enzyme YjbQ,Synpcc7942_0078,tier1:gene ID
gene-H6G84_RS07445,-1.037637675,6.1839e-12,3.19204e-11,WP_011243739.1,,helix-turn-helix domain-containing protein,,unresolved
gene-H6G84_RS07450,0.522856296,0.000480677,0.000958848,WP_011243740.1,Synpcc7942_0076,transporter substrate-binding domain-containing protein,Synpcc7942_0076,tier1:gene ID
gene-H6G84_RS07465,0.16293382,0.270031174,0.321946379,WP_011243743.1,ispH Synpcc7942_0073,4-hydroxy-3-methylbut-2-enyl diphosphate reductase,Synpcc7942_0073,tier1:gene ID
gene-H6G84_RS07475,-1.585799172,1.9193e-23,2.47203e-22,WP_011243745.1,Synpcc7942_0071,DegT/DnrJ/EryC1/StrS family aminotransferase,Synpcc7942_0071,tier1:gene ID
gene-H6G84_RS07480,-1.076368628,2.09372e-07,6.46207e-07,WP_011243746.1,Synpcc7942_0070,pyridoxamine 5'-phosphate oxidase family protein,Synpcc7942_0070,tier1:gene ID
gene-H6G84_RS07490,-0.168153297,0.418436634,0.473191955,WP_011243747.1,syc1435_d,ABC transporter ATP-binding protein,,unresolved
gene-H6G84_RS07495,0.10990223,0.455156293,0.508704093,WP_011243748.1,Synpcc7942_0067,ABC transporter permease subunit,Synpcc7942_0067,tier1:gene ID
gene-H6G84_RS07500,1.031357371,1.85372e-13,1.0726e-12,WP_011243749.1,Synpcc7942_0066,Gldg family protein,Synpcc7942_0066,tier1:gene ID
gene-H6G84_RS07505,-2.132894256,5e-28,8.6e-27,WP_011243750.1,infC Synpcc7942_0065,translation initiation factor IF-3,Synpcc7942_0065,tier1:gene ID
gene-H6G84_RS07520,-2.025923709,2.50231e-30,1.0000000000000001e-28,WP_011243752.1,Synpcc7942_0062,glucose-1-phosphate cytidylyltransferase,Synpcc7942_0062,tier1:gene ID
gene-H6G84_RS07535,-0.351053966,0.066802278,0.092154121,WP_011243754.1,Synpcc7942_0058,dTDP-4-dehydrorhamnose 3%2C5-epimerase,Synpcc7942_0058,tier1:gene ID
gene-H6G84_RS07540,-0.126277499,0.405436604,0.459460517,WP_011243755.1,Synpcc7942_0057,class I SAM-dependent methyltransferase,Synpcc7942_0057,tier1:gene ID
gene-H6G84_RS07555,-0.544482408,0.000803427,0.00154849,WP_011243757.1,Synpcc7942_0054,cephalosporin hydroxylase family protein,Synpcc7942_0054,tier1:gene ID
gene-H6G84_RS07560,-2.635126489,2.1494099999999997e-37,7.19785e-36,WP_011243758.1,Synpcc7942_0053,glycosyltransferase,Synpcc7942_0053,tier1:gene ID
gene-H6G84_RS07565,-1.258564006,3.40774e-15,2.32891e-14,WP_011243759.1,Synpcc7942_0052,methyltransferase domain-containing protein,Synpcc7942_0052,tier1:gene ID
gene-H6G84_RS07575,-1.113121607,2.07317e-11,9.95345e-11,WP_011243761.1,Synpcc7942_0050,glycosyltransferase,Synpcc7942_0050,tier1:gene ID
gene-H6G84_RS07595,-1.260014114,4.87575e-15,3.24929e-14,WP_011243763.1,Synpcc7942_0046,class I SAM-dependent methyltransferase,Synpcc7942_0046,tier1:gene ID
gene-H6G84_RS07610,-0.014408476,0.985729196,0.988435503,WP_011243766.1,Synpcc7942_0043,hypothetical protein,Synpcc7942_0043,tier1:gene ID
gene-H6G84_RS07615,-0.454165966,0.006883432,0.011399877,WP_011243767.1,rpmB rpl28 Synpcc7942_0042,50S ribosomal protein L28,Synpcc7942_0042,tier1:gene ID
gene-H6G84_RS07625,0.083055179,0.622127625,0.669080654,WP_011243769.1,Synpcc7942_0040,dihydroneopterin aldolase,Synpcc7942_0040,tier1:gene ID
gene-H6G84_RS07660,-0.976530215,2.32963e-05,5.59739e-05,WP_011243774.1,Synpcc7942_0033,nucleotidyltransferase family protein,Synpcc7942_0033,tier1:gene ID
gene-H6G84_RS07670,0.019390385,0.922668951,0.933823241,WP_011243776.1,bioA Synpcc7942_0031,adenosylmethionine--8-amino-7-oxononanoate transaminase,Synpcc7942_0031,tier1:gene ID
gene-H6G84_RS07675,-0.243416324,0.148578987,0.189183986,WP_011243777.1,,dethiobiotin synthase,,unresolved
gene-H6G84_RS07680,0.408281018,0.041778752,0.059757222,WP_011243778.1,Synpcc7942_0029,methyltransferase domain-containing protein,Synpcc7942_0029,tier1:gene ID
gene-H6G84_RS07690,-0.699630667,3.88782e-05,9.05693e-05,WP_011243780.1,Synpcc7942_0027,8-amino-7-oxononanoate synthase,Synpcc7942_0027,tier1:gene ID
gene-H6G84_RS07695,0.861833425,2.8147e-07,8.60796e-07,WP_011243781.1,Synpcc7942_0026,aldo/keto reductase,Synpcc7942_0026,tier1:gene ID
gene-H6G84_RS07710,0.067641188,0.722288552,0.757936166,WP_011243784.1,Synpcc7942_0023,calcium/proton exchanger,Synpcc7942_0023,tier1:gene ID
gene-H6G84_RS07720,-0.17568912,0.453995586,0.507618604,WP_011243786.1,Synpcc7942_0021,cobalt-precorrin-6A reductase,Synpcc7942_0021,tier1:gene ID
gene-H6G84_RS07740,-0.190948345,0.3635529,0.418187299,WP_011243790.1,Synpcc7942_0017,bifunctional 4-hydroxy-2-oxoglutarate aldolase/2-dehydro-3-deoxy-phosphogluconate aldolase,Synpcc7942_0017,tier1:gene ID
gene-H6G84_RS07745,-1.241683168,4.78083e-07,1.409e-06,WP_011243791.1,Synpcc7942_0016,hypothetical protein,Synpcc7942_0016,tier1:gene ID
gene-H6G84_RS07760,-0.741358641,5.34368e-05,0.00012249,WP_011243793.1,Synpcc7942_0014,hypothetical protein,Synpcc7942_0014,tier1:gene ID
gene-H6G84_RS07765,-0.866976543,2.21297e-08,7.66953e-08,WP_011243794.1,Synpcc7942_0013,hypothetical protein,Synpcc7942_0013,tier1:gene ID
gene-H6G84_RS07785,-0.650763179,1.20402e-05,3.0287e-05,WP_011243798.1,argG Synpcc7942_0009,argininosuccinate synthase,Synpcc7942_0009,tier1:gene ID
gene-H6G84_RS07800,0.80987479,3.31834e-05,7.81867e-05,WP_011243801.1,Synpcc7942_0006,hypothetical protein,Synpcc7942_0006,tier1:gene ID
gene-H6G84_RS07810,1.55735267,1.24699e-22,1.5184999999999998e-21,WP_011243803.1,purF Synpcc7942_0004,amidophosphoribosyltransferase,Synpcc7942_0004,tier1:gene ID
gene-H6G84_RS07815,0.581880331,0.000309007,0.000634839,WP_011243804.1,purL Synpcc7942_0003,phosphoribosylformylglycinamidine synthase subunit PurL,Synpcc7942_0003,tier1:gene ID
gene-H6G84_RS07830,-0.107543987,0.525918088,0.577905889,WP_011243807.1,cbbZp syc1497_d,HAD-IA family hydrolase,,unresolved
gene-H6G84_RS07850,-0.187953075,0.207743406,0.25506168,WP_011243811.1,Synpcc7942_2609,alpha/beta hydrolase,Synpcc7942_2609,tier1:gene ID
gene-H6G84_RS07860,0.314684833,0.151556355,0.192426291,WP_011243813.1,Synpcc7942_2607,exodeoxyribonuclease III,Synpcc7942_2607,tier1:gene ID
gene-H6G84_RS07875,-0.772169562,0.000521269,0.00103209,WP_011243816.1,Synpcc7942_2604,heme-copper oxidase subunit III,Synpcc7942_2604,tier1:gene ID
gene-H6G84_RS07880,-1.761561381,6.77359e-11,3.06011e-10,WP_011243817.1,Synpcc7942_2603,cytochrome c oxidase subunit I,Synpcc7942_2603,tier1:gene ID
gene-H6G84_RS07895,-2.051938699,1.72851e-14,1.10782e-13,WP_011243820.1,ctaB Synpcc7942_2600,heme o synthase,Synpcc7942_2600,tier1:gene ID
gene-H6G84_RS07900,-2.230289181,4.193e-14,2.57639e-13,WP_011243821.1,Synpcc7942_2599,phenylpyruvate tautomerase MIF-related protein,Synpcc7942_2599,tier1:gene ID
gene-H6G84_RS07905,-1.218993901,4.0015e-07,1.19911e-06,WP_011243822.1,Synpcc7942_2598,hypothetical protein,Synpcc7942_2598,tier1:gene ID
gene-H6G84_RS07910,0.110469143,0.617671306,0.665088999,WP_011243823.1,,CYTH domain-containing protein,,unresolved
gene-H6G84_RS07915,0.288370176,0.048164605,0.067983655,WP_011243824.1,Synpcc7942_2596,Gfo/Idh/MocA family oxidoreductase,Synpcc7942_2596,tier1:gene ID
gene-H6G84_RS07920,1.380858655,2.1843e-19,2.0604700000000003e-18,WP_011243825.1,Synpcc7942_2595,hemolysin family protein,Synpcc7942_2595,tier1:gene ID
gene-H6G84_RS07950,-2.087247971,2.19768e-12,1.17752e-11,WP_011243830.1,Synpcc7942_2590,type II secretion system GspH family protein,Synpcc7942_2590,tier1:gene ID
gene-H6G84_RS07955,-1.341977757,4.50691e-15,3.0185e-14,WP_011243831.1,comB Synpcc7942_2589,2-phosphosulfolactate phosphatase family protein,Synpcc7942_2589,tier1:gene ID
gene-H6G84_RS07960,1.062909756,2.70948e-12,1.44596e-11,WP_011243832.1,Synpcc7942_2588,UbiD family decarboxylase,Synpcc7942_2588,tier1:gene ID
gene-H6G84_RS07965,1.513595176,1.08088e-19,1.05298e-18,WP_011243833.1,Synpcc7942_2587,DUF3916 domain-containing protein,Synpcc7942_2587,tier1:gene ID
gene-H6G84_RS07970,-0.831400675,0.000502996,0.00100039,WP_011243834.1,Synpcc7942_2586,DUF202 domain-containing protein,Synpcc7942_2586,tier1:gene ID
gene-H6G84_RS07980,1.461647,3.44203e-16,2.56858e-15,WP_011243836.1,Synpcc7942_2584,SDR family oxidoreductase,Synpcc7942_2584,tier1:gene ID
gene-H6G84_RS07985,1.122402266,2.04373e-11,9.82973e-11,WP_011243837.1,Synpcc7942_2583,DUF3386 domain-containing protein,Synpcc7942_2583,tier1:gene ID
gene-H6G84_RS07995,0.823576994,1.98771e-05,4.84538e-05,WP_011243839.1,Synpcc7942_2581,2Fe-2S iron-sulfur cluster-binding protein,Synpcc7942_2581,tier1:gene ID
gene-H6G84_RS08010,0.669634626,0.000314289,0.000645196,WP_011243841.1,dnaJ syc1531_d,DnaJ domain-containing protein,Synpcc7942_2074,tier1:gene ID
gene-H6G84_RS08020,0.073380668,0.60431984,0.651760407,WP_011243843.1,murQ Synpcc7942_2577,N-acetylmuramic acid 6-phosphate etherase,Synpcc7942_2577,tier1:gene ID
gene-H6G84_RS00005,0.660138279,0.000833041,0.001602094,WP_011243845.1,Synpcc7942_2575,zinc ABC transporter substrate-binding protein,Synpcc7942_2575,tier1:gene ID
gene-H6G84_RS00015,0.225571273,0.206091867,0.253609864,WP_011243847.1,Synpcc7942_2573,metal ABC transporter permease,Synpcc7942_2573,tier1:gene ID
gene-H6G84_RS00020,-0.512298649,0.003325485,0.005803891,WP_011243848.1,Synpcc7942_2572,DUF1825 family protein,Synpcc7942_2572,tier1:gene ID
gene-H6G84_RS00025,0.352729771,0.018156395,0.027842576,WP_011243849.1,Synpcc7942_2571,penicillin-binding protein,Synpcc7942_2571,tier1:gene ID
gene-H6G84_RS00035,0.510709923,0.001063893,0.002020956,WP_011243851.1,pyrF Synpcc7942_2569,orotidine-5'-phosphate decarboxylase,Synpcc7942_2569,tier1:gene ID
gene-H6G84_RS00040,-0.011272984,0.94184295,0.951073224,WP_011243852.1,Synpcc7942_2568,hypothetical protein,Synpcc7942_2568,tier1:gene ID
gene-H6G84_RS00055,0.465080344,0.00409584,0.007074632,WP_011243855.1,efp Synpcc7942_2565,elongation factor P,Synpcc7942_2565,tier1:gene ID
gene-H6G84_RS00065,0.175022533,0.237580656,0.287349245,WP_011243857.1,Synpcc7942_2563,SMC family ATPase,Synpcc7942_2563,tier1:gene ID
gene-H6G84_RS00075,1.167262844,5.46094e-10,2.22712e-09,WP_011243859.1,Synpcc7942_2561,fatty acid desaturase,Synpcc7942_2561,tier1:gene ID
gene-H6G84_RS00085,0.740618634,1.02459e-06,2.8863e-06,WP_011243861.1,rplI rpl9 Synpcc7942_2559,50S ribosomal protein L9,Synpcc7942_2559,tier1:gene ID
gene-H6G84_RS00090,-0.311328585,0.117065462,0.151287203,WP_011243862.1,Synpcc7942_2558,cysteine desulfurase,Synpcc7942_2558,tier1:gene ID
gene-H6G84_RS00100,-0.696050332,7.60341e-05,0.000170172,WP_011243864.1,Synpcc7942_2556,oxidoreductase,Synpcc7942_2556,tier1:gene ID
gene-H6G84_RS00110,-1.016639367,1.0182e-08,3.64674e-08,WP_011243866.1,Synpcc7942_2554,hydrogenase maturation protease,Synpcc7942_2554,tier1:gene ID
gene-H6G84_RS00120,0.084773314,0.592707155,0.641042579,WP_011243868.1,Synpcc7942_2552,hydrogenase nickel incorporation protein HypB,Synpcc7942_2552,tier1:gene ID
