sysName,locus_tag,start,stop,strand,Core/Flexible,ExpressionLevel,name,desc,COG,COGFun,COGDesc,resolved_locus_tag,resolution_method
PMM1239,PMED4_14041,1190636.0,1192420.0,+,Core,VEG,hetA,ABC-type multidrug transport system ATPase and permease components (Katherine Huang),COG2274,V,"ABC-type bacteriocin/lantibiotic exporters, contain an N-terminal double-glycine peptidase domain",PMM1239,locus_tag:sysName
PMM1240,PMED4_14051,1192421.0,1193092.0,+,Flexible,MEG,PMM1240,methyltransferase (NCBI),COG2226,H,Methylase involved in ubiquinone/menaquinone biosynthesis,PMM1240,locus_tag:sysName
PMM1241,PMED4_14061,1193591.0,1194439.0,+,Flexible,VEG,PMM1241,hypothetical protein (NCBI),,,,PMM1241,locus_tag:sysName
PMM1242,PMED4_14071,1194486.0,1195478.0,-,Flexible,VEG,PMM1242,hypothetical protein (NCBI),,,,PMM1242,locus_tag:sysName
PMM1243,PMED4_14081,1195494.0,1196339.0,-,Flexible,VEG,PMM1243,possible methyltransferase (NCBI),COG2226,H,Methylase involved in ubiquinone/menaquinone biosynthesis,PMM1243,locus_tag:sysName
PMM1244,PMED4_14091,1196346.0,1196504.0,-,Flexible,VEG,PMM1244,hypothetical protein (NCBI),,,,PMM1244,locus_tag:sysName
PMM1245,PMED4_14101,1196504.0,1196884.0,-,Flexible,VEG,PMM1245,conserved hypothetical protein (NCBI),,,,PMM1245,locus_tag:sysName
PMM1246,PMED4_14111,1196890.0,1198722.0,-,Flexible,MEG,PMM1246,Carbamoyltransferase (NCBI),COG2192,O,"Predicted carbamoyl transferase, NodU family",PMM1246,locus_tag:sysName
PMM1247,PMED4_14121,1198792.0,1199985.0,-,Flexible,VEG,PMM1247,hypothetical protein (NCBI),,,,PMM1247,locus_tag:sysName
PMM1248,PMED4_14131,1200910.0,1201308.0,-,Flexible,VEG,PMM1248,hypothetical protein (NCBI),,,,PMM1248,locus_tag:sysName
PMM1249,PMED4_14141,1201356.0,1202123.0,-,Flexible,VEG,PMM1249,conserved hypothetical protein (NCBI),,,,PMM1249,locus_tag:sysName
HyPMM188,PMED4_14151,1202126.0,1202287.0,-,Flexible,MEG,Protein-coding gene,Conserved hypothetical protein (Katherine Huang),,,,,unresolved
PMM1250,PMED4_14161,1202291.0,1202683.0,-,Flexible,MEG,PMM1250,conserved hypothetical protein (NCBI),,,,PMM1250,locus_tag:sysName
PMM1251,PMED4_14171,1202686.0,1204539.0,-,Flexible,MEG,PMM1251,Carbamoyltransferase (NCBI),COG2192,O,"Predicted carbamoyl transferase, NodU family",PMM1251,locus_tag:sysName
PMM1252,PMED4_14181,1205054.0,1205506.0,+,Flexible,VEG,PMM1252,possible acetyltransferase (NCBI),,,,PMM1252,locus_tag:sysName
PMM1253,PMED4_14191,1205599.0,1206240.0,+,Flexible,VEG,PMM1253,possible methyltransferase (NCBI),COG2226,H,Methylase involved in ubiquinone/menaquinone biosynthesis,PMM1253,locus_tag:sysName
PMM1254,PMED4_14201,1206280.0,1207254.0,-,Flexible,VEG,PMM1254,"putative glycosyl transferase, family 2 (NCBI)",COG463,M,Glycosyltransferases involved in cell wall biogenesis,PMM1254,locus_tag:sysName
PMM1255,PMED4_14211,1207244.0,1208536.0,-,Flexible,VEG,PMM1255,hypothetical protein (NCBI),,,,PMM1255,locus_tag:sysName
RNA_22,--,1208565.0,1208637.0,-,,--,tRNALeu3,tRNA-Leu (RefSeq),,,,,unresolved
PMM1256,PMED4_14221,1209114.0,1209992.0,-,Flexible,MEG,PMM1256,"putative glycosyl transferase, family 2 (NCBI)",COG463,M,Glycosyltransferases involved in cell wall biogenesis,PMM1256,locus_tag:sysName
PMM1257,PMED4_14231,1210385.0,1211374.0,-,Core,VEG,PMM1257,"possible dTDP-glucose 4,6-dehydratase (NCBI)",COG1088,M,"dTDP-D-glucose 4,6-dehydratase",PMM1257,locus_tag:sysName
PMM1258,PMED4_14241,1211578.0,1212726.0,+,Flexible,MEG,PMM1258,pyridoxal-phosphate-dependent aminotransferase (NCBI),COG399,M,Predicted pyridoxal phosphate-dependent enzyme apparently involved in regulation of cell wall biogenesis,PMM1258,locus_tag:sysName
PMM1259,PMED4_14251,1212680.0,1213846.0,+,Flexible,MEG,PMM1259,pyridoxal-phosphate-dependent aminotransferase (NCBI),COG399,M,Predicted pyridoxal phosphate-dependent enzyme apparently involved in regulation of cell wall biogenesis,PMM1259,locus_tag:sysName
PMM1260,PMED4_14261,1213939.0,1214874.0,+,Core,MEG,PMM1260,Nucleoside-diphosphate-sugar epimerase (NCBI),COG451,MG,Nucleoside-diphosphate-sugar epimerases,PMM1260,locus_tag:sysName
PMM1261,PMED4_14271,1214864.0,1216288.0,+,Core,MEG,ugd,UDP-glucose 6-dehydrogenase (NCBI),COG1004,M,Predicted UDP-glucose 6-dehydrogenase,PMM1261,locus_tag:sysName
PMM1262,PMED4_14281,1216278.0,1216901.0,-,Core,VEG,lexA,"SOS function regulatory protein, LexA repressor (NCBI)",COG1974,KT,SOS-response transcriptional repressors (RecA-mediated autopeptidases),PMM1262,locus_tag:sysName
PMM1263,PMED4_14291,1216960.0,1217886.0,-,Core,VEG,argF,Ornithine carbamoyltransferase (Katherine Huang),COG78,E,Ornithine carbamoyltransferase,PMM1263,locus_tag:sysName
PMM1264,PMED4_14301,1217915.0,1219777.0,-,Core,HEG,ftsH3,cell division protein FtsH3 (NCBI),COG465,O,ATP-dependent Zn proteases,PMM1264,locus_tag:sysName
PMM1265,PMED4_14311,1219892.0,1220980.0,-,Core,VEG,ribD,putative Diaminohydroxyphosphoribosylaminopyrimidine deaminase and 5-amino-6-(5-phosphoribosylamino)uracil reductase (NCBI),COG1985,H,"Pyrimidine reductase, riboflavin biosynthesis",PMM1265,locus_tag:sysName
PMM1266,PMED4_14321,1220994.0,1221494.0,-,Core,MEG,PMM1266,conserved hypothetical protein (NCBI),,,,PMM1266,locus_tag:sysName
PMM1267,PMED4_14331,1221469.0,1221831.0,-,Core,HEG,PMM1267,conserved hypothetical (NCBI),,,,PMM1267,locus_tag:sysName
PMM1268,PMED4_14341,1221805.0,1223085.0,+,Core,MEG,cobL,putative precorrin-6y methylase (NCBI),COG2242,H,Precorrin-6B methylase 2,PMM1268,locus_tag:sysName
PMM1269,PMED4_14351,1223093.0,1224001.0,-,Core,VEG,PMM1269,predicted sugar kinase (NCBI),COG61,G,Predicted sugar kinase,PMM1269,locus_tag:sysName
PMM1270,PMED4_14361,1224073.0,1225080.0,-,Core,VEG,pheS,Phenylalanyl-tRNA synthetase alpha chain (NCBI),COG16,J,Phenylalanyl-tRNA synthetase alpha subunit,PMM1270,locus_tag:sysName
PMM1271,PMED4_14371,1225148.0,1225957.0,+,Core,MEG,surE,Survival protein SurE (NCBI),COG496,R,Predicted acid phosphatase,PMM1271,locus_tag:sysName
PMM1272,PMED4_14381,1225937.0,1226470.0,-,Core,VEG,PMM1272,conserved hypothetical protein (NCBI),,,,PMM1272,locus_tag:sysName
PMM1273,PMED4_14391,1226538.0,1227461.0,+,Core,MEG,ribF,putative riboflavin kinase/FAD synthase (NCBI),COG196,H,FAD synthase,PMM1273,locus_tag:sysName
PMM1274,PMED4_14401,1227470.0,1228525.0,+,Core,VEG,thiE,Thiamine monophosphate synthase (TMP) (NCBI),COG352,H,Thiamine monophosphate synthase,PMM1274,locus_tag:sysName
PMM1275,PMED4_14411,1228515.0,1228724.0,+,Core,VEG,thiS,DUF170 (NCBI),COG2104,H,Sulfur transfer protein involved in thiamine biosynthesis,PMM1275,locus_tag:sysName
PMM1276,PMED4_14421,1228837.0,1229004.0,+,Flexible,HEG,PMM1276,conserved hypothetical protein (NCBI),,,,PMM1276,locus_tag:sysName
PMM1277,PMED4_14431,1229071.0,1229205.0,+,Flexible,HEG,PMM1277,conserved hypothetical protein (NCBI),,,,PMM1277,locus_tag:sysName
PMM1278,PMED4_14441,1229209.0,1229865.0,-,Core,MEG,PMM1278,putative circadian phase modifier CpmA homolog (NCBI),COG1691,R,NCAIR mutase (PurE)-related proteins,PMM1278,locus_tag:sysName
PMM1279,PMED4_14451,1229862.0,1230308.0,-,Core,MEG,PMM1279,conserved hypothetical protein (NCBI),,,,PMM1279,locus_tag:sysName
PMM1280,PMED4_14461,1230305.0,1231528.0,-,Flexible,VEG,trmD,"putative bifuntional enzyme: tRNA methyltransferase; 2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase (NCBI)",COG336,J,tRNA-(guanine-N1)-methyltransferase,PMM1280,locus_tag:sysName
PMM1281,PMED4_14471,1231529.0,1232440.0,-,Core,LEG,era,GTP-binding protein ERA homolog (NCBI),COG1159,R,GTPase,PMM1281,locus_tag:sysName
PMM1282,PMED4_14481,1232480.0,1233007.0,+,Core,VEG,PMM1282,conserved hypothetical protein (NCBI),,,,PMM1282,locus_tag:sysName
PMM1283,PMED4_14491,1233063.0,1233800.0,-,Core,HEG,PMM1283,"Integral membrane protein, interacts with FtsH  (Katherine Huang)",COG670,R,"Integral membrane protein, interacts with FtsH",PMM1283,locus_tag:sysName
PMM1284,PMED4_14501,1233875.0,1234831.0,-,Core,VEG,phoH,PhoH-like phosphate starvation-inducible protein (NCBI),COG1702,T,"Phosphate starvation-inducible protein PhoH, predicted ATPase",PMM1284,locus_tag:sysName
PMM1285,PMED4_14511,1234866.0,1235210.0,-,Core,HEG,rpsP,30S Ribosomal protein S16 (NCBI),COG228,J,Ribosomal protein S16,PMM1285,locus_tag:sysName
PMM1286,PMED4_14521,1235265.0,1236761.0,-,Core,MEG,ffh,signal recognition particle protein (SRP54) (NCBI),COG541,U,Signal recognition particle GTPase,PMM1286,locus_tag:sysName
PMM1287,PMED4_14531,1236811.0,1238919.0,-,Core,MEG,PMM1287,conserved hypothetical protein (NCBI),,,,PMM1287,locus_tag:sysName
PMM1288,PMED4_14541,1239069.0,1240106.0,+,Core,HEG,acoA,Pyruvate dehydrogenase E1 alpha subunit (NCBI),COG1071,C,"Pyruvate/2-oxoglutarate dehydrogenase complex, dehydrogenase (E1) component, eukaryotic type, alpha subunit",PMM1288,locus_tag:sysName
PMM1289,PMED4_14551,1240108.0,1241049.0,-,Core,HEG,PMM1289,"Type II alternative RNA polymerase sigma factor, sigma-70 family (NCBI)",COG568,K,"DNA-directed RNA polymerase, sigma subunit (sigma70/sigma32)",PMM1289,locus_tag:sysName
PMM1290,PMED4_14561,1241190.0,1242755.0,-,Flexible,MEG,PMM1290,Predicted sugar kinase fused to uncharacterized domain (Katherine Huang),COG63,G,Predicted sugar kinase,PMM1290,locus_tag:sysName
PMM1291,PMED4_14571,1242801.0,1243973.0,+,Core,MEG,trmU,tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase (Katherine Huang),COG482,J,"Predicted tRNA(5-methylaminomethyl-2-thiouridylate) methyltransferase, contains the PP-loop ATPase domain",PMM1291,locus_tag:sysName
PMM1292,PMED4_14581,1243947.0,1245437.0,-,Core,VEG,lnt,possible apolipoprotein n-acyltransferase (NCBI),COG815,M,Apolipoprotein N-acyltransferase,PMM1292,locus_tag:sysName
PMM1293,PMED4_14591,1245526.0,1246098.0,+,Core,HEG,PMM1293,FKBP-type peptidyl-prolyl cis-trans isomerase (PPIase) (NCBI),,,,PMM1293,locus_tag:sysName
PMM1294,PMED4_14601,1246173.0,1246643.0,+,Core,HEG,PMM1294,putative nickel-containing superoxide dismutase precursor (NISOD) (NCBI),,,,PMM1294,locus_tag:sysName
PMM1295,PMED4_14611,1246730.0,1246996.0,+,Core,VEG,PMM1295,putative signal peptidase (NCBI),,,,PMM1295,locus_tag:sysName
PMM1296,PMED4_14621,1246993.0,1247661.0,-,Core,MEG,PMM1296,marine cyanobacterial conserved hypothetical (NCBI),,,,PMM1296,locus_tag:sysName
PMM1297,PMED4_14631,1247716.0,1248603.0,-,Core,VEG,trpC,Indole-3-glycerol phosphate synthase (Katherine Huang),COG134,E,Indole-3-glycerol phosphate synthase,PMM1297,locus_tag:sysName
PMM1298,PMED4_14641,1248616.0,1250055.0,-,Core,VEG,lpd,putative dihydrolipoamide dehydrogenase (NCBI),COG1249,C,"Pyruvate/2-oxoglutarate dehydrogenase complex, dihydrolipoamide dehydrogenase (E3) component, and related enzymes",PMM1298,locus_tag:sysName
PMM1299,PMED4_14651,1250052.0,1250792.0,-,Core,MEG,spoU,tRNA/rRNA methyltransferase (SpoU) (NCBI),COG566,J,rRNA methylases,PMM1299,locus_tag:sysName
PMM1300,PMED4_14661,1251103.0,1252476.0,+,Core,MEG,murA,UDP-N-glucosamine 1-carboxyvinyltransferase (NCBI),COG766,M,UDP-N-acetylglucosamine enolpyruvyl transferase,PMM1300,locus_tag:sysName
HyPMM189,PMED4_14671,1252592.0,1252711.0,-,Flexible,MEG,Protein-coding gene,Conserved hypothetical protein (Katherine Huang),,,,,unresolved
RNA_11,--,1252993.0,1253074.0,+,,--,tRNAHis1,tRNA-His (RefSeq),,,,,unresolved
PMM1301,PMED4_14681,1253002.0,1254255.0,+,Core,MEG,argD,Acetylornithine and succinylornithine aminotransferases (Katherine Huang),COG4992,E,Ornithine/acetylornithine aminotransferase,PMM1301,locus_tag:sysName
PMM1302,PMED4_14691,1254268.0,1255500.0,+,Core,VEG,folC,putuative bifunctional Dihydrofolate/Folylpolyglutamate synthase (NCBI),COG285,H,Folylpolyglutamate synthase,PMM1302,locus_tag:sysName
PMM1303,PMED4_14701,1255497.0,1256852.0,-,Core,VEG,PMM1303,FAD/FMN-containing dehydrogenases  (Katherine Huang),COG277,C,FAD/FMN-containing dehydrogenases,PMM1303,locus_tag:sysName
PMM1304,PMED4_14711,1256891.0,1258126.0,-,Core,VEG,codA,possible cytosine deaminase (NCBI),COG402,FR,Cytosine deaminase and related metal-dependent hydrolases,PMM1304,locus_tag:sysName
RNA_12,--,1258262.0,1258334.0,+,,--,tRNAArg3,tRNA-Arg (RefSeq),,,,,unresolved
PMM1305,PMED4_14721,1258409.0,1259803.0,+,Core,MEG,PMM1305,2-methylthioadenine synthetase  (Katherine Huang),COG621,J,2-methylthioadenine synthetase,PMM1305,locus_tag:sysName
PMM1306,PMED4_14731,1259813.0,1260880.0,+,Core,LEG,ddlA,D-alanine--D-alanine ligase (NCBI),COG1181,M,D-alanine-D-alanine ligase and related ATP-grasp enzymes,PMM1306,locus_tag:sysName
PMM1307,PMED4_14741,1260892.0,1261302.0,+,Core,MEG,PMM1307,conserved hypothetical protein (NCBI),,,,PMM1307,locus_tag:sysName
PMM1308,PMED4_14751,1261299.0,1262024.0,+,Core,VEG,ftsQ,Cell division septal protein  (Katherine Huang),COG1589,M,Cell division septal protein,PMM1308,locus_tag:sysName
PMM1309,PMED4_14761,1262202.0,1263317.0,+,Core,VEG,ftsZ,Cell division protein FtsZ:Tubulin/FtsZ family (NCBI),COG206,D,Cell division GTPase,PMM1309,locus_tag:sysName
RNA_44,--,1263327.0,1263426.0,-,,--,5S_rRNA,5S ribosomal RNA (RefSeq),,,,,unresolved
PMM1310,PMED4_14771,1263472.0,1264245.0,+,Core,MEG,panB,putative Ketopantoate hydroxymethyltransferase (NCBI),COG413,H,Ketopantoate hydroxymethyltransferase,PMM1310,locus_tag:sysName
PMM1311,PMED4_14781,1264238.0,1265464.0,-,Core,VEG,hemN,Putative oxygen-independent coproporphyrinogen III oxidase (Katherine Huang),COG635,H,Coproporphyrinogen III oxidase and related Fe-S oxidoreductases,PMM1311,locus_tag:sysName
PMM1312,PMED4_14791,1265560.0,1266669.0,+,Core,VEG,PMM1312,Integral membrane protein (PIN domain superfamily)  (Katherine Huang),COG4956,R,Integral membrane protein (PIN domain superfamily),PMM1312,locus_tag:sysName
PMM1313,PMED4_14801,1266710.0,1267372.0,+,Core,HEG,clpP4,Clp protease proteolytic subunit (NCBI),COG740,OU,Protease subunit of ATP-dependent Clp proteases,PMM1313,locus_tag:sysName
PMM1314,PMED4_14811,1267406.0,1268011.0,+,Core,HEG,clpP3,Clp protease proteolytic subunit (NCBI),COG740,OU,Protease subunit of ATP-dependent Clp proteases,PMM1314,locus_tag:sysName
PMM1315,PMED4_14821,1268128.0,1269117.0,+,Core,HEG,ilvC,Ketol-acid reductoisomerase (NCBI),COG59,EH,Ketol-acid reductoisomerase,PMM1315,locus_tag:sysName
PMM1316,PMED4_14831,1269105.0,1270118.0,+,Core,VEG,cbiB,putative cobalamin biosynthetic protein (NCBI),COG1270,H,Cobalamin biosynthesis protein CobD/CbiB,PMM1316,locus_tag:sysName
PMM1317,PMED4_14841,1270176.0,1270442.0,+,Flexible,HEG,hli13,possible high light inducible protein (NCBI),,,,PMM1317,locus_tag:sysName
HyPMM190,PMED4_14851,1270439.0,1270657.0,+,Flexible,MEG,Protein-coding gene,Conserved hypothetical protein (Katherine Huang),,,,,unresolved
PMM1318,PMED4_14861,1270652.0,1270939.0,-,Flexible,MEG,PMM1318,conserved hypothetical (NCBI),,,,PMM1318,locus_tag:sysName
PMM1319,PMED4_14871,1270969.0,1271214.0,-,Flexible,VEG,PMM1319,possible Beta-lactamase (NCBI),,,,PMM1319,locus_tag:sysName
PMM1320,PMED4_14881,1271269.0,1271598.0,-,Flexible,VEG,PMM1320,hypothetical (NCBI),,,,PMM1320,locus_tag:sysName
PMM1321,PMED4_14891,1271727.0,1272002.0,-,Core,HEG,himA,Bacterial histone-like DNA-binding protein (NCBI),COG776,L,Bacterial nucleoid DNA-binding protein,PMM1321,locus_tag:sysName
PMM1322,PMED4_14901,1272635.0,1274668.0,+,Core,MEG,glgX,Putative isoamylase (NCBI),COG1523,G,"Type II secretory pathway, pullulanase PulA and related glycosidases",PMM1322,locus_tag:sysName
RNA_21,--,1274670.0,1274740.0,-,,--,tRNASer2,tRNA-Ser (RefSeq),,,,,unresolved
PMM1323,PMED4_14911,1274850.0,1276199.0,+,Core,MEG,melB,putative GPH family sugar transporter (NCBI),COG2211,G,Na+/melibiose symporter and related transporters,PMM1323,locus_tag:sysName
PMM1324,PMED4_14921,1276209.0,1276964.0,+,Core,MEG,PMM1324,"possible transporter, membrane component (NCBI)",COG767,Q,"ABC-type transport system involved in resistance to organic solvents, permease component",PMM1324,locus_tag:sysName
PMM1325,PMED4_14931,1276969.0,1277373.0,+,Core,VEG,PMM1325,conserved hypothetical protein (NCBI),,,,PMM1325,locus_tag:sysName
PMM1326,PMED4_14941,1277408.0,1278418.0,+,Core,MEG,PMM1326,conserved hypothetical protein (NCBI),,,,PMM1326,locus_tag:sysName
PMM1327,PMED4_14951,1278424.0,1279020.0,+,Core,VEG,PMM1327,Predicted membrane protein (Katherine Huang),COG344,S,Predicted membrane protein,PMM1327,locus_tag:sysName
PMM1328,PMED4_14961,1279010.0,1279729.0,-,Core,VEG,pyrF,orotidine 5'-phosphate decarboxylase (NCBI),COG284,F,Orotidine-5'-phosphate decarboxylase,PMM1328,locus_tag:sysName
PMM1329,PMED4_14971,1279736.0,1280974.0,-,Core,MEG,tyrS,Tyrosyl-tRNA synthetase (NCBI),COG162,J,Tyrosyl-tRNA synthetase,PMM1329,locus_tag:sysName
PMM1330,PMED4_14981,1280996.0,1281319.0,-,Core,MEG,PMM1330,conserved hypothetical protein (NCBI),,,,PMM1330,locus_tag:sysName
PMM1331,PMED4_14991,1281470.0,1282081.0,+,Core,MEG,PMM1331,conserved hypothetical protein (NCBI),,,,PMM1331,locus_tag:sysName
PMM1332,PMED4_15001,1282104.0,1283579.0,+,Core,MEG,pepB,Cytosol aminopeptidase (NCBI),COG260,E,Leucyl aminopeptidase,PMM1332,locus_tag:sysName
PMM1333,PMED4_15011,1283592.0,1284194.0,-,Core,MEG,PMM1333,Peptide methionine sulfoxide reductase (NCBI),COG225,O,Peptide methionine sulfoxide reductase,PMM1333,locus_tag:sysName
PMM1334,PMED4_15021,1284211.0,1285389.0,-,Core,VEG,lpxB,Lipid-A-disaccharide synthetase (NCBI),COG763,M,Lipid A disaccharide synthetase,PMM1334,locus_tag:sysName
PMM1335,PMED4_15031,1285386.0,1286228.0,-,Core,VEG,lpxA,UDP-N-acetylglucosamine acyltransferase (NCBI),COG1043,M,Acyl-[acyl carrier protein]--UDP-N-acetylglucosamine O-acyltransferase,PMM1335,locus_tag:sysName
PMM1336,PMED4_15041,1286221.0,1286679.0,-,Core,VEG,fabZ,Putative (3R)-hydroxymyristoyl-[acyl carrier protein] dehydratase (NCBI),COG764,I,3-hydroxymyristoyl/3-hydroxydecanoyl-(acyl carrier protein) dehydratases,PMM1336,locus_tag:sysName
PMM1337,PMED4_15051,1286697.0,1287533.0,-,Core,MEG,lpxC,UDP-3-0-acyl N-acetylglucosamine deacetylase (NCBI),COG774,M,UDP-3-O-acyl-N-acetylglucosamine deacetylase,PMM1337,locus_tag:sysName
PMM1338,PMED4_15061,1287534.0,1289675.0,-,Core,MEG,PMM1338,chloroplast outer envelope membrane protein homolog (NCBI),COG4775,M,Outer membrane protein/protective antigen OMA87,PMM1338,locus_tag:sysName
PMM1339,PMED4_15071,1289714.0,1290442.0,-,Core,MEG,purC,SAICAR synthetase (NCBI),COG152,F,Phosphoribosylaminoimidazolesuccinocarboxamide (SAICAR) synthase,PMM1339,locus_tag:sysName
PMM1340,PMED4_15081,1290576.0,1291913.0,+,Core,MEG,purD,phosphoribosylglycinamide synthetase (NCBI),COG151,F,Phosphoribosylamine-glycine ligase,PMM1340,locus_tag:sysName
PMM1341,PMED4_15091,1291914.0,1293983.0,+,Core,MEG,nblS,two-component sensor histidine kinase (NCBI),COG5002,T,Signal transduction histidine kinase,PMM1341,locus_tag:sysName
PMM1342,PMED4_15101,1293980.0,1295509.0,-,Core,MEG,kaiC,possible circadian clock protein KaiC (NCBI),COG467,T,RecA-superfamily ATPases implicated in signal transduction,PMM1342,locus_tag:sysName
PMM1343,PMED4_15111,1295572.0,1295895.0,-,Core,VEG,kaiB,possible circadian oscillation regulator KaiB (NCBI),,,,PMM1343,locus_tag:sysName
PMM1344,PMED4_15121,1296041.0,1296481.0,+,Core,HEG,rplU,50S ribosomal protein L21 (NCBI),COG261,J,Ribosomal protein L21,PMM1344,locus_tag:sysName
PMM1345,PMED4_15131,1296491.0,1296751.0,+,Core,HEG,rpmA,50S ribosomal protein L27 (NCBI),COG211,J,Ribosomal protein L27,PMM1345,locus_tag:sysName
PMM1346,PMED4_15141,1296748.0,1297419.0,-,Flexible,MEG,PMM1346,conserved hypothetical protein (NCBI),,,,PMM1346,locus_tag:sysName
PMM1347,PMED4_15151,1297563.0,1298480.0,+,Core,LEG,truB,Putative tRNA pseudouridine 55 synthase (NCBI),COG130,J,Pseudouridine synthase,PMM1347,locus_tag:sysName
PMM1348,PMED4_15161,1298485.0,1299678.0,-,Core,VEG,spoIID,possible sporulation protein SpoIID (NCBI),COG2385,D,Sporulation protein and related proteins,PMM1348,locus_tag:sysName
PMM1349,PMED4_15171,1299765.0,1300703.0,+,Core,MEG,elaC,Metallo-beta-lactamase superfamily enzyme (Katherine Huang),COG1234,R,Metal-dependent hydrolases of the beta-lactamase superfamily III,PMM1349,locus_tag:sysName
PMM1350,PMED4_15181,1300763.0,1301341.0,+,Flexible,HEG,PMM1350,Pentapeptide repeats (NCBI),,,,PMM1350,locus_tag:sysName
PMM1351,PMED4_15191,1301351.0,1301716.0,-,Core,VEG,PMM1351,conserved hypothetical protein (NCBI),,,,PMM1351,locus_tag:sysName
PMM1352,PMED4_15201,1301798.0,1302097.0,-,Core,HEG,petF,ferredoxin (NCBI),COG633,C,Ferredoxin,PMM1352,locus_tag:sysName
PMM1353,PMED4_15211,1302241.0,1303143.0,-,Core,VEG,prmA,putative methyltransferase for Ribosomal protein L11 (NCBI),COG2264,J,Ribosomal protein L11 methylase,PMM1353,locus_tag:sysName
PMM1354,PMED4_15221,1303160.0,1304746.0,-,Core,MEG,serA,putative D-3-phosphoglycerate dehydrogenase (PGDH) (NCBI),COG111,HE,Phosphoglycerate dehydrogenase and related dehydrogenases,PMM1354,locus_tag:sysName
PMM1355,PMED4_15231,1304849.0,1305415.0,+,Core,MEG,PMM1355,conserved hypothetical protein (NCBI),,,,PMM1355,locus_tag:sysName
PMM1356,PMED4_15241,1305416.0,1306207.0,+,Core,LEG,PMM1356,"Uncharacterized conserved protein, contains S4-like domain  (Katherine Huang)",COG2302,S,"Uncharacterized conserved protein, contains S4-like domain",PMM1356,locus_tag:sysName
RNA_13,--,1306262.0,1306333.0,+,,--,tRNAPhe1,tRNA-Phe (RefSeq),,,,,unresolved
PMM1357,PMED4_15251,1306399.0,1307022.0,+,Flexible,VEG,PMM1357,"Steroid 5-alpha reductase, C-terminal domain (NCBI)",,,,PMM1357,locus_tag:sysName
PMM1358,PMED4_15261,1307009.0,1307560.0,+,Flexible,VEG,PMM1358,Uncharacterized conserved protein (Katherine Huang),COG5135,S,Uncharacterized conserved protein,PMM1358,locus_tag:sysName
HyPMM191,PMED4_15271,1307636.0,1307803.0,+,Flexible,VEG,Protein-coding gene,Hypothetical protein (Katherine Huang),,,,,unresolved
PMM1359,PMED4_15281,1307800.0,1308360.0,-,Core,HEG,PMM1359,Predicted membrane protein (Katherine Huang),COG2259,S,Predicted membrane protein,PMM1359,locus_tag:sysName
PMM1360,PMED4_15291,1308515.0,1309654.0,-,Flexible,VEG,PMM1360,similar to DNA photolyase (NCBI),,,,PMM1360,locus_tag:sysName
PMM1361,PMED4_15301,1309840.0,1310769.0,+,Core,VEG,PMM1361,Short-chain dehydrogenase/reductase (SDR) superfamily (NCBI),COG1028,IQR,Dehydrogenases with different specificities (related to short-chain alcohol dehydrogenases),PMM1361,locus_tag:sysName
PMM1362,PMED4_15311,1310764.0,1311030.0,-,Flexible,VEG,PMM1362,hypothetical (NCBI),,,,PMM1362,locus_tag:sysName
HyPMM192,PMED4_15321,1311035.0,1311172.0,-,Flexible,NEG,Protein-coding gene,,,,,,unresolved
HyPMM193,PMED4_15322,1311169.0,1311303.0,-,Flexible,VEG,Protein-coding gene,Conserved hypothetical protein (Katherine Huang),,,,,unresolved
PMM1363,PMED4_15331,1311303.0,1311566.0,-,Flexible,VEG,PMM1363,hypothetical (NCBI),,,,PMM1363,locus_tag:sysName
PMM1364,PMED4_15341,1311601.0,1313022.0,+,Core,VEG,murD,UDP-N-acetylmuramoylalanine--D-glutamate ligase (NCBI),COG771,M,UDP-N-acetylmuramoylalanine-D-glutamate ligase,PMM1364,locus_tag:sysName
PMM1365,PMED4_15351,1313124.0,1313438.0,+,Flexible,VEG,PMM1365,possible MATH domain (NCBI),,,,PMM1365,locus_tag:sysName
PMM1366,PMED4_15361,1313442.0,1314173.0,-,Flexible,VEG,PMM1366,DUF209 (NCBI),COG1741,R,Pirin-related protein,PMM1366,locus_tag:sysName
HyPMM194,PMED4_15371,1314269.0,1314397.0,-,Flexible,VEG,Protein-coding gene,Conserved hypothetical protein (Katherine Huang),,,,,unresolved
PMM1367,PMED4_15381,1314462.0,1314998.0,-,Core,VEG,PMM1367,Uncharacterized protein conserved in bacteria (Katherine Huang),COG4333,S,Uncharacterized protein conserved in bacteria,PMM1367,locus_tag:sysName
PMM1368,PMED4_15391,1315009.0,1315494.0,-,Core,VEG,PMM1368,Predicted membrane protein (Katherine Huang),COG3556,S,Predicted membrane protein,PMM1368,locus_tag:sysName
PMM1369,PMED4_15401,1315582.0,1316334.0,-,Flexible,VEG,PMM1369,GAF domain (NCBI),COG2203,T,FOG: GAF domain,PMM1369,locus_tag:sysName
PMM1370,PMED4_15411,1316420.0,1317664.0,-,Flexible,VEG,PMM1370,Predicted flavoproteins  (Katherine Huang),COG2081,R,Predicted flavoproteins,PMM1370,locus_tag:sysName
HyPMM195,PMED4_15421,1317859.0,1318095.0,+,Flexible,MEG,Protein-coding gene,Conserved hypothetical protein (Katherine Huang),,,,,unresolved
HyPMM196,PMED4_15431,1318131.0,1318268.0,-,Flexible,VEG,Protein-coding gene,,,,,,unresolved
