Accession,Peptide count,Unique peptides,Confidence score,Description,Light 1,Light 2,Light 3,Light 4,Light 5,Light Glu nM 1,Light Glu nM 2,Light Glu nM 3,Light Glu nM 4,Light Glu mM 1,Light Glu mM 2,Light Glu mM 3,Light Glu mM 4,Darkness 1,Darkness 2,Darkness 3,Darkness 4,Darkness 5,Darkness 6,Darkness Glu nM 1,Darkness Glu nM 2,Darkness Glu nM 3,Darkness Glu nM 4,Darkness Glu nM 5,Darkness Glu mM 1,Darkness Glu mM 2,Darkness Glu mM 3,Light 1,Light 3,Light 5,Light Glu nM 1,Light Glu nM 3,Light Glu nM 4,Light Glu mM 1,Light Glu mM 3,Light Glu mM 4,Darkness 1,Darkness 3,Darkness 5,Darkness Glu nM 1,Darkness Glu nM 3,Darkness Glu nM 5,Darkness Glu mM 1,Darkness Glu mM 2,Darkness Glu mM 3,Alteromonas_SS120,Light avg,Light G nM avg,Light G mM avg,Darkness avg,Darkness G nM,Darkness G mM,t.test G nM/L,FC G nM/L,t.test G mM/L,FC GmM/L,t.test G nM/O,FC G nM/D,t.test G mM/O,FC G mM/D,Alteromonas_SS120
A0A359KCA3,4,4,11.80405,Ribosome-recycling factor OS=Alteromonas sp. OX=232 GN=frr PE=3 SV=1,876076.2,477805.5,396009.9,253907.2,375332.9,516065.4,1245983,233673.3,1740945,11547516,13207894,36212918,8914646,306558,250811,122570.6,372999.3,152421.9,1496123,427922.4,2451223,171510.2,461854.3,263022.1,15337462,2888987,3822000,0.001603,0.000312,0.000344,0.000769,0.000284,0.000514,0.00902,0.008358,0.005524,0.000408,0.000325,0.000371,0.000692,0.000279,0.000265,0.008551,0.005938,0.008681,Ribosome-recycling factor OS=Alteromonas sp. OX=232 GN=frr PE=3 SV=1,0.000753,0.000522,0.007634,0.000368,0.003031,0.005124,0.265,0.69,0.008,10.14,0.377,8.23,0.007,13.91,Ribosome-recycling factor OS=Alteromonas sp. OX=232 GN=frr PE=3 SV=1
A0A359K337,2,2,8.505003,RNA polymerase sigma factor RpoD (Fragment) OS=Alteromonas sp. OX=232 GN=DEH24_07770 PE=3 SV=1,189566.1,127748.2,234267,226649.2,13031.28,133348.9,53912.88,166448.8,6798.646,19493.16,78649.69,92859.95,8234.599,96047.97,135850.3,366791,236860.3,110062.6,295483.1,88479.98,48708.83,149998.2,33520.79,71072.29,1322790,32478.37,78234.62,0.000347,0.000185,1.20E-05,0.000199,0.000202,2.01E-06,1.52E-05,2.14E-05,5.10E-06,0.000128,0.000974,0.000268,0.000143,0.000244,7.15E-05,0.000737,6.68E-05,0.000178,RNA polymerase sigma factor RpoD (Fragment) OS=Alteromonas sp. OX=232 GN=DEH24_07770 PE=3 SV=1,0.000181,0.000134,1.39E-05,0.000457,0.000351,0.000142,0.229,0.74,0.108,0.08,0.152,0.77,0.398,0.31,RNA polymerase sigma factor RpoD (Fragment) OS=Alteromonas sp. OX=232 GN=DEH24_07770 PE=3 SV=1
A0A359K9Z2,3,3,10.99651,S-adenosylmethionine synthase OS=Alteromonas sp. OX=232 GN=metK PE=3 SV=1,1605522,1404465,1478286,554413.5,2233694,191609.8,841270.2,1235065,6349128,1085199,895591.4,6009752,649090.1,105251.5,1201386,202486.3,1902338,852588.9,6723013,1026899,654809.7,746250.2,2186688,809487.7,2114495,357761.6,1550203,0.002937,0.001165,0.002049,0.000285,0.0015,0.001875,0.000848,0.001387,0.000402,0.00014,0.000538,0.002078,0.001661,0.001213,0.000815,0.001179,0.000735,0.003521,S-adenosylmethionine synthase OS=Alteromonas sp. OX=232 GN=metK PE=3 SV=1,0.00205,0.00122,0.000879,0.000918,0.001069,0.002102,0.232,0.6,0.12,0.43,0.371,1.16,0.068,2.29,S-adenosylmethionine synthase OS=Alteromonas sp. OX=232 GN=metK PE=3 SV=1
A0A359K3T2,2,2,11.22242,Serine--tRNA ligase OS=Alteromonas sp. OX=232 GN=serS PE=3 SV=1,11697.56,78124.49,118546.2,27716.83,130517.9,17175.11,104926.6,24227.69,46288.02,698693.8,1814797,2848140,1172445,2211.305,96252.02,11077.25,19512.89,42786.49,90857.95,37747.24,256654.5,28265.37,98203.45,36425.22,2224194,63204.34,58698.15,2.14E-05,9.34E-05,0.00012,2.56E-05,2.94E-05,1.37E-05,0.000546,0.000657,0.000726,2.94E-06,2.94E-05,0.000104,6.10E-05,4.59E-05,3.67E-05,0.00124,0.00013,0.000133,Serine--tRNA ligase OS=Alteromonas sp. OX=232 GN=serS PE=3 SV=1,7.82E-05,2.29E-05,0.000643,4.55E-05,0.000441,0.000114,0.114,0.29,0.001,8.23,0.478,9.68,0.182,2.5,Serine--tRNA ligase OS=Alteromonas sp. OX=232 GN=serS PE=3 SV=1
A0A359K369,2,2,9.941286,Shikimate kinase OS=Alteromonas sp. OX=232 GN=aroK PE=3 SV=1,16858.92,8953.09,37712.12,4218.002,130145,45267.68,30248.85,17115.97,51953.15,445325.2,11797.97,1545189,82950.66,20617.88,77430.49,46898.1,3252.512,8742.203,37987.46,35875.87,68527.32,9958.922,29013.65,3900.349,400331.4,29500.65,26685.53,3.08E-05,2.97E-05,0.000119,6.74E-05,2.08E-05,1.53E-05,0.000348,0.000357,5.14E-05,2.74E-05,0.000124,2.13E-05,5.80E-05,1.62E-05,3.92E-06,0.000223,6.06E-05,6.06E-05,Shikimate kinase OS=Alteromonas sp. OX=232 GN=aroK PE=3 SV=1,6.00E-05,3.45E-05,0.000252,5.77E-05,8.11E-05,6.04E-05,0.301,0.58,0.139,4.2,0.259,1.4,0.264,1.05,Shikimate kinase OS=Alteromonas sp. OX=232 GN=aroK PE=3 SV=1
A0A359K5W9,4,4,13.94687,Single-stranded DNA-binding protein OS=Alteromonas sp. OX=232 GN=DEH24_12210 PE=3 SV=1,145780.5,576875.8,483620.2,346487.8,1235632,149856.8,2582007,784102.9,2388366,2783753,2531020,7727431,4237081,121415.9,1408791,182865,710135,288710.3,1599901,69503.43,2029130,419137.5,935454.9,984451.2,3908176,426881.5,1289129,0.000267,0.000381,0.001133,0.000223,0.000953,0.000705,0.002175,0.001784,0.002625,0.000162,0.000485,0.000704,0.000112,0.000681,0.000991,0.002179,0.000877,0.002928,Single-stranded DNA-binding protein OS=Alteromonas sp. OX=232 GN=DEH24_12210 PE=3 SV=1,0.000594,0.000627,0.002195,0.00045,0.001284,0.001466,0.46,1.06,0.005,3.7,0.143,2.85,0.058,3.26,Single-stranded DNA-binding protein OS=Alteromonas sp. OX=232 GN=DEH24_12210 PE=3 SV=1
A0A359K6K0,4,4,18.32137,Succinate dehydrogenase flavoprotein subunit (Fragment) OS=Alteromonas sp. OX=232 GN=DEH24_11265 PE=3 SV=1,27351.06,128674.1,614053.9,276448.6,729708.2,4210.694,340319.2,253896.3,225505,1008945,1128596,2143140,342129.8,98025.67,446640.1,106791.8,408572.8,146181.9,1574713,45630.11,408138.7,412168.6,645414.5,542920.7,1706636,90060.13,263763.5,5.00E-05,0.000484,0.000669,6.27E-06,0.000308,6.66E-05,0.000788,0.000495,0.000212,0.00013,0.000283,0.000356,7.38E-05,0.00067,0.000546,0.000951,0.000185,0.000599,Succinate dehydrogenase flavoprotein subunit (Fragment) OS=Alteromonas sp. OX=232 GN=DEH24_11265 PE=3 SV=1,0.000401,0.000127,0.000498,0.000257,0.000723,0.000395,0.123,0.32,0.403,1.24,0.155,2.81,0.177,1.54,Succinate dehydrogenase flavoprotein subunit (Fragment) OS=Alteromonas sp. OX=232 GN=DEH24_11265 PE=3 SV=1
A0A359K6Q5,5,5,21.60762,Succinate--CoA ligase [ADP-forming] subunit alpha OS=Alteromonas sp. OX=232 GN=sucD PE=3 SV=1,208366.1,179388.6,286433.2,109813,584469.4,176899.8,669037.1,212901.6,954656.7,9537468,1057681,3332371,547968.2,76707.51,509715.7,50177.82,314320.9,50915.59,1269654,177822.6,724016.7,79749.7,562956.9,141087.2,3838282,553690.2,1105403,0.000381,0.000226,0.000536,0.000263,0.000259,0.000282,0.00745,0.000769,0.00034,0.000102,0.000133,0.000124,0.000288,0.00013,0.000142,0.00214,0.001138,0.002511,Succinate--CoA ligase [ADP-forming] subunit alpha OS=Alteromonas sp. OX=232 GN=sucD PE=3 SV=1,0.000381,0.000268,0.002853,0.00012,0.000804,0.001343,0.153,0.7,0.198,7.49,0.191,6.71,0.024,11.21,Succinate--CoA ligase [ADP-forming] subunit alpha OS=Alteromonas sp. OX=232 GN=sucD PE=3 SV=1
A0A359K4J1,6,6,23.87084,Succinate--CoA ligase [ADP-forming] subunit beta OS=Alteromonas sp. OX=232 GN=sucC PE=3 SV=1,2694880,3035453,4759066,1929382,6066063,4377699,13809067,2963960,10065809,9509518,18262568,27438410,28492791,1493783,3555144,599761.3,1875689,1234344,28665896,2242414,12718757,1336091,3830097,2657438,31029193,5926971,3610524,0.00493,0.003751,0.005564,0.00652,0.003601,0.002972,0.007428,0.006333,0.017655,0.001988,0.001592,0.003008,0.003626,0.002172,0.002674,0.017299,0.012183,0.008201,Succinate--CoA ligase [ADP-forming] subunit beta OS=Alteromonas sp. OX=232 GN=sucC PE=3 SV=1,0.004748,0.004364,0.010472,0.002196,0.007381,0.008377,0.391,0.92,0.107,2.21,0.193,3.36,0.036,3.81,Succinate--CoA ligase [ADP-forming] subunit beta OS=Alteromonas sp. OX=232 GN=sucC PE=3 SV=1
A0A359K0M0,4,4,17.9544,Sulfate adenylyltransferase subunit 1 OS=Alteromonas sp. OX=232 GN=cysN PE=3 SV=1,441259.7,492779.1,378520.3,322903,662503.7,461616.6,551991,275711.7,985092.8,1136012,3934417,11074691,4382667,201107,653209.5,95916.48,239357.5,246400.2,849510,395901.4,933682.6,298610.5,832631.7,397877.2,8234097,826332.7,319198.7,0.000807,0.000298,0.000608,0.000687,0.000335,0.000291,0.000887,0.002556,0.002716,0.000268,0.000255,0.0006,0.00064,0.000485,0.0004,0.00459,0.001699,0.000725,Sulfate adenylyltransferase subunit 1 OS=Alteromonas sp. OX=232 GN=cysN PE=3 SV=1,0.000571,0.000438,0.002053,0.000374,0.001825,0.000998,0.161,0.77,0.085,3.6,0.258,4.88,0.127,2.67,Sulfate adenylyltransferase subunit 1 OS=Alteromonas sp. OX=232 GN=cysN PE=3 SV=1
A0A359K0D0,6,6,35.45872,TonB-dependent receptor OS=Alteromonas sp. OX=232 GN=DEH24_02850 PE=3 SV=1,1824178,7566167,8751366,5301023,17715679,2344030,10824966,7107845,24298515,37569493,14043374,42480011,4076135,4429585,13371312,2169618,8334081,3606597,3433301,6139250,11631061,4382403,3666910,9423164,29440470,1519924,1913342,0.003337,0.006897,0.016249,0.003491,0.008635,0.007175,0.029348,0.009805,0.002526,0.005894,0.00576,0.008789,0.009927,0.007123,0.009482,0.016413,0.003124,0.004346,TonB-dependent receptor OS=Alteromonas sp. OX=232 GN=DEH24_02850 PE=3 SV=1,0.008828,0.006434,0.013893,0.006814,0.011006,0.005433,0.276,0.73,0.352,1.57,0.092,1.62,0.415,0.8,TonB-dependent receptor OS=Alteromonas sp. OX=232 GN=DEH24_02850 PE=3 SV=1
A0A359K9S0,2,2,6.754524,TonB-dependent receptor OS=Alteromonas sp. OX=232 GN=DEH24_19305 PE=3 SV=1,1873.36,1353.536,0,0,5569.51,24.20753,9858.77,0,5876.83,0,807828.4,2712258,67152.28,667.7641,1981.484,1489.782,249.0143,2066.874,9158.072,1431.203,33413.65,849.7762,22497.29,2395.036,1514748,13871.66,14716.02,3.43E-06,0,5.11E-06,3.61E-08,0,1.74E-06,0,0.000626,4.16E-05,8.88E-07,3.95E-06,5.04E-06,2.31E-06,1.38E-06,2.41E-06,0.000844,2.85E-05,3.34E-05,TonB-dependent receptor OS=Alteromonas sp. OX=232 GN=DEH24_19305 PE=3 SV=1,2.85E-06,5.90E-07,0.000223,3.29E-06,0.000283,2.16E-05,0.092,0.21,0.197,78.22,0.224,85.85,0.194,6.56,TonB-dependent receptor OS=Alteromonas sp. OX=232 GN=DEH24_19305 PE=3 SV=1
A0A359K4B6,2,2,8.502772,Transaldolase (Fragment) OS=Alteromonas sp. OX=232 GN=tal PE=3 SV=1,999080.1,2051631,4287942,825622.2,3647631,1371565,10622537,1730143,5883155,14034158,10618657,27532501,12584891,558418.4,1624345,290841.2,1549088,771291.4,5654795,2075037,6459568,1065006,5377550,1199743,13802267,2720570,2376226,0.001828,0.003379,0.003346,0.002043,0.002102,0.001737,0.010963,0.006355,0.007798,0.000743,0.000772,0.00188,0.003355,0.001731,0.001207,0.007695,0.005592,0.005397,Transaldolase (Fragment) OS=Alteromonas sp. OX=232 GN=tal PE=3 SV=1,0.002851,0.001961,0.008372,0.001132,0.003544,0.004613,0.127,0.69,0.048,2.94,0.208,3.13,0.018,4.08,Transaldolase (Fragment) OS=Alteromonas sp. OX=232 GN=tal PE=3 SV=1
A0A359K792,3,3,9.515303,Transcription elongation factor GreA OS=Alteromonas sp. OX=232 GN=greA PE=3 SV=1,113414.8,45503.03,61542,24243.9,6396.563,53577.66,57837.4,48247.22,17538.37,628704.1,211541.8,1300194,275113.2,68608.22,126173,14504.42,37625.96,48620.27,35002.03,32569.18,32155.83,23354.47,29689.02,126783.1,736888.5,94743.49,122018.8,0.000207,4.85E-05,5.87E-06,7.98E-05,5.86E-05,5.18E-06,0.000491,0.0003,0.00017,9.13E-05,3.85E-05,0.000118,5.27E-05,3.80E-05,0.000128,0.000411,0.000195,0.000277,Transcription elongation factor GreA OS=Alteromonas sp. OX=232 GN=greA PE=3 SV=1,8.73E-05,4.79E-05,0.000321,8.28E-05,0.000192,0.000186,0.233,0.55,0.011,3.67,0.281,2.32,0.03,2.25,Transcription elongation factor GreA OS=Alteromonas sp. OX=232 GN=greA PE=3 SV=1
A0A359K6T7,2,2,7.707322,Transcription termination factor Rho (Fragment) OS=Alteromonas sp. OX=232 GN=rho PE=3 SV=1,61769.27,111576,81230.27,32117.91,63161.49,80382.02,206694.3,201270.7,293298.4,232106.9,1051014,3640539,777725.2,30245.47,21987.54,23514.12,33566.5,57024.48,124593.7,32490.79,99043.58,34021.31,86545.25,82714.38,369261.2,353627.6,489718.9,0.000113,6.40E-05,5.79E-05,0.00012,0.000245,8.66E-05,0.000181,0.00084,0.000482,4.02E-05,6.24E-05,0.000139,5.25E-05,5.53E-05,8.32E-05,0.000206,0.000727,0.001112,Transcription termination factor Rho (Fragment) OS=Alteromonas sp. OX=232 GN=rho PE=3 SV=1,7.83E-05,0.00015,0.000501,8.05E-05,0.000115,0.000639,0.159,1.92,0.087,6.4,0.246,1.43,0.063,7.94,Transcription termination factor Rho (Fragment) OS=Alteromonas sp. OX=232 GN=rho PE=3 SV=1
A0A359K7K5,5,5,26.19525,Transcription termination/antitermination protein NusA OS=Alteromonas sp. OX=232 GN=nusA PE=3 SV=1,134460.2,91567.85,263277.6,102598.4,184724,142003.2,810154,188928.8,364020.3,1855172,2806656,3516533,3582871,54578.55,190364.3,47167.6,113719,120933.2,507751.2,108614.9,206843.6,82491.68,176144,195264.3,8021290,215280,457213.6,0.000246,0.000207,0.000169,0.000211,0.00023,0.000107,0.001449,0.000812,0.00222,7.26E-05,0.000125,0.000295,0.000176,0.000134,0.000196,0.004472,0.000443,0.001038,Transcription termination/antitermination protein NusA OS=Alteromonas sp. OX=232 GN=nusA PE=3 SV=1,0.000208,0.000183,0.001494,0.000164,0.001601,0.000563,0.211,0.88,0.046,7.19,0.472,9.75,0.148,3.43,Transcription termination/antitermination protein NusA OS=Alteromonas sp. OX=232 GN=nusA PE=3 SV=1
A0A359K9B5,2,2,10.86748,Translation initiation factor IF-2 (Fragment) OS=Alteromonas sp. OX=232 GN=DEH24_14870 PE=3 SV=1,104087.7,99556.14,35219.19,39788.67,669079.6,226889.8,56617.22,136565.8,562245.8,5099038,2844516,4951382,1367915,4860.975,170298.8,12391.48,94937.83,73793.14,407882.1,305221,446464.8,49054.1,241743,78190.41,2635222,935722.2,547607.1,0.00019,2.78E-05,0.000614,0.000338,0.000166,0.000166,0.003983,0.001143,0.000848,6.47E-06,3.29E-05,0.00018,0.000494,7.97E-05,7.87E-05,0.001469,0.001923,0.001244,Translation initiation factor IF-2 (Fragment) OS=Alteromonas sp. OX=232 GN=DEH24_14870 PE=3 SV=1,0.000277,0.000223,0.001991,7.31E-05,0.000543,0.001148,0.405,0.81,0.125,7.18,0.25,7.42,0.013,15.71,Translation initiation factor IF-2 (Fragment) OS=Alteromonas sp. OX=232 GN=DEH24_14870 PE=3 SV=1
A0A359K786,2,2,6.593169,Translation initiation factor IF-2 (Fragment) OS=Alteromonas sp. OX=232 GN=DEH24_14880 PE=4 SV=1,93280.84,39746.39,14319.1,13399.07,16979.1,139695,226763,21812.11,142775.2,299671,1588109,2033213,969641.5,8156.387,20694.08,10422.04,553251.7,30612.68,327419.9,21744.82,269871.3,22308,892032.2,37039.46,1790598,339689.7,346971.3,0.000171,1.13E-05,1.56E-05,0.000208,2.65E-05,4.22E-05,0.000234,0.000469,0.000601,1.09E-05,2.77E-05,7.46E-05,3.52E-05,3.63E-05,3.73E-05,0.000998,0.000698,0.000788,Translation initiation factor IF-2 (Fragment) OS=Alteromonas sp. OX=232 GN=DEH24_14880 PE=4 SV=1,6.58E-05,9.22E-05,0.000435,3.77E-05,0.000357,0.000517,0.027,1.4,0.072,6.6,0.472,9.47,0.008,13.72,Translation initiation factor IF-2 (Fragment) OS=Alteromonas sp. OX=232 GN=DEH24_14880 PE=4 SV=1
A0A359K7X6,3,3,13.48615,Two-component system response regulator ArcA (Fragment) OS=Alteromonas sp. OX=232 GN=DEH24_12445 PE=4 SV=1,2232.821,185322.9,50909.98,18786.48,242198.1,27682.15,276677.2,21803.6,229220.5,196233.3,492820.1,1308131,850489.3,24837.02,124208.9,7210.59,59489.56,50987.92,13163.13,366662.4,195239.5,12536.94,79484.32,92955.53,1482038,67164.67,109562.1,4.09E-06,4.01E-05,0.000222,4.12E-05,2.65E-05,6.77E-05,0.000153,0.000302,0.000527,3.30E-05,1.91E-05,0.000124,0.000593,2.04E-05,9.35E-05,0.000826,0.000138,0.000249,Two-component system response regulator ArcA (Fragment) OS=Alteromonas sp. OX=232 GN=DEH24_12445 PE=4 SV=1,8.88E-05,4.51E-05,0.000327,5.88E-05,0.000313,0.000159,0.263,0.51,0.018,3.69,0.227,5.33,0.131,2.7,Two-component system response regulator ArcA (Fragment) OS=Alteromonas sp. OX=232 GN=DEH24_12445 PE=4 SV=1
A0A359K9M7,4,4,17.35907,Two-component system response regulator ArcA (Fragment) OS=Alteromonas sp. OX=232 GN=DEH24_16415 PE=4 SV=1,729395,374480.5,385119.8,306983.3,535299.6,432477.2,1637738,681500.5,1311589,5498226,4854894,29238203,5276811,334311.7,519222.7,70475.33,213313.7,173719.5,2005296,384744.5,2061707,461457.4,280146.1,418773.6,8893784,1417127,504215.7,0.001334,0.000304,0.000491,0.000644,0.000828,0.000387,0.004295,0.006749,0.00327,0.000445,0.000187,0.000423,0.000622,0.00075,0.000421,0.004958,0.002913,0.001145,Two-component system response regulator ArcA (Fragment) OS=Alteromonas sp. OX=232 GN=DEH24_16415 PE=4 SV=1,0.00071,0.00062,0.004771,0.000352,0.002043,0.001589,0.411,0.87,0.038,6.72,0.139,5.81,0.068,4.52,Two-component system response regulator ArcA (Fragment) OS=Alteromonas sp. OX=232 GN=DEH24_16415 PE=4 SV=1
A0A359K1T9,3,3,13.9673,Type VI secretion system ATPase TssH (Fragment) OS=Alteromonas sp. OX=232 GN=DEH24_04945 PE=4 SV=1,20619.55,7364.06,3311.816,4048.675,123438.4,6600.438,630043.2,23185.02,346528.8,3388997,375224.8,709318.2,458574.1,17586.47,16735.27,15533.63,42540.2,5102.726,126.7898,83360.64,63515.79,34379.94,160014.9,11192.85,986234.2,71327.44,22434.28,3.77E-05,2.61E-06,0.000113,9.83E-06,2.82E-05,0.000102,0.002647,0.000164,0.000284,2.34E-05,4.12E-05,1.24E-05,0.000135,5.59E-05,1.13E-05,0.00055,0.000147,5.10E-05,Type VI secretion system ATPase TssH (Fragment) OS=Alteromonas sp. OX=232 GN=DEH24_04945 PE=4 SV=1,5.12E-05,4.68E-05,0.001032,2.57E-05,0.000206,8.29E-05,0.403,0.91,0.176,20.16,0.179,8.01,0.14,3.23,Type VI secretion system ATPase TssH (Fragment) OS=Alteromonas sp. OX=232 GN=DEH24_04945 PE=4 SV=1
A0A359K683,2,2,12.64673,Tyrosine--tRNA ligase OS=Alteromonas sp. OX=232 GN=tyrS PE=3 SV=1,199365.9,97800.44,292527.3,57100.19,315847.2,81691.77,327612.2,222050.3,502151,573818.6,2456070,1170830,1933682,43058.65,311725.3,42636.89,88252.57,94878.59,147701.7,61404.97,149843.7,110380.7,239005.9,204956.2,3765630,922515.3,445014.6,0.000365,0.000231,0.00029,0.000122,0.00027,0.000148,0.000448,0.00027,0.001198,5.73E-05,0.000113,0.000231,9.93E-05,0.000179,0.000206,0.002099,0.001896,0.001011,Tyrosine--tRNA ligase OS=Alteromonas sp. OX=232 GN=tyrS PE=3 SV=1,0.000295,0.00018,0.000639,0.000134,0.000828,0.001067,0.149,0.61,0.174,2.17,0.208,6.19,0.029,7.97,Tyrosine--tRNA ligase OS=Alteromonas sp. OX=232 GN=tyrS PE=3 SV=1
A0A359K644,2,2,5.997412,Uncharacterized protein (Fragment) OS=Alteromonas sp. OX=232 GN=DEH24_09360 PE=4 SV=1,10848.11,5054.185,1740.605,514.4099,4343.232,777.4309,11505.13,17.55938,22072.69,582078.9,19551.78,52795.69,15469.2,1218.594,1578.872,1202.994,5195.81,3190.223,353.6245,22610.92,11638.38,2339.019,0,2227.857,89437.76,8623.753,4625.639,1.98E-05,1.37E-06,3.98E-06,1.16E-06,2.13E-08,6.52E-06,0.000455,1.22E-05,9.59E-06,1.62E-06,3.19E-06,7.77E-06,3.66E-05,3.80E-06,2.24E-06,4.99E-05,1.77E-05,1.05E-05,Uncharacterized protein (Fragment) OS=Alteromonas sp. OX=232 GN=DEH24_09360 PE=4 SV=1,8.40E-06,2.57E-06,0.000159,4.20E-06,1.86E-05,1.22E-05,0.233,0.31,0.201,18.91,0.255,4.44,0.125,2.91,Uncharacterized protein (Fragment) OS=Alteromonas sp. OX=232 GN=DEH24_09360 PE=4 SV=1
A0A359KBQ2,3,3,13.3681,Uridylate kinase OS=Alteromonas sp. OX=232 GN=pyrH PE=3 SV=1,18452.21,55286.57,62899.94,29589.58,75076.45,21156.46,62421.86,60745.87,61429.41,834344.6,1104640,1785830,778094,14651.25,67503.7,7904.607,31344.09,17483.19,33828.82,23876.61,98244.94,12625.05,28870.4,52206.27,654434.4,91501.71,33648.56,3.38E-05,4.96E-05,6.89E-05,3.15E-05,7.38E-05,1.81E-05,0.000652,0.000412,0.000482,1.95E-05,2.10E-05,4.26E-05,3.86E-05,2.05E-05,5.25E-05,0.000365,0.000188,7.64E-05,Uridylate kinase OS=Alteromonas sp. OX=232 GN=pyrH PE=3 SV=1,5.07E-05,4.11E-05,0.000515,2.77E-05,0.000146,0.000105,0.353,0.81,0.014,10.16,0.117,5.27,0.091,3.79,Uridylate kinase OS=Alteromonas sp. OX=232 GN=pyrH PE=3 SV=1
A0A359K4V7,4,4,15.90125,Uroporphyrinogen III methylase (Fragment) OS=Alteromonas sp. OX=232 GN=cobA PE=3 SV=1,216746.8,379108.8,686822.7,141535.7,647513.9,155345.7,822933.1,293323.5,597803,432447.2,264588.4,570040.7,93277.61,37791.36,78850.72,49368.45,184330.3,167950.2,187779.5,213925.7,228173.2,112127.8,183999.4,517071.2,579257.7,83614.53,96162.23,0.000397,0.000541,0.000594,0.000231,0.000356,0.000177,0.000338,0.000132,5.78E-05,5.03E-05,0.000131,0.000409,0.000346,0.000182,0.00052,0.000323,0.000172,0.000218,Uroporphyrinogen III methylase (Fragment) OS=Alteromonas sp. OX=232 GN=cobA PE=3 SV=1,0.000511,0.000255,0.000176,0.000197,0.000342,0.0003,0.044,0.5,0.072,0.34,0.087,1.74,0.394,1.53,Uroporphyrinogen III methylase (Fragment) OS=Alteromonas sp. OX=232 GN=cobA PE=3 SV=1
A0A359K224,2,2,5.32626,UTP--glucose-1-phosphate uridylyltransferase OS=Alteromonas sp. OX=232 GN=galU PE=3 SV=1,3016466,1277668,2491902,1317604,4078671,1435923,8536416,2407930,6554849,405672,1245095,3071209,2727421,1011532,3090330,442420.7,1419850,890790,10217791,1919184,4610580,1530591,4514536,2114824,1844253,833743.3,401946.6,0.005519,0.001964,0.003741,0.002138,0.002925,0.001935,0.000317,0.000709,0.00169,0.001346,0.001174,0.002171,0.003103,0.002488,0.002128,0.001028,0.001714,0.000913,UTP--glucose-1-phosphate uridylyltransferase OS=Alteromonas sp. OX=232 GN=galU PE=3 SV=1,0.003741,0.002333,0.000905,0.001564,0.001881,0.002123,0.191,0.62,0.071,0.24,0.102,1.2,0.287,1.36,UTP--glucose-1-phosphate uridylyltransferase OS=Alteromonas sp. OX=232 GN=galU PE=3 SV=1
