Accession,KEGG,Peptide count,Unique peptides,L1,L2,L3,LGnM1,LGnM2,LGnM3,LGmM1,LGmM2,LGmM3,D1,D2,D3,DGnM1,DGnM2,DGnM3,DGmM1,DGmM2,DGmM3,L.avg,LGnM.avg,LGmM.avg,D.avg,DGnM.avg,DGmM.avg,TTEST.L.LGnM,FC.L.LGnM,TTEST.L.LGmM,FC.L.LGmM,TTEST.D.LGnM,FC.D.LGnM,TTEST.D.LGmM,FC.D.LGmM,Accession.1,Description,log2FC.L.LGnM,log2FC.L.LGmM,log2FC.D.LGnM,log2FC.D.LGmM,resolved_locus_tag,resolution_method
Q7VE22,Pro_0192,3,3,8.96756e-06,1.51723e-05,1.57313e-05,1.24749e-05,2.30109e-05,1.67708e-05,2.15374e-05,0.000368079,0.000316511,1.8655e-05,9.94261e-06,2.18197e-05,9.90694e-06,1.44404e-05,1.11369e-05,0.000279166,0.000307422,0.000206295,1.32904e-05,1.74188e-05,0.000235376,1.68058e-05,1.18281e-05,0.000264294,0.166293478,1.310635607,0.054418895,17.7102668,0.130209754,0.703809877,0.000614211,15.72639993,Q7VE22,N-acetylglucosamine-6-phosphate deacetylase OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=nagA PE=3 SV=1,0.3902666321287357,4.146514040920589,-0.5067423344244901,3.975116543290656,Pro0192,tier1:KEGG
Q7VD20,Pro_0569,10,10,0.00010055,0.000128282,0.000141054,8.08643e-05,7.36215e-05,0.000124169,0.000472019,0.000190133,0.000376065,0.000140503,0.000131226,0.000143607,0.000133695,0.00012902,0.0001596,0.000251114,0.000311599,0.000287477,0.000123295,9.28849e-05,0.000346072,0.000138446,0.000140771,0.000283397,0.099672573,0.753355433,0.028057272,2.806865293,0.415500151,1.016799822,0.000641284,2.046989227,Q7VD20,Glutathione reductase OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=gor PE=3 SV=1,-0.4085974060295569,1.4889598277320886,0.0240356828987238,1.0335035096917713,Pro0569,tier1:KEGG
Q7VCJ6,Pro_0744,18,18,0.003736251,0.003542225,0.003472304,0.003674566,0.003749402,0.003652427,0.00246882,0.002874198,0.002473924,0.003555125,0.003450358,0.003342887,0.003544937,0.002964117,0.004107498,0.002317127,0.002527215,0.002078031,0.003583593,0.003692132,0.002605647,0.003449457,0.003538851,0.002307458,0.133504555,1.030287579,0.001643357,0.727104604,0.401593809,1.025915485,0.000675205,0.668933646,Q7VCJ6,Anthranilate phosphoribosyltransferase OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=trpD PE=3 SV=1,0.0430470858442819,-0.4597651642828276,0.0369118865068398,-0.5800649831752184,Pro0744,tier1:KEGG
Q7VDW4,Pro_0254,4,4,1.40701e-05,2.20585e-05,1.61845e-05,1.62779e-05,1.34543e-05,1.47647e-05,3.00529e-05,5.5037e-07,6.33598e-07,1.51214e-05,1.01104e-05,1.54076e-05,1.4226e-05,1.70423e-05,1.25691e-05,7.91341e-07,2.30937e-07,0.0,1.74377e-05,1.48323e-05,1.04123e-05,1.35465e-05,1.46125e-05,3.40759e-07,0.180231507,0.8505883,0.262626322,0.597113685,0.323716353,1.078692477,0.000801319,0.025154825,Q7VDW4,2-keto-3-deoxy-6-phosphogluconate aldolase OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=eda PE=4 SV=1,-0.2334670843253651,-0.743922461267528,0.1092836274371057,-5.313021036824351,Pro0254,tier1:KEGG
Q7VDH2,Pro_0404,11,11,7.66464e-05,9.16037e-05,8.21282e-05,7.64456e-05,7.31398e-05,9.5489e-05,0.000521735,0.000245139,0.00035974,5.92579e-05,6.64953e-05,0.000103038,6.14194e-05,9.85831e-05,9.16924e-05,0.000197227,0.000176409,0.000196433,8.34595e-05,8.16915e-05,0.000375538,7.62636e-05,8.38983e-05,0.000190023,0.42012384,0.978816094,0.01103249,4.499645694,0.344356433,1.100109541,0.000844718,2.491660505,Q7VDH2,Cystathionine beta-lyase/cystathionine gamma-synthase OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=metB PE=3 SV=1,-0.0308902720324808,2.169811406857192,0.1376471841038031,1.317107510930616,Pro0404,tier1:KEGG
Q7VBM7,Pro_1065,6,6,2.44515e-05,3.00296e-05,2.25059e-05,2.31059e-05,2.50569e-05,2.245e-05,8.7854e-05,4.68584e-05,1.77073e-05,3.07598e-05,2.106e-05,2.52731e-05,2.78215e-05,2.4036e-05,2.71624e-05,0.000160907,0.000110269,0.000141142,2.56623e-05,2.35376e-05,5.08066e-05,2.56976e-05,2.634e-05,0.000137439,0.211829386,0.917204666,0.14332573,1.979812264,0.421522236,1.02499634,0.000867278,5.348329372,Q7VBM7,Glucokinase OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=glk PE=3 SV=1,-0.1246844006774019,0.9853636330133256,0.0356187582445974,2.419088315229104,Pro1065,tier1:KEGG
Q7VAK6,Pro_1456,12,12,0.000243889,0.000310435,0.000298079,0.000317776,0.000284301,0.000340345,0.000724276,0.00041874,0.000629545,0.000287278,0.00031494,0.000335188,0.000373446,0.000340958,0.000329931,0.0005837,0.000567546,0.000491577,0.000284134,0.000314141,0.000590854,0.000312469,0.000348111,0.000547608,0.15739867,1.105607477,0.014785852,2.07948904,0.067435195,1.114068676,0.000872396,1.75252107,Q7VAK6,DegT/DnrJ/EryC1/StrS aminotransferase family enzyme OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=wecE PE=3 SV=1,0.1448392775268928,1.0562290812433135,0.1558381693662315,0.8094317894009658,Pro1456,tier1:KEGG
Q7VDB1,Pro_0472,5,4,0.00027898,0.000420076,0.000409504,0.000229751,0.000428186,0.000438066,0.001449073,0.000595029,0.001089602,0.000502945,0.000469162,0.000445669,0.000466959,0.000544647,0.000463119,0.000658113,0.000731609,0.000660712,0.00036952,0.000365334,0.001044568,0.000472592,0.000491575,0.000683478,0.480779514,0.988672024,0.027555426,2.826824492,0.288649644,1.04016816,0.000982029,1.446233042,Q7VDB1,Uncharacterized protein OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=Pro_0472 PE=4 SV=1,-0.0164360853521207,1.4991823138796008,0.0568167821996577,0.5323000429172506,Pro0472,tier1:KEGG
Q7VEG5,Pro_0048,17,17,0.000143293,0.000234115,0.000238541,0.000176063,0.000202515,0.000183799,0.001118837,0.000293214,0.000241097,8.74687e-05,9.99061e-05,0.000108749,6.35969e-05,0.000129772,0.00011929,0.000235046,0.000316813,0.000272151,0.000205316,0.000187459,0.00055105,9.87079e-05,0.00010422,0.00027467,0.303371684,0.913024783,0.146629869,2.68390372,0.404915482,1.055837713,0.000984738,2.782653292,Q7VEG5,Alanine--tRNA ligase OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=alaS PE=3 SV=1,-0.131274073860845,1.424332918494153,0.0783881030271947,1.4764611655606197,Pro0048,tier1:KEGG
Q7VAE3,Pro_1521,3,3,1.93959e-05,2.01756e-05,1.4757e-05,2.02813e-05,1.78832e-05,1.5484e-05,7.24571e-06,7.76045e-05,0.00016551,1.16943e-05,4.88678e-06,4.68638e-06,2.59e-05,6.34873e-06,7.63947e-06,0.00010827,0.000118025,0.000163369,1.81095e-05,1.78828e-05,8.34534e-05,7.08915e-06,1.32961e-05,0.000129888,0.461199492,0.987482715,0.113458976,4.608264046,0.203972863,1.875551897,0.001002689,18.32204382,Q7VAE3,Uncharacterized YdiU family conserved protein OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=Pro_1521 PE=4 SV=1,-0.0181725995730749,2.2042233832170743,0.9073151832919288,4.195508539616652,Pro1521,tier1:KEGG
Q7VD22,Pro_0562,4,4,0.000308226,0.000198615,0.000205465,0.000132534,0.00022269,0.000186877,0.000424848,0.000924366,0.001310868,0.000175591,0.000201744,0.000187176,0.000138647,0.000196761,0.000180261,0.00063912,0.000893039,0.000694231,0.000237436,0.0001807,0.000886694,0.00018817,0.000171889,0.00074213,0.133775454,0.761049946,0.033108863,3.734462031,0.218496384,0.913479403,0.001012577,3.943930769,Q7VD22,ATP phosphoribosyltransferase OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=hisG PE=3 SV=1,-0.3939369572137375,1.9009004301341277,-0.1305558953446823,1.9796342271476195,Pro0562,tier1:KEGG
Q7V9Q1,Pro_1778,5,5,0.000665523,0.000456224,0.000742272,0.000456747,0.000391073,0.000816471,0.000211261,0.000661034,0.000451319,0.0008519,0.000760571,0.000695646,0.000528193,0.000602545,0.000573098,0.000281954,0.000366427,0.000180636,0.00062134,0.000554764,0.000441205,0.000769372,0.000567945,0.000276339,0.347072243,0.892850979,0.155613976,0.710085731,0.007988471,0.738193298,0.001086778,0.359174327,Q7V9Q1,Uncharacterized protein OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=Pro_1778 PE=4 SV=1,-0.1635086919913266,-0.4939348784082404,-0.4379294553613532,-1.477243861827963,Pro1778,tier1:KEGG
Q7VEC8,Pro_0085,11,10,0.000442802,0.000727478,0.000638338,0.000394613,0.000576683,0.000671927,0.000948305,0.000238216,0.00020725,0.000397884,0.000469621,0.000417225,0.00036306,0.000494909,0.000375877,0.000239717,0.000193185,0.000256633,0.000602873,0.000547741,0.00046459,0.000428243,0.000411282,0.000229845,0.33100222,0.908551545,0.30901442,0.770627254,0.368564224,0.960392786,0.00113661,0.536716247,Q7VEC8,ABC-type transport system involved in Fe-S cluster assembly ATPase component OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=sufC PE=4 SV=1,-0.1383597294578023,-0.3758948856413208,-0.0583035280965353,-0.8977685341258236,Pro0085,tier1:KEGG
Q7VCE0,Pro_0800,27,27,0.037246506,0.048031199,0.039677925,0.037373658,0.046345381,0.042686452,0.01749606,0.027321819,0.012632229,0.052666022,0.048778371,0.051199304,0.048967237,0.043311927,0.049687582,0.026866934,0.01202521,0.013867725,0.041651877,0.042135164,0.019150036,0.050881232,0.047322249,0.017586623,0.45673592,1.011603006,0.007102811,0.459764057,0.099333454,0.930053116,0.001139613,0.34564067,Q7VCE0,O-acetylhomoserine sulfhydrylase OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=MET17 PE=3 SV=1,0.0166432291193739,-1.1210344100725247,-0.1046149829661044,-1.5326551118906129,Pro0800,tier1:KEGG
Q7VB64,Pro_1234,24,23,0.000286945,0.000256585,0.000249483,0.00024743,0.000257727,0.000285299,0.000893309,0.000472469,0.000317317,9.19491e-05,0.000102925,0.00012474,9.81107e-05,0.000101163,0.000127897,0.000730469,0.000718101,0.000488454,0.000264338,0.000263486,0.000561032,0.000106538,0.000109057,0.000645675,0.480188691,0.996776899,0.080234267,2.122404962,0.430561677,1.023642005,0.001221274,6.060513572,Q7VB64,DNA polymerase I OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=polA PE=3 SV=1,-0.0046574616020255,1.0856999535799363,0.0337112544847322,2.5994400538274824,Pro1234,tier1:KEGG
Q7VA20,Pro_1649,45,45,0.000948302,0.000798581,0.000933269,0.001008932,0.000939749,0.001031063,0.001881065,0.001371423,0.00132337,0.000499705,0.000725685,0.000658879,0.000667809,0.000705513,0.000668652,0.002063937,0.002824718,0.002119018,0.000893384,0.000993248,0.001525286,0.00062809,0.000680658,0.002335891,0.071722384,1.111781749,0.013368004,1.707312273,0.241823007,1.083695661,0.001272973,3.719039819,Q7VA20,Translation initiation factor IF-2 OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=infB PE=3 SV=1,0.1528736041234986,0.7717269561428535,0.115959655203754,1.8949301946738308,Pro1649,tier1:KEGG
Q7VEE9,Pro_0064,8,7,7.51565e-05,7.26083e-05,9.32335e-05,7.86057e-05,5.39363e-05,7.6513e-05,9.79359e-05,0.000209462,0.000130127,5.25226e-05,6.54e-05,5.91938e-05,4.7619e-05,6.02253e-05,6.283e-05,0.000216006,0.000284509,0.000327321,8.03328e-05,6.9685e-05,0.000145842,5.90388e-05,5.68914e-05,0.000275945,0.178223902,0.867454029,0.062197771,1.815471778,0.369054203,0.963627425,0.001329525,4.673962689,Q7VEE9,GDP-L-fucose synthase OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=wcaG PE=3 SV=1,-0.205140791249576,0.8603445032276763,-0.0534526413810651,2.22464621751622,Pro0064,tier1:KEGG
Q7VBR8,Pro_1024,2,2,1.46771e-06,2.58244e-06,2.29856e-06,2.0615e-06,8.08358e-06,2.33604e-06,2.39253e-06,2.4834e-05,3.51305e-06,1.17086e-06,1.43465e-06,9.98311e-07,1.54319e-06,1.7889e-06,1.25722e-06,1.82593e-05,1.2048e-05,1.96416e-05,2.11624e-06,4.16038e-06,1.02465e-05,1.20127e-06,1.52977e-06,1.66496e-05,0.181350143,1.965931166,0.164149459,4.841858165,0.087278912,1.27345536,0.001360864,13.85998417,Q7VBR8,Ribosomal RNA small subunit methyltransferase E OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=Pro_1024 PE=3 SV=1,0.9752128088560346,2.275560818360356,0.3487483879313917,3.792853704608121,Pro1024,tier1:KEGG
Q7V9M2,Pro_1808,13,13,0.00020022,0.00027242,0.000274685,0.000189405,0.000240377,0.000310525,0.000261562,0.000424098,0.000467463,0.000136606,0.000171537,0.000182352,0.000141786,0.000245926,0.000172019,0.000427824,0.000325522,0.000407099,0.000249108,0.000246769,0.000384374,0.000163498,0.000186577,0.000386815,0.479509127,0.99060888,0.057349571,1.542999501,0.266525175,1.141154861,0.001411527,2.365861577,Q7V9M2,Aspartokinase OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=lysC PE=4 SV=1,-0.013612541273664,0.6257375953467931,0.1904945865753844,1.2423656662315188,Pro1808,tier1:KEGG
Q7V9S7,Pro_1750,4,4,0.00015778,0.000135426,0.000163868,0.000186364,0.000157012,0.00014743,0.001768616,0.00018259,0.000168312,0.000108658,0.000113832,9.07988e-05,0.000103081,0.000109311,9.06103e-05,0.000220536,0.000231212,0.000181668,0.000152358,0.000163602,0.000706506,0.00010443,0.000101001,0.000211139,0.241510837,1.073796783,0.177852582,4.63713568,0.359582742,0.967168412,0.001503137,2.021829933,Q7V9S7,Heme oxygenase OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=ho1 PE=4 SV=1,0.1027209878310742,2.2132339397811096,-0.0481609683680867,1.015661649497957,Pro1750,tier1:KEGG
Q7VC87,Pro_0855,25,25,0.014012532,0.016188532,0.020985942,0.014219223,0.012069763,0.019513735,0.007305741,0.00649647,0.00553369,0.016413732,0.017183046,0.021702196,0.015871125,0.015660363,0.019958726,0.008335875,0.006419687,0.007158013,0.017062335,0.015267574,0.0064453,0.018432992,0.017163405,0.007304525,0.292301133,0.894811482,0.003740417,0.377750178,0.294378289,0.931124196,0.001539,0.396274532,Q7VC87,"Fructose-1,6-bisphosphate aldolase OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=cbbA PE=3 SV=1",-0.1603443260650065,-1.4044956596834743,-0.1029544834908331,-1.3354278445584324,Pro0855,tier1:KEGG
Q7VBU8,Pro_0994,2,2,0.000232747,0.000179666,0.000240159,0.000231071,0.000219552,0.000228335,4.44071e-05,5.69628e-05,0.000165561,0.000137566,0.0001531,0.000158932,0.000128969,0.000179672,0.00014779,6.00394e-05,8.25149e-05,9.13134e-05,0.000217524,0.000226319,8.89771e-05,0.000149866,0.000152144,7.79559e-05,0.336620486,1.040432621,0.020072078,0.409044775,0.447201387,1.015200883,0.001555526,0.520171265,Q7VBU8,Uncharacterized protein OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=Pro_0994 PE=4 SV=1,0.0571835383585013,-1.2896693222952151,0.0217652291174713,-0.9429413899298312,Pro0994,tier1:KEGG
Q7VAF8,Pro_1505,4,4,4.01793e-05,3.77481e-05,3.18382e-05,4.82236e-05,3.57857e-05,3.33026e-05,0.000172069,1.72526e-05,3.4675e-05,3.46657e-05,4.3038e-05,3.22461e-05,3.8223e-05,3.52187e-05,3.09948e-05,0.000102148,8.70312e-05,7.6093e-05,3.65885e-05,3.91039e-05,7.46656e-05,3.66499e-05,3.48122e-05,8.84241e-05,0.328083491,1.068748572,0.240349812,2.040684582,0.330378937,0.94985614,0.001631609,2.412668948,Q7VAF8,Uncharacterized protein OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=Pro_1505 PE=4 SV=1,0.0959224923541896,1.029053209734618,-0.0742190675750257,1.2706299711506923,Pro1505,tier1:KEGG
Q7VDA1,Pro_0482,24,24,0.005763932,0.006910012,0.007414106,0.0055753,0.004598321,0.007004785,0.005115296,0.003640316,0.003694565,0.006991543,0.007150157,0.008396055,0.006851217,0.006549433,0.008811204,0.004593812,0.003326606,0.003887522,0.006696017,0.005726136,0.004150059,0.007512585,0.007403951,0.00393598,0.159370398,0.855155536,0.010348675,0.619780235,0.451476097,0.985539728,0.001709947,0.523918191,Q7VDA1,"Glutamate-1-semialdehyde 2,1-aminomutase OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=hemL PE=3 SV=1",-0.2257412531245196,-0.6901713472593819,-0.0210140661012483,-0.9325865400957504,Pro0482,tier1:KEGG
Q7VAV5,Pro_1348,9,9,0.000153981,0.000168064,0.00016387,0.000156444,0.000169509,0.000186802,0.000312125,0.000283168,0.000286525,0.000167126,0.000202165,0.000202224,0.000181423,0.000211296,0.000159229,0.000403079,0.000372291,0.000316312,0.000161972,0.000170918,0.000293939,0.000190505,0.000183983,0.000363894,0.204996376,1.055234448,9.72113e-05,1.814754891,0.374855741,0.965761299,0.001719122,1.910152005,Q7VAV5,Thiamine-phosphate synthase OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=thiE PE=3 SV=1,0.0775635670746955,0.8597747044643902,-0.0502614434077285,0.9336874488023424,Pro1348,tier1:KEGG
Q7V9K7,Pro_1826,24,24,0.004259138,0.006005164,0.00586198,0.004859125,0.004306777,0.005751345,0.004962486,0.00303818,0.003394453,0.006386902,0.005936846,0.006334393,0.005495082,0.005894943,0.006509942,0.003904158,0.003735197,0.004736181,0.005375427,0.004972416,0.003798373,0.00621938,0.005966656,0.004125179,0.297879977,0.925027071,0.062374345,0.706617904,0.241723343,0.959364993,0.001771335,0.663278122,Q7V9K7,NAD dependent epimerase/dehydratase OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=wcaG PE=4 SV=1,-0.1124325080411483,-0.5009977907695045,-0.0598482979857894,-0.592314155025411,Pro1826,tier1:KEGG
Q7TVA6,Pro_0448,41,41,0.015683378,0.017094938,0.019227224,0.016598766,0.015286106,0.018803739,0.008442123,0.006343584,0.008329478,0.015030305,0.015651309,0.018105293,0.014272224,0.015952357,0.017918973,0.006726442,0.009842096,0.008295569,0.01733518,0.016896203,0.007705061,0.016262302,0.016047852,0.008288036,0.388887261,0.974677119,0.000729815,0.444475418,0.4432907,0.986813013,0.00179047,0.509647135,Q7TVA6,60 kDa chaperonin 1 OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=groL1 PE=3 SV=1,-0.0370037180403033,-1.1698244628068184,-0.0191513544552621,-0.972429382665833,Pro0448,tier1:KEGG
Q7VE96,Pro_0117,4,4,1.8694e-05,1.72038e-05,2.45095e-05,1.7329e-05,9.56475e-06,1.50719e-05,0.000131152,4.42982e-05,6.28987e-05,4.03699e-06,1.57194e-05,1.12219e-05,1.11593e-05,3.08246e-06,5.35638e-06,3.11647e-05,3.91572e-05,3.75504e-05,2.01358e-05,1.39885e-05,7.94498e-05,1.03261e-05,6.53271e-06,3.59574e-05,0.063866456,0.694710357,0.044383791,3.945702986,0.207020699,0.632640106,0.001803487,3.482188559,Q7VE96,Fe-S oxidoreductase OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=Pro_0117 PE=4 SV=1,-0.5255164891625699,1.9802823608378963,-0.6605430769814065,1.799994326414874,Pro0117,tier1:KEGG
Q7VD78,Pro_0505,5,4,0.000101175,8.35714e-05,0.000102364,0.000100517,0.000102811,9.54195e-05,8.08495e-05,3.8478e-05,5.0255e-05,8.621e-05,8.88207e-05,9.99595e-05,7.19703e-05,9.56388e-05,7.95915e-05,5.21953e-05,4.1854e-05,5.95343e-05,9.57035e-05,9.95827e-05,5.65275e-05,9.16634e-05,8.24002e-05,5.11946e-05,0.290177129,1.040532507,0.024513046,0.590651917,0.159601423,0.898942899,0.001831659,0.558505744,Q7VD78,"Sugar kinase, ribokinase family OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=rbsK PE=4 SV=1",0.0573220366303138,-0.7596199231317982,-0.1536986164622655,-0.8403559765821718,Pro0505,tier1:KEGG
Q7VCB0,Pro_0831,20,19,0.000243692,0.000317629,0.000321288,0.000296826,0.000235579,0.000316784,0.001042436,0.000334929,0.000437665,0.000268659,0.000312974,0.000352164,0.000307545,0.000295989,0.000318592,0.000463186,0.000456101,0.000498093,0.000294203,0.000283063,0.00060501,0.000311265,0.000307375,0.00047246,0.383592125,0.96213608,0.117183107,2.056438478,0.441912238,0.987502049,0.002083742,1.517869524,Q7VCB0,Glycine--tRNA ligase beta subunit OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=glyS PE=3 SV=1,-0.0556871384626441,1.0401479117060504,-0.0181443532124649,0.6020477820785777,Pro0831,tier1:KEGG
Q7VDQ8,Pro_0310,21,21,0.000634316,0.000754079,0.000788301,0.000589149,0.000475741,0.000721515,0.001877678,0.000700992,0.001051165,0.000540729,0.000623828,0.000594413,0.000624005,0.000718201,0.000768833,0.001301593,0.001400228,0.001034026,0.000725566,0.000595468,0.001209945,0.000586323,0.00070368,0.001245282,0.10028758,0.820695206,0.120376286,1.667588893,0.037206532,1.200156435,0.002090422,2.12388294,Q7VDQ8,Phosphomannomutase OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=manB PE=3 SV=1,-0.2850815689084137,0.7377636681997028,0.2632224669082721,1.086704252707297,Pro0310,tier1:KEGG
Q7VCB2,Pro_0829,2,2,1.05677e-05,1.08868e-05,1.23926e-05,1.0901e-05,1.19584e-05,1.17859e-05,2.8519e-06,5.47665e-06,2.35458e-07,1.08072e-05,1.22268e-05,1.26878e-05,1.0712e-05,1.46176e-05,1.14899e-05,3.12976e-07,0.0,5.06461e-06,1.12824e-05,1.15484e-05,2.85467e-06,1.19073e-05,1.22732e-05,1.79253e-06,0.351867068,1.023583173,0.003212031,0.253020338,0.397748808,1.030729286,0.002149832,0.150540506,Q7VCB2,D-alanyl-D-alanine dipeptidase OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=ddpX PE=3 SV=1,0.0336283357754657,-1.9826747401952045,0.0436654684679315,-2.731776369080604,Pro0829,tier1:KEGG
Q7TV92,Pro_1590,7,7,0.019391666,0.019007522,0.019559137,0.02374447,0.027034537,0.015663044,0.008180047,0.011676932,0.004111346,0.023205142,0.019668166,0.020095077,0.02210313,0.019740233,0.019943442,0.010596078,0.004297831,0.003130437,0.019319442,0.02214735,0.007989442,0.020989462,0.020595602,0.006008116,0.225073191,1.146376306,0.003329641,0.413544123,0.392252168,0.981235356,0.002165365,0.286244385,Q7TV92,10 kDa chaperonin OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=groS PE=3 SV=1,0.1970806965257144,-1.2738868292458667,-0.02732887667989,-1.8046807014580653,Pro1590,tier1:KEGG
Q7VBU6,Pro_0996,13,13,0.000157769,0.000242711,0.000223633,0.00016231,0.000161609,0.000229684,0.000506078,0.000283198,0.000565429,0.000119713,0.000117671,0.000125944,0.000101311,0.000165937,0.000135634,0.000493057,0.000533383,0.000756719,0.000208038,0.000184535,0.000451568,0.000121109,0.000134294,0.000594386,0.265028098,0.887023965,0.026616727,2.170606298,0.261226565,1.108865897,0.002240302,4.90784593,Q7VBU6,Predicted inactivated Zn-dependent protease OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=pmbA PE=4 SV=1,-0.1729550120976635,1.118098075363133,0.1490849007282715,2.2950899597763224,Pro0996,tier1:KEGG
Q7VCB5,Pro_0826,16,16,0.005312548,0.004221978,0.003971942,0.005015548,0.003920838,0.004157527,0.002441448,0.002466327,0.001583594,0.00397024,0.004553274,0.004044955,0.00490529,0.004176014,0.004299847,0.002459177,0.002125257,0.002915441,0.004502156,0.004364637,0.00216379,0.00418949,0.004460384,0.002499958,0.40388735,0.969454912,0.004854621,0.480611862,0.201833446,1.064660414,0.002251554,0.596721419,Q7VCB5,Elongation factor Ts OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=tsf PE=3 SV=1,-0.04475429273542,-1.057055838767925,0.0903933392186457,-0.7448705322890271,Pro0826,tier1:KEGG
Q7VA06,Pro_1663,7,7,0.001007398,0.001673001,0.001724176,0.001261264,0.002106557,0.001597538,0.000432538,0.000697906,0.000611348,0.001286051,0.001130242,0.001103449,0.001198769,0.001592671,0.000955555,0.000735957,0.000528772,0.000435842,0.001468192,0.00165512,0.000580597,0.001173247,0.001248998,0.000566857,0.304411361,1.127318556,0.010966148,0.395450523,0.35815622,1.064565251,0.002263154,0.483151951,Q7VA06,30S ribosomal protein S10 OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=rpsJ PE=3 SV=1,0.1728952477388213,-1.3384308924465365,0.090264380423414,-1.049451107734329,Pro1663,tier1:KEGG
Q7V9L5,Pro_1817,12,11,0.000177283,0.000258903,0.000204022,0.000257906,0.000278209,0.000219659,0.000727573,0.000881815,0.002106266,6.33458e-05,6.10901e-05,7.39719e-05,6.50555e-05,7.7616e-05,8.62828e-05,0.000729634,0.001268439,0.000898786,0.000213403,0.000251925,0.001238551,6.61359e-05,7.63181e-05,0.00096562,0.131000288,1.180513144,0.039387989,5.803823379,0.118597568,1.153958035,0.002413513,14.60053357,Q7V9L5,ATP-dependent Clp protease ATP-binding subunit ClpX OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=clpX PE=3 SV=1,0.2394141048262336,2.537003616214108,0.206590759686836,3.867949187604106,Pro1817,tier1:KEGG
Q7VBM4,Pro_1068,26,25,0.000337184,0.000360211,0.000345412,0.000314278,0.000283001,0.000352407,0.001715059,0.000415138,0.000534873,0.000321622,0.000299787,0.000337755,0.000311054,0.000354991,0.000312434,0.000565784,0.000674665,0.000780895,0.000347602,0.000316562,0.000888357,0.000319721,0.00032616,0.000673782,0.108223835,0.910701494,0.131183266,2.555671268,0.370270578,1.020137976,0.002473363,2.107402107,Q7VBM4,Zn-dependent oligopeptidase OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=dcp PE=3 SV=1,-0.1349498440400835,1.3537022766109883,0.0287642932054741,1.075465616682998,Pro1068,tier1:KEGG
