Accession,KEGG,Peptide count,Unique peptides,L1,L2,L3,LGnM1,LGnM2,LGnM3,LGmM1,LGmM2,LGmM3,D1,D2,D3,DGnM1,DGnM2,DGnM3,DGmM1,DGmM2,DGmM3,L.avg,LGnM.avg,LGmM.avg,D.avg,DGnM.avg,DGmM.avg,TTEST.L.LGnM,FC.L.LGnM,TTEST.L.LGmM,FC.L.LGmM,TTEST.D.LGnM,FC.D.LGnM,TTEST.D.LGmM,FC.D.LGmM,Accession,Description
Q7VCL9,Pro_0721,2,2,5.02309E-05,3.59526E-05,3.13764E-05,4.19345E-05,6.55485E-05,3.00987E-05,0.000136196,0.000131599,0.000316315,1.19599E-05,5.78491E-06,3.85932E-06,2.41926E-06,3.98997E-06,8.77224E-06,6.73469E-05,0.000138882,7.45217E-05,3.91866E-05,4.58605E-05,0.000194703,7.20137E-06,5.06049E-06,9.35835E-05,0.301930838,1.170310294,0.031790169,4.968608283,0.263997544,0.702712479,0.009748707,12.99523781,Q7VCL9,Uncharacterized conserved protein OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=Pro_0721 PE=4 SV=1
Q7VC04,Pro_0938,8,8,4.49387E-05,7.58636E-05,6.81652E-05,6.30892E-05,3.09368E-05,6.25612E-05,0.000150805,6.51938E-05,5.36988E-05,2.81366E-05,2.95041E-05,2.4479E-05,1.58552E-05,1.68575E-05,3.9456E-05,0.00010614,0.000248567,0.000222851,6.29892E-05,5.21957E-05,8.98991E-05,2.73732E-05,2.40562E-05,0.000192519,0.243628879,0.828646337,0.223938153,1.427214455,0.347173597,0.878822311,0.00983405,7.033121352,Q7VC04,Chaperone protein dnaK1 OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=dnaK1 PE=3 SV=1
Q7VDS4,Pro_0294,5,5,4.31139E-05,3.49352E-05,4.12999E-05,3.69179E-05,4.34425E-05,3.62217E-05,0.000103778,1.69082E-05,7.67223E-06,2.97573E-05,2.6217E-05,2.32329E-05,2.41849E-05,2.35776E-05,2.78E-05,4.25374E-05,3.92739E-05,5.48443E-05,3.9783E-05,3.88607E-05,4.27861E-05,2.64024E-05,2.51875E-05,4.55519E-05,0.399291883,0.976817286,0.463405242,1.075486421,0.312692316,0.953985228,0.009944942,1.725292602,Q7VDS4,Sugar fermentation stimulation protein homolog OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=sfsA PE=3 SV=1
Q7VAY1,Pro_1322,17,17,0.000376144,0.000415213,0.000380231,0.000372894,0.000282849,0.000400423,0.001147652,0.000374569,0.000724066,0.000360517,0.000377885,0.000295405,0.000372406,0.000388799,0.000348044,0.000461827,0.00058672,0.000639878,0.000390529,0.000352055,0.000748762,0.000344602,0.00036975,0.000562808,0.18205721,0.901482875,0.09239288,1.917301538,0.208086743,1.072974889,0.01011348,1.633210845,Q7VAY1,ADP-heptose synthase OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=rfaE PE=4 SV=1
Q7VA22,Pro_1647,20,19,0.00132141,0.001804137,0.001551372,0.001689485,0.002027368,0.001534447,0.003053539,0.00130433,0.001560336,0.00134516,0.00118204,0.00129981,0.001240923,0.00135234,0.001411277,0.001654242,0.002116484,0.00172763,0.001558973,0.001750433,0.001972735,0.00127567,0.001334847,0.001832785,0.197933073,1.122811789,0.251561153,1.265406732,0.221843857,1.046388635,0.010612541,1.4367235,Q7VA22,Transcription termination/antitermination protein NusA OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=nusA PE=3 SV=1
Q7TVA2,Pro_1204,3,3,0.000322512,0.000397183,0.000305206,0.000357269,0.000531322,0.000323168,0.000199527,0.000398785,0.000133579,0.000349076,0.000304858,0.000310382,0.000348093,0.000299386,0.000297051,8.89983E-05,0.00010679,0.00023605,0.000341634,0.00040392,0.000243963,0.000321439,0.000314843,0.000143946,0.213028441,1.182318577,0.156200355,0.714108618,0.388102514,0.979481497,0.010707862,0.447818299,Q7TVA2,MIF/Phenylpyruvate tautomerase family protein OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=Pro_1204 PE=4 SV=1
Q7V9L6,Pro_1816,8,7,0.000247875,0.000320019,0.000320858,0.000337565,0.000311741,0.00032511,0.000295611,0.000306556,0.00022642,0.000306949,0.0002998,0.000321143,0.000304079,0.000374432,0.000312945,0.000237234,0.000107683,0.000169272,0.000296251,0.000324805,0.000276196,0.000309297,0.000330485,0.000171396,0.161178898,1.096387274,0.297899305,0.932304522,0.204476835,1.068503808,0.011029595,0.554147634,Q7V9L6,ATP-dependent Clp protease proteolytic subunit 3 OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=clpP3 PE=3 SV=1
Q7VBE5,Pro_1150,13,13,0.00055449,0.000480664,0.000585786,0.000428992,0.000388038,0.000541954,0.000360718,0.000119958,0.000417574,0.000525621,0.000491326,0.000636238,0.00047576,0.000493848,0.000662885,0.00031966,0.000352497,0.000415496,0.000540313,0.000452995,0.000299417,0.000551062,0.000544164,0.000362551,0.095638726,0.838392431,0.033416182,0.554153785,0.465067904,0.987483495,0.011116562,0.657913661,Q7VBE5,Homoserine dehydrogenase OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=thrA PE=3 SV=1
Q7VDK1,Pro_0375,3,3,0.000139379,7.19805E-05,6.26595E-05,7.65044E-05,2.78825E-05,6.54591E-05,0.000618968,0.000171565,0.000185106,5.62496E-05,4.62978E-05,5.88493E-05,6.34921E-05,5.8922E-05,5.35045E-05,0.000138625,0.00020161,0.00011201,9.13397E-05,5.66153E-05,0.000325213,5.37989E-05,5.86395E-05,0.000150748,0.143530603,0.619832824,0.095679745,3.5604834,0.184780616,1.089976041,0.011256819,2.802073716,Q7VDK1,Uncharacterized protein OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=Pro_0375 PE=4 SV=1
Q7VCA7,Pro_0834,18,17,0.00025218,0.000419632,0.000439714,0.000236454,0.000293055,0.000461676,0.001379779,0.001293746,0.001404857,0.000175666,0.000194635,0.00033906,0.000163629,0.000290499,0.000354397,0.001571511,0.000806177,0.000942409,0.000370509,0.000330395,0.001359461,0.000236454,0.000269508,0.001106699,0.339523145,0.891733639,6.61646E-05,3.669172623,0.3433871,1.139792629,0.01131218,4.680400146,Q7VCA7,Predicted membrane GTPase OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=typA PE=4 SV=1
Q7VB55,Pro_1243,8,8,0.000166291,0.000120011,0.00010718,0.00012139,9.70077E-05,9.48574E-05,0.000286909,0.000464761,0.000277479,5.55658E-05,0.000124209,0.000124388,9.18283E-05,9.01337E-05,0.000108854,0.000181618,0.000289662,0.000281325,0.000131161,0.000104418,0.000343049,0.000101388,9.69387E-05,0.000250868,0.124743797,0.796111967,0.014465064,2.615492228,0.430051543,0.956118285,0.011437209,2.474347671,Q7VB55,Uncharacterized protein OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=Pro_1243 PE=4 SV=1
Q7VDL1,Pro_0365,6,6,4.05068E-05,4.15851E-05,4.75911E-05,4.74284E-05,4.45108E-05,4.39105E-05,0.000413563,0.000379758,0.00032909,5.02615E-05,5.30079E-05,4.34648E-05,3.92799E-05,4.09952E-05,3.85049E-05,0.000363301,0.000226017,0.000171413,4.32276E-05,4.52832E-05,0.000374137,4.89114E-05,3.95934E-05,0.000253577,0.224943229,1.047552661,8.89886E-05,8.655049515,0.0167684,0.809492108,0.011572727,5.18441288,Q7VDL1,HD superfamily phosphohydrolase OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=Pro_0365 PE=4 SV=1
Q7VDZ7,Pro_0218,2,2,1.28436E-06,1.33216E-06,1.19588E-06,5.4195E-07,2.05947E-06,2.08989E-06,0,6.51546E-05,5.03078E-05,1.21702E-07,4.17673E-07,2.03514E-07,1.17304E-07,6.22709E-07,2.13199E-07,0.000157381,0.000204347,0.000388122,1.2708E-06,1.56377E-06,3.84875E-05,2.4763E-07,3.17737E-07,0.00024995,0.299091132,1.230536607,0.066049847,30.28598419,0.357143582,1.28311418,0.011934445,1009.370415,Q7VDZ7,ATPase components of various ABC-type transport systems OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=Pro_0218 PE=4 SV=1
Q7VA09,Pro_1660,6,6,0.00018181,0.000193381,0.000186799,0.00023085,0.00021582,0.000182558,9.81399E-05,0.000238474,0.000488628,0.000123017,8.87836E-05,0.000126372,0.000101729,0.000111988,0.000144963,0.000329314,0.000374867,0.000200952,0.00018733,0.000209742,0.000275081,0.000112724,0.00011956,0.000301711,0.100472631,1.119641286,0.24264196,1.468427002,0.359720038,1.060642724,0.012041416,2.676541238,Q7VA09,Prephenate dehydratase OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=pheA PE=4 SV=1
Q7VDV3,Pro_0265,3,3,4.21207E-05,3.41161E-05,3.9383E-05,0.000140018,6.83641E-05,4.96795E-05,0.000294146,8.27518E-05,9.24986E-05,3.71035E-05,3.78534E-05,4.5535E-05,4.56785E-05,4.49929E-05,2.7135E-05,0.000144364,0.00013371,0.000255565,3.85399E-05,8.60206E-05,0.000156465,4.0164E-05,3.92688E-05,0.00017788,0.080434591,2.23198615,0.081162438,4.059826405,0.449645829,0.977713009,0.012159113,4.428844316,Q7VDV3,Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit C OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=gatC PE=3 SV=1
Q7VBL6,Pro_1076,2,2,4.07924E-05,3.33493E-05,3.80834E-05,4.36449E-05,4.83763E-05,3.27378E-05,0.000282554,9.85571E-05,0.000105938,3.94167E-05,4.85152E-05,3.3191E-05,2.45825E-05,3.71442E-05,3.2901E-05,0.000192359,0.000212936,0.000393639,3.74084E-05,4.15864E-05,0.00016235,4.03743E-05,3.15426E-05,0.000266312,0.229972016,1.111686615,0.053242595,4.339939707,0.100621797,0.78125424,0.012169613,6.596065148,Q7VBL6,Uncharacterized protein OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=Pro_1076 PE=4 SV=1
Q7VEC9,Pro_0084,13,13,0.000344649,0.000481356,0.0003922,0.000312433,0.000329896,0.000420307,0.000550258,0.000149358,0.000362536,0.000308377,0.000241425,0.000313646,0.000286676,0.000350015,0.000343111,0.000511175,0.000437929,0.000666237,0.000406069,0.000354212,0.000354051,0.000287816,0.000326601,0.000538447,0.188297358,0.872296395,0.346524696,0.871899352,0.137576086,1.134755276,0.012225989,1.870803642,Q7VEC9,ABC-type transport system involved in Fe-S cluster assembly permease component OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=sufB PE=4 SV=1
Q7VED0,Pro_0083,14,13,0.000272816,0.000397146,0.000356555,0.000315094,0.000211046,0.000380163,0.000933618,0.000433642,0.000460193,0.000177302,0.000375596,0.000385788,0.000224692,0.000338134,0.000314047,0.000553922,0.000583253,0.000532464,0.000342172,0.000302101,0.000609151,0.000312895,0.000292291,0.000556547,0.274689006,0.882891391,0.092034734,1.780246543,0.400026899,0.934149062,0.012348704,1.778697954,Q7VED0,Cysteine desulfurase OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=csdB PE=3 SV=1
Q7V9Y4,Pro_1690,6,6,0.000549789,0.000382893,0.000383489,0.000272615,0.000482531,0.000381126,0.001777903,0.00058509,0.001264089,0.000443915,0.000436895,0.00042831,0.000449231,0.000322429,0.000417108,0.000899022,0.001632548,0.001897378,0.000438724,0.000378757,0.001209027,0.000436373,0.000396256,0.001476316,0.253060475,0.86331546,0.046239352,2.755780684,0.177156878,0.90806692,0.012649076,3.383151258,Q7V9Y4,30S ribosomal protein S11 OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=rpsK PE=3 SV=1
Q7VE98,Pro_0115,7,7,0.000196731,0.000188336,0.000203424,0.000220705,0.000223855,0.000264749,0.000508758,0.000587869,0.000343148,0.000190791,0.000183047,0.000213675,0.000214636,0.000235069,0.000205532,0.00081258,0.000736912,0.00039117,0.000196164,0.000236436,0.000479925,0.000195838,0.000218413,0.000646887,0.026673281,1.205300082,0.008562759,2.44655239,0.074826919,1.115272685,0.012807717,3.30317787,Q7VE98,Inositol monophosphatase family protein OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=Pro_0115 PE=4 SV=1
Q7VB23,Pro_1277,3,3,3.34965E-05,3.22295E-05,2.40167E-05,2.93968E-05,1.77983E-05,4.24439E-05,4.5186E-05,4.07779E-05,1.48417E-05,2.60899E-05,2.78375E-05,2.04358E-05,3.10758E-05,3.77312E-05,2.09866E-05,4.78628E-05,9.75765E-05,8.15071E-05,2.99142E-05,2.98797E-05,3.36018E-05,2.47877E-05,2.99312E-05,7.56488E-05,0.498320219,0.998844901,0.364490737,1.123272443,0.195619213,1.207501654,0.013234172,3.051865524,Q7VB23,SAM-dependent methyltransferase OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=smtA PE=4 SV=1
Q7VAY8,Pro_1315,14,14,0.000595955,0.000632922,0.000524094,0.000588595,0.000528755,0.000573039,0.000608144,0.000904231,0.000840089,0.00056788,0.000581875,0.000611321,0.00067299,0.000649741,0.00059762,0.000459599,0.000404759,0.000252278,0.000584323,0.000563463,0.000784155,0.000587025,0.000640117,0.000372212,0.299763012,0.964299767,0.052189683,1.341987612,0.053865187,1.090441383,0.013739327,0.634064205,Q7VAY8,NAD dependent epimerase/dehydratase OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=wcaG PE=4 SV=1
P59880,Pro_1428,2,2,6.03772E-06,8.13448E-06,5.11951E-06,8.01165E-06,6.83235E-06,7.66236E-06,8.81268E-07,0,1.19114E-06,5.39627E-06,4.42707E-06,2.89616E-06,3.08571E-06,4.2685E-06,3.76457E-06,2.20371E-06,0,0,6.43057E-06,7.50212E-06,6.90801E-07,4.23983E-06,3.70626E-06,7.34569E-07,0.163061952,1.166633756,0.001973452,0.107424587,0.271704053,0.874152593,0.013766578,0.173254377,P59880,tRNA pseudouridine synthase B OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=truB PE=3 SV=1
Q7VAM9,Pro_1431,7,7,0.025870194,0.010035521,0.017327446,0.023222622,0.017881684,0.011625646,0.003496965,0.009678394,0.003357541,0.015599196,0.013542263,0.016097159,0.013095241,0.013715765,0.016127019,0.010838251,0.002411669,0.00212668,0.017744387,0.017576651,0.005510967,0.015079539,0.014312675,0.005125533,0.488911812,0.990547083,0.035873495,0.310575216,0.280484407,0.949145372,0.014153942,0.339899849,Q7VAM9,Secreted pentapeptide repeats protein OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=Pro_1431 PE=4 SV=1
Q7VB99,Pro_1198,8,8,0.000139155,0.000138959,0.000120601,0.000121114,0.000123842,0.000134659,0.000225705,0.000316749,0.000278405,0.000116856,0.00013176,0.000113345,0.000125288,0.00016066,0.000127214,0.000381398,0.000200589,0.000308234,0.000132905,0.000126538,0.00027362,0.000120654,0.000137721,0.000296741,0.219429907,0.952094945,0.003274452,2.058761812,0.126571383,1.141455322,0.014496589,2.459439376,Q7VB99,Uncharacterized protein OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=Pro_1198 PE=4 SV=1
Q7VD68,Pro_0515,14,14,0.00020764,0.000359275,0.000284085,0.000288005,0.000250803,0.000383756,0.001735908,0.000192432,0.000696832,0.000348449,0.000320764,0.000316596,0.000322983,0.000365558,0.000337436,0.000470833,0.000800919,0.000685826,0.000283667,0.000307522,0.000875057,0.000328603,0.000341992,0.000652526,0.353398185,1.084095108,0.132424401,3.084808569,0.224946044,1.040747429,0.014539992,1.985758898,Q7VD68,Phosphoglycerate mutase OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=gpmB PE=3 SV=1
Q7VDQ2,Pro_0316,11,10,0.000385376,0.000437131,0.0004725,0.000399672,0.000527683,0.000352361,0.001185942,0.000912299,0.000745219,0.000701488,0.000534007,0.000430355,0.000445716,0.000432243,0.000497284,0.000861724,0.000925752,0.001212509,0.000431669,0.000426572,0.00094782,0.000555283,0.000458415,0.000999995,0.467187025,0.988192192,0.008463643,2.195710133,0.150014596,0.825550888,0.014599221,1.800874092,Q7VDQ2,DegT/DnrJ/EryC1/StrS aminotransferase family enzyme OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=wecE PE=3 SV=1
Q7V9X6,Pro_1698,9,9,0.001368971,0.001901641,0.001568181,0.001625083,0.001973499,0.001641042,0.001071834,0.000844916,0.002078614,0.001650051,0.001696915,0.001344253,0.001548221,0.001533071,0.001645787,0.000993539,0.000882738,0.001256384,0.001612931,0.001746541,0.001331788,0.00156374,0.001575693,0.00104422,0.262885146,1.082836937,0.265153774,0.825694108,0.461467988,1.0076442,0.014704541,0.667771272,Q7V9X6,50S ribosomal protein L6 OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=rplF PE=3 SV=1
Q7VCC8,Pro_0812,2,2,2.64853E-06,8.86355E-06,5.41911E-06,8.59713E-07,6.82577E-06,5.83443E-06,1.08197E-05,2.8086E-06,4.22544E-07,9.01521E-06,7.77415E-06,1.05882E-05,2.62737E-06,9.38964E-06,6.45457E-06,9.71215E-07,6.19928E-06,3.05002E-06,5.64373E-06,4.50664E-06,4.68362E-06,9.12586E-06,6.15719E-06,3.40684E-06,0.340890161,0.798521056,0.402024552,0.829880088,0.117036293,0.674696975,0.014729119,0.373316962,Q7VCC8,Uncharacterized protein OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=Pro_0812 PE=4 SV=1
Q7VBV4,Pro_0988,21,21,0.00038069,0.000230402,0.000191985,0.000283036,0.000289143,0.000189513,0.001396483,0.000683875,0.000657552,0.000321384,0.000242502,0.000182723,0.000241105,0.000248055,0.000174327,0.000979255,0.000558724,0.001250446,0.000267693,0.000253897,0.000912637,0.00024887,0.000221162,0.000929475,0.422310466,0.948465934,0.030269949,3.409272251,0.291779844,0.888666483,0.014732399,3.734782383,Q7VBV4,Exoribonuclease R OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=vacB PE=3 SV=1
Q7VDH3,Pro_0403,23,22,0.007088773,0.008333811,0.009773981,0.006575131,0.006975548,0.009583316,0.00374145,0.008219689,0.004223174,0.007571596,0.008886769,0.010931221,0.008419547,0.009470012,0.009654192,0.006477682,0.003923329,0.0046949,0.008398855,0.007711332,0.005394771,0.009129862,0.00918125,0.005031971,0.301752482,0.918140817,0.068418371,0.64232216,0.481662406,1.00562857,0.014748881,0.551155151,Q7VDH3,Cysteine synthase OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=cysK PE=3 SV=1
Q7VA28,Pro_1641,4,4,6.94799E-05,2.74413E-05,3.57353E-05,3.86428E-05,3.99691E-05,4.1281E-05,0.000135334,8.01771E-05,0.000157675,4.11441E-05,3.99822E-05,3.96772E-05,5.11898E-05,3.75667E-05,4.1401E-05,7.53178E-05,6.49246E-05,0.000107291,4.42188E-05,3.99643E-05,0.000124395,4.02678E-05,4.33858E-05,8.25112E-05,0.378849122,0.903784784,0.019204726,2.813171845,0.243689527,1.077431451,0.014804117,2.049059254,Q7VA28,D-aminoacyl-tRNA deacylase OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=tatD PE=3 SV=1
Q7VBI5,Pro_1107,44,43,0.002323387,0.003328819,0.00319018,0.003045111,0.002828552,0.003051638,0.002604725,0.002785618,0.005421713,0.002719726,0.002716971,0.002497846,0.002634241,0.002844727,0.002772872,0.003003791,0.003786447,0.00358504,0.002947462,0.002975101,0.003604019,0.002644847,0.002750614,0.003458426,0.467962543,1.009377116,0.266438263,1.222753292,0.166240185,1.039989535,0.014843131,1.307608938,Q7VBI5,ATPase with chaperone activity ATP-binding subunit OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=clpA PE=3 SV=1
Q7VCA1,Pro_0841,19,19,0.000495064,0.000561693,0.000608013,0.000461975,0.000397844,0.000620709,0.001160665,0.000352006,0.000328544,5.70419E-05,9.74636E-05,0.000104566,7.97789E-05,0.00011205,0.000110739,0.000747368,0.000447767,0.001181986,0.000554923,0.000493509,0.000613738,8.63573E-05,0.000100856,0.000792374,0.226358085,0.889328394,0.420696121,1.105986989,0.23483012,1.167891059,0.014904185,9.175527414,Q7VCA1,Glutamyl-tRNA reductase OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=hemA PE=3 SV=1
Q7VBF8,Pro_1137,24,23,0.000242537,0.000509912,0.000451159,0.00034185,0.000399826,0.000405216,0.00162852,0.000711911,0.000780549,0.000244588,0.000277078,0.00024823,0.000262896,0.000303599,0.00031825,0.000461705,0.000950452,0.000771032,0.000401203,0.000382297,0.001040326,0.000256632,0.000294915,0.00072773,0.416110884,0.952878156,0.052384004,2.593018656,0.060470947,1.149175736,0.015081486,2.835695412,Q7VBF8,DNA gyrase subunit A OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=gyrA PE=3 SV=1
Q7VDY7,Pro_0228,11,11,0.002121526,0.00130808,0.001237835,0.001555617,0.001097192,0.001271932,0.001170169,0.001019445,0.000469682,0.001307667,0.001583236,0.00148225,0.001742219,0.001277915,0.001433967,0.001194143,0.000712924,0.00076063,0.001555814,0.001308247,0.000886432,0.001457717,0.0014847,0.000889233,0.236922343,0.840876519,0.066044552,0.569754507,0.436499177,1.018510265,0.015149887,0.61001715,Q7VDY7,50S ribosomal protein L10 OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=rplJ PE=3 SV=1
Q7VA02,Pro_1667,3,3,0.00010581,8.95892E-05,8.73185E-05,0.000104943,0.000103826,0.000103037,3.48885E-05,6.87989E-05,5.55765E-05,5.12067E-05,7.41765E-05,6.80788E-05,0.000105482,0.000111484,4.8997E-05,0.000130247,0.000110819,0.000186658,9.42393E-05,0.000103936,5.3088E-05,6.44873E-05,8.86542E-05,0.000142575,0.08634363,1.102889433,0.011464186,0.56333142,0.157529334,1.37475312,0.015154939,2.210894537,Q7VA02,30S ribosomal protein S12 OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=rpsL PE=3 SV=1
Q7VCI6,Pro_0754,3,3,1.69068E-05,1.1058E-05,9.34877E-06,1.36091E-05,5.80373E-06,1.26589E-05,5.51035E-05,2.93694E-05,1.53506E-05,5.86121E-06,3.87289E-06,4.84959E-06,5.33859E-06,5.99265E-06,5.46481E-06,4.18323E-05,2.37381E-05,6.40336E-05,1.24379E-05,1.06906E-05,3.32745E-05,4.86123E-06,5.59868E-06,4.32013E-05,0.315194016,0.859519114,0.076932487,2.675262319,0.14593194,1.151701237,0.015160102,8.886915342,Q7VCI6,Holliday junction ATP-dependent DNA helicase RuvA OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=ruvA PE=3 SV=1
Q7VD02,Pro_0587,3,3,5.03458E-05,3.86319E-05,3.17786E-05,6.10149E-05,5.41437E-05,3.48058E-05,8.4936E-05,0.000167834,0.000108384,6.15813E-05,4.82858E-05,3.58435E-05,7.30011E-05,6.26612E-05,4.85662E-05,0.000173318,9.92021E-05,0.000110021,4.02521E-05,4.99882E-05,0.000120385,4.85702E-05,6.14095E-05,0.000127514,0.182505639,1.241877101,0.016891303,2.990772455,0.139590788,1.264344555,0.015666435,2.625346542,Q7VD02,Uncharacterized protein OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=Pro_0587 PE=4 SV=1
Q7VAZ9,Pro_1303,23,23,0.000403138,0.000756509,0.000688822,0.000484071,0.000507607,0.000783971,0.000540203,0.000444468,0.000824232,0.000292686,0.000372763,0.000389575,0.000218664,0.000421007,0.000524925,0.001273858,0.000631168,0.001298114,0.000616157,0.000591883,0.000602968,0.000351674,0.000388199,0.001067713,0.43754577,0.960604997,0.468594786,0.978594737,0.359762528,1.103857543,0.015710088,3.036083964,Q7VAZ9,ATPase of the AAA+ family OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=spoVK PE=4 SV=1
Q7VD34,Pro_0549,6,6,0.000174494,0.000178169,0.000158724,0.00017724,0.000125566,0.0001845,4.9754E-05,0.000509006,0.000173269,8.64283E-05,7.27964E-05,8.34451E-05,8.00633E-05,8.53304E-05,7.18894E-05,0.000363919,0.000161361,0.000336599,0.000170462,0.000162435,0.000244009,8.08899E-05,7.90944E-05,0.000287293,0.35077106,0.952910677,0.310343764,1.431456851,0.384112051,0.977802795,0.015751815,3.551650505,Q7VD34,Xanthosine triphosphate pyrophosphatase OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=Pro_0549 PE=4 SV=1
