Accession,KEGG,Peptide count,Unique peptides,L1,L2,L3,LGnM1,LGnM2,LGnM3,LGmM1,LGmM2,LGmM3,D1,D2,D3,DGnM1,DGnM2,DGnM3,DGmM1,DGmM2,DGmM3,L.avg,LGnM.avg,LGmM.avg,D.avg,DGnM.avg,DGmM.avg,TTEST.L.LGnM,FC.L.LGnM,TTEST.L.LGmM,FC.L.LGmM,TTEST.D.LGnM,FC.D.LGnM,TTEST.D.LGmM,FC.D.LGmM,Description
A5GNH4,SynWH7803_2063,2,2,8.4697E-05,9.70959E-05,4.57239E-05,5.55385E-05,0.000107032,3.90658E-05,0.000208899,0.000100047,0.000333465,7.8014E-05,2.13128E-05,0.00012193,4.56169E-05,5.29234E-05,0.00017288,0.000131429,0.000110311,0.000272125,7.58389E-05,6.72121E-05,0.000214137,7.37521E-05,9.04734E-05,0.000171288,0.26294659,0.886248097,0.117857778,2.823577421,0.287519232,1.226722634,0.037339579,2.322487528,D-aminoacyl-tRNA deacylase OS=Synechococcus sp. (strain WH7803) OX=32051 GN=tatD PE=3 SV=1
A5GM47,SynWH7803_1586,2,2,1.77861E-05,4.22755E-07,6.06259E-07,1.61013E-05,1.96601E-06,2.70964E-07,4.19902E-05,9.7473E-06,1.34094E-06,1.09553E-05,7.08075E-07,5.04878E-07,1.32225E-05,1.68015E-07,4.78845E-07,3.98629E-05,5.06852E-06,3.28687E-06,6.27169E-06,6.11277E-06,1.76928E-05,4.05607E-06,4.62311E-06,1.60728E-05,0.440398342,0.974660111,0.118823374,2.821060028,0.289311474,1.139800752,0.145627543,3.962646176,2-isopropylmalate synthase OS=Synechococcus sp. (strain WH7803) OX=32051 GN=leuA PE=3 SV=1
A5GNS4,SynWH7803_2163,2,2,9.74889E-05,1.43568E-05,1.20598E-05,0.000104215,1.46477E-05,7.35088E-06,0.00022565,4.02176E-05,7.43684E-05,9.69255E-05,6.47981E-06,2.08211E-05,9.47099E-05,6.77787E-06,3.05142E-05,0.000136494,3.05518E-05,5.71956E-05,4.13019E-05,4.20712E-05,0.000113412,4.14088E-05,4.40007E-05,7.47471E-05,0.418905215,1.018626782,0.068817415,2.745931211,0.274356225,1.062591478,0.009746816,1.805102095,Uncharacterized protein OS=Synechococcus sp. (strain WH7803) OX=32051 GN=SynWH7803_2163 PE=4 SV=1
A5GL88,SynWH7803_1277,2,2,4.20806E-05,4.7037E-05,2.58877E-05,2.54126E-05,1.71184E-05,1.69998E-05,7.60374E-05,1.60045E-05,0.000214993,3.53458E-05,4.36746E-06,9.9513E-05,4.77968E-05,0.000122086,9.97537E-05,0.00013819,0.000133105,0.00026157,3.83351E-05,1.98436E-05,0.000102345,4.64088E-05,8.98788E-05,0.000177622,0.047403545,0.517635024,0.215166853,2.669745971,0.181976468,1.936677892,0.008317489,3.827332443,Methionine synthase OS=Synechococcus sp. (strain WH7803) OX=32051 GN=metH PE=4 SV=1
A5GJD5,SynWH7803_0624,2,2,2.39618E-05,3.01502E-05,2.56346E-05,2.92184E-05,2.39797E-05,2.84808E-05,7.88745E-05,4.89181E-05,8.13442E-05,2.00157E-05,3.13409E-05,4.65741E-05,2.49087E-05,2.57978E-05,3.54493E-05,4.36155E-05,6.61748E-05,0.000168711,2.65822E-05,2.72263E-05,6.97123E-05,3.26436E-05,2.87186E-05,9.28339E-05,0.435067595,1.024232134,0.035678894,2.622520203,0.245533451,0.879763332,0.096487525,2.843865508,Inorganic pyrophosphatase OS=Synechococcus sp. (strain WH7803) OX=32051 GN=ppa PE=3 SV=1
A5GKK6,SynWH7803_1045,2,2,4.45639E-05,1.56041E-05,2.11889E-05,8.74463E-06,1.14141E-05,1.89429E-05,1.64368E-05,3.37371E-05,0.000159166,2.42252E-05,4.65525E-06,1.35596E-05,2.29122E-05,4.41207E-05,2.09315E-05,6.31474E-05,3.04484E-05,6.31762E-05,2.7119E-05,1.30339E-05,6.97799E-05,1.41467E-05,2.93215E-05,5.22574E-05,0.162416391,0.480618886,0.239779119,2.573106151,0.17284338,2.072673218,0.015579087,3.693965801,Phosphate-binding protein OS=Synechococcus sp. (strain WH7803) OX=32051 GN=pstSII PE=3 SV=1
A5GMN6,SynWH7803_1775,2,2,0.000708053,0.000508254,3.49204E-05,0.000514949,0.000314196,0.000714772,0.001079557,0.000858669,0.001281311,0.001390984,0.000758452,0.001180688,0.000471613,1.14907E-05,0.001206985,0.002050797,0.001167505,0.002164206,0.000417076,0.000514639,0.001073179,0.001110042,0.000563363,0.001794169,0.384715841,1.233921417,0.078159027,2.57310277,0.100426381,0.507515091,0.027153505,1.616307938,Uncharacterized protein OS=Synechococcus sp. (strain WH7803) OX=32051 GN=SynWH7803_1775 PE=4 SV=1
A5GLA7,SynWH7803_1296,2,2,5.25893E-05,3.99925E-07,2.25926E-09,2.53067E-05,2.62759E-07,0,0.00012919,2.53068E-06,0,1.05363E-06,1.49146E-07,2.16435E-05,4.48114E-06,0,1.81271E-06,4.86219E-05,7.83197E-05,2.23089E-09,1.76638E-05,8.52316E-06,4.39068E-05,7.61543E-06,2.09795E-06,4.23146E-05,0.209853292,0.482520439,0.20341816,2.485688568,0.262574514,0.275487006,0.180418669,5.55642782,6-phosphogluconolactonase OS=Synechococcus sp. (strain WH7803) OX=32051 GN=pgl PE=3 SV=1
A5GIT3,SynWH7803_0422,2,2,5.25128E-05,1.56444E-05,8.08691E-05,0.000113904,2.75404E-05,6.06273E-05,0.000117479,0.000123899,0.000110426,5.11522E-05,1.71409E-05,8.8991E-05,6.81478E-05,3.425E-06,9.04683E-05,9.34406E-05,0.000107064,8.50308E-05,4.96754E-05,6.73572E-05,0.000117268,5.2428E-05,5.40137E-05,9.51784E-05,0.267025219,1.35594499,0.048556461,2.360684242,0.437265932,1.03024471,0.127719868,1.815409366,50S ribosomal protein L5 OS=Synechococcus sp. (strain WH7803) OX=32051 GN=rplE PE=3 SV=1
A5GKX5,SynWH7803_1164,2,2,0.000117458,3.0944E-05,5.31228E-06,7.61734E-05,5.07875E-05,0.000127964,0.00013788,6.98148E-05,0.00015327,4.55155E-05,1.22776E-05,1.52346E-05,9.28738E-05,4.14365E-06,9.46222E-05,2.33599E-05,8.24372E-05,9.82489E-05,5.12381E-05,8.4975E-05,0.000120322,2.43426E-05,6.38799E-05,6.80153E-05,0.276843304,1.658434706,0.112351218,2.348284881,0.131020848,2.624204191,0.159036919,2.794088584,NAD dependent epimerase/dehydratase OS=Synechococcus sp. (strain WH7803) OX=32051 GN=SynWH7803_1164 PE=4 SV=1
A5GJ81,SynWH7803_0570,2,2,0.000122444,0.000156357,0.000187946,0.000155428,0.000127922,0.000156588,0.000205464,0.000242631,0.000630247,0.000233177,0.00019444,0.000210625,0.000161489,0.000237592,0.000322639,0.000257445,0.000212696,0.000693725,0.000155582,0.000146646,0.000359448,0.000212747,0.000240574,0.000387956,0.355785532,0.942561859,0.11469968,2.310339928,0.327643108,1.130794256,0.186533493,1.823549993,Uncharacterized protein OS=Synechococcus sp. (strain WH7803) OX=32051 GN=SynWH7803_0570 PE=4 SV=1
A5GIT4,SynWH7803_0423,2,2,0.000569048,0.00031498,0.000203247,0.000615594,0.000180713,0.000220558,0.000867675,0.000672729,0.00089984,0.000468393,0.000387948,0.000573051,0.000654234,0.000263434,0.000683056,0.001090357,0.000725918,0.00169688,0.000362425,0.000338955,0.000813415,0.000476464,0.000533575,0.001171052,0.358019808,0.935242491,0.033981031,2.244367857,0.301593155,1.119863535,0.047100658,2.45779682,50S ribosomal protein L24 OS=Synechococcus sp. (strain WH7803) OX=32051 GN=rplX PE=3 SV=1
A5GJ63,SynWH7803_0552,2,2,0.00041089,9.58988E-05,1.10686E-05,0.000447722,9.07316E-05,3.10211E-05,0.000740067,0.000199055,0.000177387,0.000351001,3.6565E-05,3.18037E-05,0.000318556,2.2718E-05,5.58472E-05,0.000668458,0.000120952,9.36298E-05,0.000172619,0.000189825,0.00037217,0.00013979,0.000132374,0.000294346,0.146959954,1.099674267,0.048739782,2.156016185,0.349556111,0.946948084,0.099550439,2.10563387,Uncharacterized conserved membrane protein OS=Synechococcus sp. (strain WH7803) OX=32051 GN=SynWH7803_0552 PE=4 SV=1
A5GJR9,SynWH7803_0758,2,2,1.71492E-05,6.05527E-06,4.4019E-06,1.09151E-05,5.1563E-06,3.35853E-06,2.10134E-05,1.73881E-05,1.94896E-05,1.18454E-05,8.94479E-07,1.17725E-05,1.4539E-05,2.22035E-06,8.07401E-06,1.71843E-05,1.94744E-05,2.11984E-05,9.20211E-06,6.47665E-06,1.9297E-05,8.17081E-06,8.2778E-06,1.92857E-05,0.130296413,0.703822143,0.046116877,2.09702181,0.480549097,1.013094314,0.05244122,2.360319726,Predicted acyl esterase OS=Synechococcus sp. (strain WH7803) OX=32051 GN=SynWH7803_0758 PE=4 SV=1
A5GJU6,SynWH7803_0785,2,2,3.06871E-05,2.84728E-05,2.49181E-05,2.80394E-05,4.06652E-05,2.03174E-05,4.07565E-05,5.65606E-05,6.93311E-05,3.00092E-05,2.6902E-05,1.57182E-05,2.56819E-05,3.07556E-05,2.3174E-05,4.08562E-05,3.2269E-05,2.5095E-05,2.8026E-05,2.9674E-05,5.55494E-05,2.42098E-05,2.65372E-05,3.27401E-05,0.392675242,1.058801629,0.054513098,1.98206634,0.286547714,1.096133924,0.017467361,1.352348429,Uncharacterized protein OS=Synechococcus sp. (strain WH7803) OX=32051 GN=SynWH7803_0785 PE=4 SV=1
A5GK40,SynWH7803_0879,2,2,2.28845E-05,2.31305E-05,4.32294E-05,1.91456E-05,2.07792E-05,3.44018E-05,3.93664E-05,8.71E-05,4.97296E-05,2.4967E-05,3.02104E-05,5.42797E-05,1.84805E-05,5.25088E-05,8.98226E-05,3.84719E-05,7.6265E-05,0.000106212,2.97482E-05,2.47756E-05,5.8732E-05,3.64857E-05,5.3604E-05,7.36496E-05,0.063728517,0.832843477,0.121849925,1.974307176,0.150826323,1.46917635,0.044853471,2.018587748,Uncharacterized membrane protein OS=Synechococcus sp. (strain WH7803) OX=32051 GN=SynWH7803_0879 PE=4 SV=1
A5GNC8,SynWH7803_2017,2,2,2.37193E-05,1.55811E-05,1.48243E-05,4.30597E-05,3.17722E-05,1.46151E-05,5.46011E-05,2.70279E-05,2.33834E-05,4.85827E-05,2.7833E-05,4.87653E-06,3.71093E-05,9.19293E-06,9.3732E-07,4.71124E-05,1.62085E-05,4.30563E-06,1.80416E-05,2.98156E-05,3.50041E-05,2.70974E-05,1.57465E-05,2.25422E-05,0.095754317,1.652607843,0.06830906,1.940191611,0.057992065,0.581107198,0.16371482,0.831893118,ATP synthase subunit alpha OS=Synechococcus sp. (strain WH7803) OX=32051 GN=atpA PE=3 SV=1
A5GP26,SynWH7803_2265,2,1,2.69049E-05,1.66823E-05,2.7198E-05,2.35112E-05,3.57688E-05,2.39276E-05,4.87846E-05,4.32592E-05,4.37595E-05,2.00441E-05,3.83154E-05,8.79681E-06,3.11171E-05,3.45305E-05,3.6816E-05,3.54423E-05,3.47484E-05,3.90384E-05,2.35951E-05,2.77359E-05,4.52677E-05,2.23854E-05,3.41545E-05,3.64097E-05,0.317595628,1.175494251,0.008678453,1.918525193,0.164335926,1.525747203,0.144071608,1.626490489,Putative dioxygenase OS=Synechococcus sp. (strain WH7803) OX=32051 GN=SynWH7803_2265 PE=4 SV=1
A5GPK1,SynWH7803_2440,2,2,1.78993E-05,6.2212E-06,8.95193E-06,1.70878E-05,1.09078E-05,9.03961E-06,2.19021E-05,2.47914E-05,1.642E-05,1.43493E-05,1.64887E-05,7.94975E-06,1.7324E-05,7.66358E-06,7.95777E-06,1.37156E-05,1.96321E-05,1.18155E-05,1.10241E-05,1.23451E-05,2.10378E-05,1.29293E-05,1.09818E-05,1.50544E-05,0.259528849,1.119822299,0.075144744,1.908343099,0.318900977,0.849373307,0.133568003,1.164368069,Valine--tRNA ligase OS=Synechococcus sp. (strain WH7803) OX=32051 GN=valS PE=3 SV=1
A5GPD9,SynWH7803_2378,2,2,0.000111973,9.98247E-05,0.000120625,8.62949E-05,0.000105116,8.21705E-05,0.000181829,0.000163975,0.000264053,8.35151E-05,9.99234E-05,0.000161774,9.46859E-05,0.000113252,0.000178709,0.000194032,0.000129482,0.000194333,0.000110807,9.11938E-05,0.000203286,0.000115071,0.000128882,0.000172616,0.13503551,0.822992916,0.034233537,1.834583714,0.007251096,1.120028269,0.081020456,1.500083496,Lactoylglutathione lyase OS=Synechococcus sp. (strain WH7803) OX=32051 GN=gloA PE=4 SV=1
A5GM18,SynWH7803_1557,2,2,0.000107964,7.18821E-05,5.57573E-05,0.000135116,5.43824E-05,5.33114E-05,0.000147233,0.000191666,8.7664E-05,0.000141467,7.67238E-05,3.80239E-05,0.0001222,2.70594E-05,4.93228E-05,9.95447E-05,0.000163762,0.000102327,7.85346E-05,8.09365E-05,0.000142188,8.5405E-05,6.61939E-05,0.000121878,0.435788704,1.030584027,0.076063121,1.810509226,0.194482483,0.775059276,0.227824322,1.427059736,Uncharacterized protein OS=Synechococcus sp. (strain WH7803) OX=32051 GN=SynWH7803_1557 PE=4 SV=1
A5GKV3,SynWH7803_1142,2,2,1.23441E-05,7.64543E-06,2.59788E-05,2.67814E-05,4.4265E-06,7.95928E-06,1.84571E-05,3.80553E-05,2.45601E-05,1.08261E-05,2.67938E-05,3.49669E-06,1.0782E-05,1.4898E-05,8.73113E-05,6.91998E-05,4.56464E-05,3.30933E-05,1.53228E-05,1.30557E-05,2.70242E-05,1.37055E-05,3.76638E-05,4.93131E-05,0.415783991,0.852046482,0.17363881,1.763660772,0.254904797,2.748070525,0.04724023,3.598048226,Phosphoribosylformylglycinamidine synthase subunit PurQ OS=Synechococcus sp. (strain WH7803) OX=32051 GN=purQ PE=3 SV=1
A5GHT5,SynWH7803_0074,2,2,9.71486E-06,4.15113E-06,3.56785E-06,1.99009E-05,9.92805E-07,6.96437E-06,1.03351E-05,7.79241E-06,1.25855E-05,2.68088E-05,3.26006E-06,3.13509E-06,1.5479E-05,5.36446E-06,4.01795E-06,1.73496E-05,1.14939E-05,1.48389E-05,5.81128E-06,9.28604E-06,1.02377E-05,1.1068E-05,8.28715E-06,1.45608E-05,0.231134105,1.597933029,0.106624612,1.761688551,0.291623609,0.748750046,0.323660952,1.315580039,Ribonuclease J OS=Synechococcus sp. (strain WH7803) OX=32051 GN=rnj PE=3 SV=1
A5GL84,SynWH7803_1273,2,2,4.47129E-05,0.000126505,7.07433E-05,8.1849E-05,0.000165533,0.000127201,9.10281E-05,0.000242571,8.94845E-05,7.89828E-05,0.000182908,0.000151668,9.23098E-05,8.66813E-05,0.00011895,7.32834E-05,0.000184181,0.000157584,8.06536E-05,0.000124861,0.000141028,0.000137853,9.93136E-05,0.000138349,0.009403173,1.548118814,0.086228384,1.748564837,0.174401135,0.72043134,0.448297893,1.003599848,Predicted metal-dependent phosphoesterases (PHP family) OS=Synechococcus sp. (strain WH7803) OX=32051 GN=SynWH7803_1273 PE=4 SV=1
A5GIZ3,SynWH7803_0482,2,2,3.98674E-05,2.88434E-05,2.15933E-05,5.35558E-05,4.5795E-05,3.44087E-05,5.81138E-05,2.72479E-05,7.24773E-05,3.68138E-05,2.38641E-05,1.65501E-05,5.79108E-05,3.45404E-05,2.89734E-05,8.70231E-05,4.31627E-05,0.000102849,3.01014E-05,4.45865E-05,5.2613E-05,2.57427E-05,4.04749E-05,7.76783E-05,0.003733282,1.481211814,0.139504586,1.747860458,0.022327994,1.572286955,0.057700655,3.01749203,"15,16-dihydrobiliverdin:ferredoxin oxidoreductase OS=Synechococcus sp. (strain WH7803) OX=32051 GN=pebA PE=3 SV=1"
A5GJ18,SynWH7803_0507,2,2,7.68463E-05,6.02929E-05,6.08467E-05,8.49412E-05,6.7919E-05,5.7454E-05,9.0478E-05,0.000116385,0.000133356,2.82064E-05,3.80628E-05,5.42061E-05,6.45178E-05,3.35966E-05,5.37592E-05,0.000185014,0.000124204,0.000137399,6.59953E-05,7.01047E-05,0.000113407,4.01584E-05,5.06245E-05,0.000148872,0.193922267,1.062268349,0.056983711,1.718404359,0.252270022,1.260619825,0.022829664,3.707124371,Uncharacterized protein OS=Synechococcus sp. (strain WH7803) OX=32051 GN=SynWH7803_0507 PE=4 SV=1
A5GPT0,SynWH7803_2519,2,2,2.79968E-05,2.05681E-05,4.49696E-05,1.46566E-05,1.81791E-05,3.30256E-05,5.58579E-05,2.25593E-05,8.16051E-05,1.59365E-05,2.38207E-05,6.81473E-05,1.80265E-05,6.16405E-05,0.000115588,6.69197E-05,5.21796E-05,0.000141002,3.11782E-05,2.19538E-05,5.33408E-05,3.59682E-05,6.5085E-05,8.67006E-05,0.057776131,0.704139913,0.083379422,1.710836166,0.08462831,1.80951563,0.029269286,2.410480471,Argininosuccinate synthase OS=Synechococcus sp. (strain WH7803) OX=32051 GN=argG PE=3 SV=1
A5GJL4,SynWH7803_0703,2,2,2.26403E-05,9.63669E-06,4.33588E-05,2.34266E-05,1.6839E-05,3.36406E-05,4.25242E-05,2.88836E-05,5.06426E-05,3.63654E-05,6.68952E-05,8.48953E-06,3.45059E-05,6.58151E-05,8.16423E-06,8.68343E-05,2.78238E-05,2.87824E-05,2.52119E-05,2.46354E-05,4.06835E-05,3.725E-05,3.61617E-05,4.78135E-05,0.458809506,0.977132321,0.031771905,1.613659521,0.066648823,0.970784104,0.363405607,1.283582581,Uncharacterized protein OS=Synechococcus sp. (strain WH7803) OX=32051 GN=SynWH7803_0703 PE=4 SV=1
A5GLA6,SynWH7803_1295,2,2,4.54417E-05,3.83727E-05,2.13319E-05,3.65457E-05,4.12882E-05,2.81227E-05,7.92633E-05,4.48475E-05,4.13705E-05,6.22793E-05,3.28115E-05,3.92018E-05,3.99529E-05,6.64573E-05,5.19788E-05,0.000131396,5.94389E-05,5.08937E-05,3.50487E-05,3.53189E-05,5.51604E-05,4.47642E-05,5.27964E-05,8.05763E-05,0.47977147,1.007707535,0.062840276,1.573820455,0.335759273,1.179432716,0.086399213,1.800016212,Uncharacterized protein OS=Synechococcus sp. (strain WH7803) OX=32051 GN=SynWH7803_1295 PE=4 SV=1
A5GI88,SynWH7803_0227,2,2,2.29883E-06,1.36434E-05,2.76241E-05,5.71192E-06,1.78126E-06,4.07074E-05,1.14987E-05,1.09697E-06,5.51426E-05,2.52127E-06,1.39368E-07,4.46479E-06,3.82199E-07,5.54015E-06,1.7342E-06,2.71207E-05,1.2299E-06,4.7925E-05,1.45221E-05,1.60669E-05,2.25794E-05,2.37514E-06,2.55218E-06,2.54252E-05,0.42562429,1.106372462,0.279266184,1.55483055,0.4761133,1.074539323,0.100370249,10.70471653,Glycosyltransferase of family GT4 OS=Synechococcus sp. (strain WH7803) OX=32051 GN=SynWH7803_0227 PE=4 SV=1
A5GIS2,SynWH7803_0411,2,2,0.000259626,0.000177296,0.000151584,0.000317936,0.00028639,0.00016758,0.000375579,0.000284673,0.000244552,0.000213693,0.000265236,8.6751E-05,0.000221106,0.00018207,9.5797E-05,0.000303552,0.000174564,0.000144273,0.000196169,0.000257302,0.000301601,0.00018856,0.000166324,0.000207463,0.075536552,1.311637566,0.002010425,1.537459493,0.270709754,0.8820756,0.383082764,1.100248624,DNA-directed RNA polymerase subunit alpha OS=Synechococcus sp. (strain WH7803) OX=32051 GN=rpoA PE=3 SV=1
A5GPF6,SynWH7803_2395,2,2,7.51628E-05,3.88295E-05,5.64096E-05,8.46597E-05,5.49332E-05,2.18334E-05,3.73947E-05,0.000118412,0.000105478,6.43232E-05,8.14074E-05,2.28956E-05,5.12354E-05,1.84569E-05,8.43512E-05,1.44769E-05,0.000130935,0.000108495,5.68006E-05,5.38088E-05,8.7095E-05,5.62087E-05,5.13478E-05,8.46359E-05,0.434082265,0.947327071,0.239813554,1.533345847,0.452670374,0.913521123,0.277704651,1.505743127,Uncharacterized secreted protein OS=Synechococcus sp. (strain WH7803) OX=32051 GN=SynWH7803_2395 PE=4 SV=1
A5GJI0,SynWH7803_0669,2,2,1.22868E-05,1.2097E-05,5.75798E-07,3.81551E-06,2.37547E-05,5.29719E-07,1.13838E-05,7.79852E-06,1.85274E-05,3.80569E-06,1.39388E-06,5.02005E-06,1.8692E-05,0.000105481,1.99721E-06,8.99776E-06,1.32697E-06,1.84583E-05,8.31989E-06,9.36664E-06,1.25699E-05,3.40654E-06,4.20567E-05,9.59435E-06,0.437094421,1.125812553,0.300844327,1.510826841,0.181793462,12.34587717,0.128030571,2.816450802,NADPH-protochlorophyllide oxidoreductase OS=Synechococcus sp. (strain WH7803) OX=32051 GN=por PE=3 SV=1
A5GNA5,SynWH7803_1994,2,2,1.83455E-05,4.28233E-05,6.23182E-05,1.9609E-05,2.76071E-05,5.49747E-05,3.48524E-05,7.78153E-05,6.88964E-05,1.94002E-05,1.68683E-05,5.85917E-05,2.31627E-05,4.39038E-05,5.98935E-05,4.52485E-05,5.69816E-05,8.08065E-05,4.11623E-05,3.40636E-05,6.05214E-05,3.16201E-05,4.232E-05,6.10122E-05,0.137150112,0.827543296,0.072803805,1.470309353,0.160907596,1.338389518,0.016422272,1.929539525,Bifunctional protein PyrR OS=Synechococcus sp. (strain WH7803) OX=32051 GN=pyR PE=3 SV=1
A5GKK1,SynWH7803_1040,2,2,7.46822E-05,9.24651E-05,4.82996E-05,6.8817E-05,5.88996E-05,5.01618E-05,7.79108E-05,9.44091E-05,0.000141576,6.38502E-05,6.59654E-05,8.36371E-05,6.65403E-05,3.97777E-05,3.99755E-05,3.91317E-05,0.000166332,0.000191283,7.18156E-05,5.92928E-05,0.000104632,7.11509E-05,4.87645E-05,0.000132249,0.182194411,0.825625228,0.195565116,1.456954008,0.119740195,0.68536736,0.145450159,1.858711401,Acetyl-coenzyme A synthetase OS=Synechococcus sp. (strain WH7803) OX=32051 GN=acsA PE=3 SV=1
A5GL70,SynWH7803_1259,2,2,0.000306096,0.000212239,1.6954E-05,0.000345391,0.000198611,0.000284501,0.000283978,0.000194725,0.000299729,0.000458843,0.000203402,0.000149575,0.00028629,0.000246234,0.000260744,0.000247813,0.000195635,0.000158188,0.00017843,0.000276168,0.000259477,0.000270607,0.000264423,0.000200545,0.187385764,1.547767245,0.253010432,1.454226956,0.474459127,0.977147618,0.212915311,0.741095563,Glucose-6-phosphate isomerase OS=Synechococcus sp. (strain WH7803) OX=32051 GN=pgi PE=3 SV=1
A5GIW8,SynWH7803_0457,2,2,3.41676E-05,4.47596E-05,1.66659E-05,4.05565E-05,3.37051E-05,4.51605E-05,3.57406E-05,7.54195E-05,2.69634E-05,6.93371E-05,7.27561E-05,6.80907E-06,4.62473E-05,7.19347E-05,1.4958E-05,5.70772E-05,3.70517E-05,1.35867E-05,3.18644E-05,3.98074E-05,4.60411E-05,4.96341E-05,4.438E-05,3.59052E-05,0.279697489,1.249273855,0.120846352,1.444908955,0.314273371,0.894143448,0.190006201,0.723398055,Photosystem I reaction center subunit II OS=Synechococcus sp. (strain WH7803) OX=32051 GN=psaD PE=4 SV=1
A5GI59,SynWH7803_0198,2,2,3.65385E-05,9.28345E-06,3.36998E-05,4.6448E-05,9.6307E-05,3.95444E-05,2.24508E-05,6.40586E-05,2.82814E-05,4.37102E-05,0.000117652,2.80701E-05,6.36861E-05,8.85188E-05,3.99604E-05,7.27635E-05,7.96938E-05,8.5351E-05,2.65073E-05,6.07665E-05,3.82636E-05,6.3144E-05,6.40551E-05,7.92694E-05,0.162006216,2.292445123,0.320805059,1.443512782,0.478830806,1.014428253,0.312815439,1.255374908,Photosystem I iron-sulfur center OS=Synechococcus sp. (strain WH7803) OX=32051 GN=psaC PE=3 SV=1
A5GKZ5,SynWH7803_1184,2,2,0.000144732,9.10888E-05,0.000178847,0.000142539,8.30742E-05,0.000166376,0.000150404,0.000158808,0.000277643,0.0001153,0.000103476,0.000168347,0.000141784,4.06938E-05,0.000152264,0.000169288,0.000159134,0.000282379,0.000138223,0.000130663,0.000195618,0.000129041,0.000111581,0.000203601,0.063130002,0.945307957,0.085473888,1.415240319,0.284017659,0.864688999,0.031753047,1.577792696,Uncharacterized protein OS=Synechococcus sp. (strain WH7803) OX=32051 GN=SynWH7803_1184 PE=4 SV=1
A5GIR9,SynWH7803_0408,2,2,0.000424918,0.0001991,0.000102148,0.000445154,0.000183758,0.000220576,0.000403975,0.000287856,0.000314124,0.000404747,0.000107297,0.000236806,0.000489508,8.54332E-05,0.000261553,0.000304384,0.000246911,0.000281375,0.000242055,0.000283163,0.000335318,0.000249617,0.000278832,0.000277556,0.20607653,1.169826823,0.149990067,1.385296769,0.221866866,1.117038628,0.363779843,1.111929415,50S ribosomal protein L13 OS=Synechococcus sp. (strain WH7803) OX=32051 GN=rplM PE=3 SV=1
A5GPS8,SynWH7803_2517,2,2,0.000100919,0.000110269,2.00275E-05,0.000132656,9.38514E-05,0.00010741,8.1134E-05,7.82147E-05,0.000155616,0.00013047,0.000154307,7.4986E-05,8.26179E-05,1.04486E-06,6.95843E-05,0.000167436,5.70583E-05,5.12156E-05,7.70722E-05,0.000111306,0.000104988,0.000119921,5.10824E-05,9.19033E-05,0.185960478,1.444174813,0.328202681,1.362206001,0.12890584,0.425966482,0.272633425,0.766364741,30S ribosomal protein S6 OS=Synechococcus sp. (strain WH7803) OX=32051 GN=rpsF PE=3 SV=1
A5GKW7,SynWH7803_1156,2,2,0.000434727,0.000349715,0.000253396,0.000332816,0.000350986,0.000246232,0.000569948,0.000286669,0.000555817,0.000267628,0.000387399,0.000174162,0.000310164,0.000235551,0.000220892,0.0004942,0.000536186,0.000437482,0.000345946,0.000310011,0.000470811,0.000276396,0.000255536,0.000489289,0.195406991,0.896126202,0.179330828,1.360938307,0.390157792,0.9245261,0.012120237,1.770245627,Uncharacterized protein OS=Synechococcus sp. (strain WH7803) OX=32051 GN=SynWH7803_1156 PE=4 SV=1
A5GLJ8,SynWH7803_1387,2,2,7.3076E-05,2.93171E-05,4.41067E-05,6.08305E-05,3.17855E-05,4.3508E-05,7.57634E-05,6.0872E-05,6.25477E-05,3.89349E-05,3.04246E-05,3.34501E-05,5.28242E-05,2.84162E-05,0.000146003,6.95933E-05,9.35867E-05,7.63883E-05,4.88332E-05,4.53747E-05,6.63944E-05,3.42699E-05,7.57477E-05,7.98561E-05,0.26050036,0.92917578,0.085003747,1.359614354,0.183304848,2.21033031,0.020298179,2.33021388,Putative PAS domain protein OS=Synechococcus sp. (strain WH7803) OX=32051 GN=SynWH7803_1387 PE=4 SV=1
A5GK01,SynWH7803_0840,2,2,0.000204081,0.000144307,0.000176546,0.00022218,0.00013765,0.000171075,0.000259151,0.000155754,0.000288754,0.000224191,0.000161568,0.00044256,0.000204145,0.000237267,0.000324193,0.000133622,0.000169024,0.000249153,0.000174978,0.000176968,0.000234553,0.000276106,0.000255202,0.000183933,0.413995196,1.011377006,0.088950137,1.340472389,0.372441652,0.924287966,0.126453173,0.666167732,Uncharacterized protein OS=Synechococcus sp. (strain WH7803) OX=32051 GN=SynWH7803_0840 PE=4 SV=1
A5GJG6,SynWH7803_0655,2,2,1.60413E-05,2.24841E-05,1.7162E-05,2.33737E-05,1.45218E-05,1.71882E-05,2.35312E-05,9.80037E-06,4.01142E-05,2.01573E-05,1.11247E-05,2.40997E-05,2.40533E-05,5.16976E-06,2.2436E-05,1.23988E-05,1.08274E-05,1.29227E-05,1.85624E-05,1.83612E-05,2.44819E-05,1.84606E-05,1.72197E-05,1.20496E-05,0.483899332,0.989158844,0.312028811,1.318895283,0.352956406,0.932783595,0.092037092,0.652723615,Predicted dehydrogenase OS=Synechococcus sp. (strain WH7803) OX=32051 GN=SynWH7803_0655 PE=4 SV=1
