 Locus tag,Gene abbreviation,"RPKM1 ,             Syn 7002_ax   High light, high O2               (control)","RPKM1,             Syn 7002   Shew 3-18-1   co-culture lactate","RPKM1,             Syn 7002   Shew 3-18-1   co-culture HCO3-","Fold change,                   Co-culture lactate                    vs.                                             axenic control","Fold change,                   Co-culture HCO3-                    vs.                                             axenic control","Fold change,                   Co-culture HCO3-                    vs.                                            co-culture lactate",Curated Product Descriptor,Main Role,Subrole,Subsystem,Predicted Localization,Regulon,resolved_locus_tag,resolution_method
SYNPCC7002_A2412,,27.52,68.93,34.53,2.5,1.25,0.5,membrane protein of unknown function DUF2079,Unknown function,General,,Inner Membrane (7 transmembrane span),,SYNPCC7002_A2412,locus_tag: Locus tag
SYNPCC7002_A2419,,15.65,7.66,7.85,0.49,0.5,1.02,conserved hypothetical protein,Unknown function,General,,Inner Membrane (1 transmembrane span),,SYNPCC7002_A2419,locus_tag: Locus tag
SYNPCC7002_A2429,,486.65,239.99,544.67,0.49,1.12,2.27,hypothetical protein,Unknown function,General,,Cytoplasm,,SYNPCC7002_A2429,locus_tag: Locus tag
SYNPCC7002_A2433,,26.44,12.77,15.7,0.48,0.6,1.23,sugar transfersae,Unknown function,Enzymes of unknown specificity,,Inner Membrane (1 transmembrane span),,SYNPCC7002_A2433,locus_tag: Locus tag
SYNPCC7002_A2436,,10.79,0.12,4.71,0.01,0.44,38.28,GCN5-related N-acetyltransferase,Unknown function,Enzymes of unknown specificity,,Cytoplasm,,SYNPCC7002_A2436,locus_tag: Locus tag
SYNPCC7002_A2439,,26.44,0.12,6.28,0.0,0.24,51.05,hypothetical protein,Unknown function,General,,Extracellular,,SYNPCC7002_A2439,locus_tag: Locus tag
SYNPCC7002_A2440,,12.95,53.62,23.54,4.17,1.82,0.44,hypothetical protein,Unknown function,General,,Extracellular,,SYNPCC7002_A2440,locus_tag: Locus tag
SYNPCC7002_A2454,,201.78,51.06,122.43,0.25,0.61,2.4,hypothetical protein,Unknown function,General,,Cytoplasm,,SYNPCC7002_A2454,locus_tag: Locus tag
SYNPCC7002_A2467,,28.59,12.77,29.82,0.45,1.04,2.34,protein of unknown function DUF393,Unknown function,General,,Cytoplasm,,SYNPCC7002_A2467,locus_tag: Locus tag
SYNPCC7002_A2470,,7.01,2.55,3.14,0.36,0.45,1.23,protein of unknown function DUF790 endonuclease-like,Unknown function,Enzymes of unknown specificity,,Cytoplasm,,SYNPCC7002_A2470,locus_tag: Locus tag
SYNPCC7002_A2471,,28.59,114.89,95.75,4.0,3.33,0.83,TPR repeat-containing protein,Unknown function,General,,Cytoplasm,,SYNPCC7002_A2471,locus_tag: Locus tag
SYNPCC7002_A2482,,57.19,5.11,29.82,0.09,0.52,5.84,hypothetical protein,Unknown function,General,,Cytoplasm,,SYNPCC7002_A2482,locus_tag: Locus tag
SYNPCC7002_A2484,,14.57,53.62,14.13,3.7,0.97,0.26,hypothetical protein,Unknown function,General,,Cytoplasm,,SYNPCC7002_A2484,locus_tag: Locus tag
SYNPCC7002_A2490,,11.87,5.11,12.56,0.43,1.05,2.46,transglutaminase-like superfamily protein,Unknown function,Enzymes of unknown specificity,,Cytoplasm,,SYNPCC7002_A2490,locus_tag: Locus tag
SYNPCC7002_A2492,,53.95,186.38,221.32,3.45,4.17,1.19,PsiE family phosphate starvation-inducible membrane protein,Unknown function,General,Phosphorus metabolism ,Inner Membrane (4 transmembrane span),,SYNPCC7002_A2492,locus_tag: Locus tag
SYNPCC7002_A2503,,62.05,25.53,36.1,0.41,0.58,1.41,hypothetical protein,Unknown function,General,,Cytoplasm,,SYNPCC7002_A2503,locus_tag: Locus tag
SYNPCC7002_A2514,,65.28,12.77,20.41,0.2,0.31,1.6,pentapeptide repeat-containing protein,Unknown function,General,,Extracellular,,SYNPCC7002_A2514,locus_tag: Locus tag
SYNPCC7002_A2515,,15.65,2.55,10.99,0.16,0.7,4.3,protein of unknown function UPF0027,Unknown function,General,,Cytoplasm,,SYNPCC7002_A2515,locus_tag: Locus tag
SYNPCC7002_A2519,,21.58,74.04,53.37,3.45,2.5,0.72,bifunctional sterol desaturase/short chain dehydrogenase,Unknown function,Enzymes of unknown specificity,,Inner Membrane (3 transmembrane span),,SYNPCC7002_A2519,locus_tag: Locus tag
SYNPCC7002_A2532,,24.28,7.66,9.42,0.32,0.39,1.23,hypothetical protein,Unknown function,General,,Cytoplasm,,SYNPCC7002_A2532,locus_tag: Locus tag
SYNPCC7002_A2535,,32.91,5.11,17.27,0.16,0.52,3.38,hypothetical protein,Unknown function,General,,Cytoplasm,,SYNPCC7002_A2535,locus_tag: Locus tag
SYNPCC7002_A2544,,112.76,237.44,150.69,2.13,1.33,0.63,hypothetical protein,Unknown function,General,,Inner Membrane (3 transmembrane span),,SYNPCC7002_A2544,locus_tag: Locus tag
SYNPCC7002_A2579,,2737.56,7092.6,4060.73,2.56,1.49,0.57,hypothetical protein,Unknown function,General,,Outer Membrane,,SYNPCC7002_A2579,locus_tag: Locus tag
SYNPCC7002_A2582,,10.79,2.55,12.56,0.24,1.16,4.92,PsiE family phosphate starvation-inducible membrane protein,Unknown function,General,Phosphorus metabolism ,Inner Membrane (4 transmembrane span),,SYNPCC7002_A2582,locus_tag: Locus tag
SYNPCC7002_A2590,,7.55,17.87,14.13,2.38,1.89,0.79,short chain dehydrogenase,Unknown function,Enzymes of unknown specificity,,Cytoplasm,,SYNPCC7002_A2590,locus_tag: Locus tag
SYNPCC7002_A2606,,16.73,7.66,14.13,0.46,0.85,1.84,prohibitin family protein,Unknown function,General,,Thylakoid Membrane (1 transmembrane span),,SYNPCC7002_A2606,locus_tag: Locus tag
SYNPCC7002_A2615,,77.15,12.77,23.54,0.17,0.3,1.84,hypothetical protein,Unknown function,General,,Periplasm,,SYNPCC7002_A2615,locus_tag: Locus tag
SYNPCC7002_A2618,,9.71,127.66,58.08,12.5,5.88,0.45,TspO/MBR family protein,Unknown function,General,,Inner Membrane (5 transmembrane span),,SYNPCC7002_A2618,locus_tag: Locus tag
SYNPCC7002_A2624,,29.13,165.95,128.71,5.56,4.35,0.78,hypothetical lipoprotein,Unknown function,General,,Inner Membrane Lipoprotein,,SYNPCC7002_A2624,locus_tag: Locus tag
SYNPCC7002_A2636,,56.65,20.43,12.56,0.36,0.22,0.61,hypothetical protein,Unknown function,General,,Inner Membrane (1 transmembrane span),,SYNPCC7002_A2636,locus_tag: Locus tag
SYNPCC7002_A2639,,5.93,2.55,3.14,0.43,0.53,1.23,hypothetical protein,Unknown function,General,,Cytoplasm,,SYNPCC7002_A2639,locus_tag: Locus tag
SYNPCC7002_A2650,,25.36,0.12,20.41,0.0,0.81,165.9,hypothetical protein,Unknown function,General,,Inner Membrane (2 transmembrane span),,SYNPCC7002_A2650,locus_tag: Locus tag
SYNPCC7002_A2651,,285.41,91.91,139.7,0.32,0.49,1.52,hypothetical protein,Unknown function,General,,Cytoplasm,,SYNPCC7002_A2651,locus_tag: Locus tag
SYNPCC7002_A2652,,0.54,15.32,6.28,25.0,11.11,0.41,hypothetical protein,Unknown function,General,,Cytoplasm,,,unresolved
SYNPCC7002_A2656,,41.0,2.55,29.82,0.06,0.73,11.68,hypothetical protein,Unknown function,General,,Inner Membrane (1 transmembrane span),,SYNPCC7002_A2656,locus_tag: Locus tag
SYNPCC7002_A2657,,118.16,0.12,10.99,0.0,0.09,89.33,hypothetical protein,Unknown function,General,,Cytoplasm,,SYNPCC7002_A2657,locus_tag: Locus tag
SYNPCC7002_A2666,,5.4,89.36,31.39,16.67,5.88,0.35,hypothetical protein,Unknown function,General,,Cytoplasm,,,unresolved
SYNPCC7002_A2679,,5.93,2.55,3.14,0.43,0.53,1.23,hypothetical protein,Unknown function,General,,Extracellular,,SYNPCC7002_A2679,locus_tag: Locus tag
SYNPCC7002_A2681,,6.47,0.12,3.14,0.02,0.49,25.52,hypothetical protein,Unknown function,General,,Extracellular,,SYNPCC7002_A2681,locus_tag: Locus tag
SYNPCC7002_A2682,,8.09,2.55,4.71,0.32,0.58,1.84,conserved hypothetical protein,Unknown function,General,,Cytoplasm,,SYNPCC7002_A2682,locus_tag: Locus tag
SYNPCC7002_A2683,,8.63,51.06,15.7,5.88,1.82,0.31,protein of unknown function DUF1822,Unknown function,General,,Cytoplasm,,SYNPCC7002_A2683,locus_tag: Locus tag
SYNPCC7002_A2684,,10.25,28.08,15.7,2.7,1.54,0.56,hypothetical protein,Unknown function,General,,Inner Membrane (1 transmembrane span),,SYNPCC7002_A2684,locus_tag: Locus tag
SYNPCC7002_A2687,,3.24,7.66,1.57,2.38,0.49,0.2,hypothetical protein,Unknown function,General,,Cytoplasm,,SYNPCC7002_A2687,locus_tag: Locus tag
SYNPCC7002_A2691,,186.14,91.91,92.61,0.49,0.5,1.01,conserved hypothetical protein,Unknown function,General,,Cytoplasm,,SYNPCC7002_A2691,locus_tag: Locus tag
SYNPCC7002_A2692,,29.67,0.12,42.38,0.0,1.43,344.56,hypothetical protein,Unknown function,General,,Cytoplasm,,,unresolved
SYNPCC7002_A2695,,96.58,15.32,48.66,0.16,0.51,3.18,thioredoxin-like protein,Unknown function,Enzymes of unknown specificity,,Periplasm,,SYNPCC7002_A2695,locus_tag: Locus tag
SYNPCC7002_A2700,,71.76,33.19,37.67,0.46,0.53,1.14,glycosyl transferase group 2 family,Unknown function,Enzymes of unknown specificity,,Cytoplasm,,SYNPCC7002_A2700,locus_tag: Locus tag
SYNPCC7002_A2711,,25.9,12.77,20.41,0.49,0.79,1.6,hypothetical protein,Unknown function,General,,Cytoplasm,,SYNPCC7002_A2711,locus_tag: Locus tag
SYNPCC7002_A2720,,27.52,7.66,17.27,0.28,0.63,2.25,protein of unknown function mce family Ycf22,Unknown function,General,,Inner Membrane (1 transmembrane span),,SYNPCC7002_A2720,locus_tag: Locus tag
SYNPCC7002_A2722,,30.21,68.93,53.37,2.27,1.75,0.77,liporotein of unknown function DUF3153,Unknown function,General,,Inner Membrane Lipoprotein,,SYNPCC7002_A2722,locus_tag: Locus tag
SYNPCC7002_A2732,,470.47,114.89,178.94,0.24,0.38,1.56,phosphopeptide-binding protein,Unknown function,General,,Cytoplasm,,SYNPCC7002_A2732,locus_tag: Locus tag
SYNPCC7002_A2734,,29.13,10.21,17.27,0.35,0.59,1.69,hypothetical protein,Unknown function,General,,Inner Membrane (4 transmembrane span),,SYNPCC7002_A2734,locus_tag: Locus tag
SYNPCC7002_A2737,,3.78,7.66,4.71,2.04,1.25,0.61,glutathione S-transferase family protein,Unknown function,Enzymes of unknown specificity,,Cytoplasm,,SYNPCC7002_A2737,locus_tag: Locus tag
SYNPCC7002_A2742,,2.7,12.77,3.14,4.76,1.16,0.25,SecC motif-containing protein,Unknown function,General,,Cytoplasm,,SYNPCC7002_A2742,locus_tag: Locus tag
SYNPCC7002_A2747,,22.12,48.51,36.1,2.17,1.64,0.74,GIY-YIG catalytic domain-containing protein,Unknown function,Enzymes of unknown specificity,,Cytoplasm,,SYNPCC7002_A2747,locus_tag: Locus tag
SYNPCC7002_A2758,,15.65,45.96,17.27,2.94,1.1,0.38,membrane protein of unknown function UPF0016,Unknown function,General,,Inner Membrane (2 transmembrane span),,SYNPCC7002_A2758,locus_tag: Locus tag
SYNPCC7002_A2768,,9.71,51.06,15.7,5.26,1.61,0.31,hypothetical protein,Unknown function,General,,Cytoplasm,,,unresolved
SYNPCC7002_A2773,,12.41,2.55,10.99,0.21,0.88,4.3,COG2187 family uncharacterized protein,Unknown function,General,,Cytoplasm,,SYNPCC7002_A2773,locus_tag: Locus tag
SYNPCC7002_A2776,,2.16,10.21,3.14,4.76,1.45,0.31,hypothetical protein,Unknown function,General,,Inner Membrane (6 transmembrane span),,SYNPCC7002_A2776,locus_tag: Locus tag
SYNPCC7002_A2777,,202.86,86.81,83.19,0.43,0.41,0.96,hypothetical protein,Unknown function,General,,Cytoplasm,,SYNPCC7002_A2777,locus_tag: Locus tag
SYNPCC7002_A2792,,17.8,0.12,10.99,0.01,0.62,89.33,hypothetical protein,Unknown function,General,,Inner Membrane (4 transmembrane span),,SYNPCC7002_A2792,locus_tag: Locus tag
SYNPCC7002_A2798,,1.62,5.11,3.14,3.13,1.92,0.61,hypothetical cyanobacterial membrane protein in cluster with PxcA,Unknown function,General,,Inner Membrane (1 transmembrane span),,SYNPCC7002_A2798,locus_tag: Locus tag
SYNPCC7002_A2808,,8.63,0.12,7.85,0.01,0.91,63.81,hypothetical protein,Unknown function,General,,Cytoplasm,,SYNPCC7002_A2808,locus_tag: Locus tag
SYNPCC7002_A2820,,1.08,10.21,6.28,9.09,5.88,0.61,conserved hypothetical membrane protein,Unknown function,General,,Inner Membrane (4 transmembrane span),,SYNPCC7002_A2820,locus_tag: Locus tag
SYNPCC7002_A2824,,22.66,68.93,54.94,3.03,2.44,0.8,protein of unknown function DUF1232,Unknown function,General,,Inner Membrane (1 transmembrane span),,SYNPCC7002_A2824,locus_tag: Locus tag
SYNPCC7002_A2825,,1.62,0.12,7.85,0.08,4.76,63.81,YgiT-type zinc finger domain,Unknown function,General,,Cytoplasm,,SYNPCC7002_A2825,locus_tag: Locus tag
SYNPCC7002_A2837,,19.42,0.12,3.14,0.01,0.16,25.52,hypothetical protein,Unknown function,General,,Inner Membrane (2 transmembrane span),,SYNPCC7002_A2837,locus_tag: Locus tag
SYNPCC7002_A2847,,49.1,22.98,23.54,0.47,0.48,1.02,PLAT repeat-containing protein,Unknown function,General,,Periplasm,,SYNPCC7002_A2847,locus_tag: Locus tag
SYNPCC7002_A2849,,25.36,99.57,67.5,4.0,2.63,0.68,hypothetical protein,Unknown function,General,,Cytoplasm,,SYNPCC7002_A2849,locus_tag: Locus tag
SYNPCC7002_A2859,,17.26,7.66,7.85,0.44,0.45,1.02,outer membrane protein with vWA domain,Unknown function,General,,Outer Membrane,,SYNPCC7002_A2859,locus_tag: Locus tag
SYNPCC7002_A2867,,10.25,2.55,12.56,0.25,1.22,4.92,protein of unknown function DUF2892 with N-terminal rhodanase domain,Unknown function,General,,Inner Membrane (2 transmembrane span),,SYNPCC7002_A2867,locus_tag: Locus tag
SYNPCC7002_B0002,,86.32,43.4,150.69,0.5,1.75,3.47,hypothetical protein,Unknown function,General,,Cytoplasm,,,unresolved
SYNPCC7002_B0003,,1645.02,607.65,932.38,0.37,0.57,1.53,hypothetical protein,Unknown function,General,,Cytoplasm,,,unresolved
SYNPCC7002_C0005,,52.87,20.43,64.36,0.39,1.22,3.15,ATP-binding protein in restriction-modification system locus,Unknown function,Enzymes of unknown specificity,Restriction-modification systems,Cytoplasm,,SYNPCC7002_C0005,locus_tag: Locus tag
SYNPCC7002_C0010,,10.25,5.11,53.37,0.5,5.26,10.45,conserved hypothetical protein,Unknown function,General,,Cytoplasm,,SYNPCC7002_C0010,locus_tag: Locus tag
SYNPCC7002_C0015,,43.16,91.91,124.0,2.13,2.86,1.35,conserved hypothetical protein,Unknown function,General,,Cytoplasm,,SYNPCC7002_C0015,locus_tag: Locus tag
SYNPCC7002_C0016,,1.62,0.12,21.98,0.08,14.29,178.66,hypothetical protein,Unknown function,General,,Cytoplasm,,SYNPCC7002_C0016,locus_tag: Locus tag
SYNPCC7002_D0002,,61.51,0.12,26.68,0.0,0.43,216.95,hypothetical protein,Unknown function,General,,Cytoplasm,,SYNPCC7002_D0002,locus_tag: Locus tag
SYNPCC7002_D0011,,1.62,0.12,7.85,0.08,4.76,63.81,hypothetical protein,Unknown function,General,,Inner Membrane (1 transmembrane span),,,unresolved
SYNPCC7002_D0026,,54.49,12.77,34.53,0.23,0.63,2.71,hypothetical protein,Unknown function,General,,Cytoplasm,,SYNPCC7002_D0026,locus_tag: Locus tag
SYNPCC7002_E0003,,11.87,127.66,98.89,11.11,8.33,0.77,hypothetical protein,Unknown function,General,,Cytoplasm,,SYNPCC7002_E0003,locus_tag: Locus tag
SYNPCC7002_E0004,,1.62,0.12,9.42,0.08,5.88,76.57,hypothetical protein,Unknown function,General,,Cytoplasm,,SYNPCC7002_E0004,locus_tag: Locus tag
SYNPCC7002_E0006,,0.12,10.21,9.42,100.0,100.0,0.92,hypothetical protein,Unknown function,General,,Cytoplasm,,SYNPCC7002_E0006,locus_tag: Locus tag
SYNPCC7002_E0007,,1.08,0.12,31.39,0.11,33.33,255.23,hypothetical protein,Unknown function,General,,Cytoplasm,,SYNPCC7002_E0007,locus_tag: Locus tag
SYNPCC7002_E0008,,0.54,0.12,15.7,0.23,33.33,127.62,protein of unknown function DUF1071,Unknown function,General,,Cytoplasm,,SYNPCC7002_E0008,locus_tag: Locus tag
SYNPCC7002_E0009,,1.08,0.12,14.13,0.11,12.5,114.85,hypothetical protein,Unknown function,General,,Cytoplasm,,SYNPCC7002_E0009,locus_tag: Locus tag
SYNPCC7002_E0013,,7.01,0.12,20.41,0.02,2.94,165.9,hypothetical protein,Unknown function,General,,Cytoplasm,,SYNPCC7002_E0013,locus_tag: Locus tag
SYNPCC7002_E0014,,23.2,97.02,65.93,4.17,2.86,0.68,hypothetical protein,Unknown function,General,,Cytoplasm,,SYNPCC7002_E0014,locus_tag: Locus tag
SYNPCC7002_E0017,,86.86,15.32,50.23,0.18,0.58,3.28,hypothetical protein,Unknown function,General,,Cytoplasm,,,unresolved
SYNPCC7002_E0022,,24.82,7.66,29.82,0.31,1.2,3.89,hypothetical protein,Unknown function,General,,Inner Membrane (1 transmembrane span),,SYNPCC7002_E0022,locus_tag: Locus tag
SYNPCC7002_E0027,,469.93,1108.06,375.15,2.38,0.8,0.34,hypothetical protein,Unknown function,General,,Cytoplasm,,SYNPCC7002_E0027,locus_tag: Locus tag
SYNPCC7002_E0030,,27.52,12.77,39.24,0.46,1.43,3.07,2OG-Fe(II) oxygenase family oxidoreductase,Unknown function,Enzymes of unknown specificity,,Cytoplasm,,SYNPCC7002_E0030,locus_tag: Locus tag
SYNPCC7002_E0031,,50.18,145.53,69.07,2.94,1.37,0.47,hypothetical protein,Unknown function,General,,Cytoplasm,,SYNPCC7002_E0031,locus_tag: Locus tag
SYNPCC7002_E0032,,193.69,428.93,219.75,2.22,1.14,0.51,hypothetical protein,Unknown function,General,,Cytoplasm,,SYNPCC7002_E0032,locus_tag: Locus tag
SYNPCC7002_E0039,,1109.81,2221.23,1097.2,2.0,0.99,0.49,Zn-dependent dCMP deaminase,Unknown function,Enzymes of unknown specificity,Salvage of nucleosides and nucleotides,Cytoplasm,,SYNPCC7002_E0039,locus_tag: Locus tag
SYNPCC7002_F0018,,17.26,2.55,10.99,0.15,0.64,4.3,conserved hypothetical protein,Unknown function,General,,Cytoplasm,,SYNPCC7002_F0018,locus_tag: Locus tag
SYNPCC7002_F0019,,333.43,112.34,160.11,0.34,0.48,1.43,conserved hypothetical protein,Unknown function,General,,Cytoplasm,,SYNPCC7002_F0019,locus_tag: Locus tag
SYNPCC7002_F0021,,13.49,94.47,39.24,7.14,2.94,0.42,protein of unknown function DUF559,Unknown function,General,,Cytoplasm,,SYNPCC7002_F0021,locus_tag: Locus tag
SYNPCC7002_F0036,,14.03,2.55,7.85,0.18,0.56,3.07,hypothetical protein,Unknown function,General,,Inner Membrane (3 transmembrane span),,SYNPCC7002_F0036,locus_tag: Locus tag
SYNPCC7002_F0037,,5.93,2.55,3.14,0.43,0.53,1.23,pentapeptide repeat protein,Unknown function,General,,Extracellular,,SYNPCC7002_F0037,locus_tag: Locus tag
SYNPCC7002_F0040,,15.11,5.11,9.42,0.34,0.63,1.84,2OG-Fe(II) oxygenase family oxidoreductase,Unknown function,Enzymes of unknown specificity,,Cytoplasm,,SYNPCC7002_F0040,locus_tag: Locus tag
SYNPCC7002_F0042,,23.2,5.11,9.42,0.22,0.41,1.84,hypothetical protein,Unknown function,General,,Cytoplasm,,SYNPCC7002_F0042,locus_tag: Locus tag
SYNPCC7002_F0043,,41.54,7.66,15.7,0.18,0.38,2.05,hypothetical protein,Unknown function,General,,Cytoplasm,,SYNPCC7002_F0043,locus_tag: Locus tag
SYNPCC7002_F0049,,20.5,0.12,7.85,0.01,0.38,63.81,conserved hypothetical protein,Unknown function,General,,Cytoplasm,,SYNPCC7002_F0049,locus_tag: Locus tag
SYNPCC7002_F0050,,3.78,7.66,7.85,2.04,2.08,1.02,hypothetical protein,Unknown function,General,,Inner Membrane (1 transmembrane span),,SYNPCC7002_F0050,locus_tag: Locus tag
SYNPCC7002_F0051,,10.79,2.55,10.99,0.24,1.02,4.3,conserved hypothetical protein,Unknown function,General,,Cytoplasm,,SYNPCC7002_F0051,locus_tag: Locus tag
SYNPCC7002_F0052,,21.58,7.66,26.68,0.35,1.23,3.48,hypothetical protein,Unknown function,General,,Cytoplasm,,SYNPCC7002_F0052,locus_tag: Locus tag
SYNPCC7002_F0055,,5.93,17.87,4.71,3.03,0.79,0.26,conserved hypothetical protein,Unknown function,General,,Inner Membrane (2 transmembrane span),,SYNPCC7002_F0055,locus_tag: Locus tag
SYNPCC7002_F0056,,86.32,22.98,37.67,0.27,0.44,1.64,WYL domain protein,Unknown function,General,,Cytoplasm,,SYNPCC7002_F0056,locus_tag: Locus tag
SYNPCC7002_F0061,,13.49,2.55,6.28,0.19,0.47,2.46,hypothetical protein,Unknown function,General,,Cytoplasm,,SYNPCC7002_F0061,locus_tag: Locus tag
SYNPCC7002_F0066,,21.58,10.21,10.99,0.47,0.51,1.08,uncharacterized protein with histidine kinase-like ATPase domain,Unknown function,Enzymes of unknown specificity,,Cytoplasm,,SYNPCC7002_F0066,locus_tag: Locus tag
SYNPCC7002_F0069,,11.87,0.12,6.28,0.01,0.53,51.05,hypothetical protein,Unknown function,General,,Cytoplasm,,SYNPCC7002_F0069,locus_tag: Locus tag
SYNPCC7002_F0070,,20.5,89.36,25.11,4.35,1.22,0.28,protein of unknown function DUF1822,Unknown function,General,,Cytoplasm,,SYNPCC7002_F0070,locus_tag: Locus tag
SYNPCC7002_F0071,,2.16,10.21,1.57,4.76,0.73,0.15,hypothetical protein,Unknown function,General,,Cytoplasm,,SYNPCC7002_F0071,locus_tag: Locus tag
SYNPCC7002_F0077,,9.71,35.74,23.54,3.7,2.44,0.66,hypothetical protein,Unknown function,General,,Cytoplasm,,SYNPCC7002_F0077,locus_tag: Locus tag
SYNPCC7002_F0078,,8.63,0.12,3.14,0.01,0.36,25.52,conserved hypothetical protein,Unknown function,General,,Outer Membrane,,SYNPCC7002_F0078,locus_tag: Locus tag
SYNPCC7002_F0088,,100.89,5.11,53.37,0.05,0.53,10.45,hypothetical protein,Unknown function,General,,Cytoplasm,,SYNPCC7002_F0088,locus_tag: Locus tag
SYNPCC7002_F0091,,0.54,7.66,1.57,14.29,2.94,0.2,hypothetical protein,Unknown function,General,,Outer Membrane,,SYNPCC7002_F0091,locus_tag: Locus tag
SYNPCC7002_F0096,,3.24,7.66,0.12,2.38,0.04,0.02,hypothetical protein,Unknown function,General,,Cytoplasm,,SYNPCC7002_F0096,locus_tag: Locus tag
SYNPCC7002_F0107,,5.4,2.55,1.57,0.47,0.29,0.61,hypothetical protein,Unknown function,General,,Cytoplasm,,SYNPCC7002_F0107,locus_tag: Locus tag
SYNPCC7002_F0109,,24.82,102.13,9.42,4.17,0.38,0.09,hypothetical protein,Unknown function,General,,Cytoplasm,,,unresolved
SYNPCC7002_G0009,,78.23,285.95,185.22,3.7,2.38,0.65,protein of unknown function DUF427,Unknown function,General,,Cytoplasm,,SYNPCC7002_G0009,locus_tag: Locus tag
SYNPCC7002_G0010,,151.61,403.39,605.89,2.63,4.0,1.5,uncharacterized periplasmic protein,Unknown function,General,,Periplasm,,SYNPCC7002_G0010,locus_tag: Locus tag
SYNPCC7002_G0017,,1.08,22.98,0.12,20.0,0.11,0.01,hypothetical protein,Unknown function,General,,Cytoplasm,,SYNPCC7002_G0017,locus_tag: Locus tag
SYNPCC7002_G0035,,24.28,163.4,31.39,6.67,1.3,0.19,conserved hypothetical protein with von Willebrand factor type A domain,Unknown function,General,,Cytoplasm,,SYNPCC7002_G0035,locus_tag: Locus tag
SYNPCC7002_G0037,,31.29,97.02,17.27,3.13,0.55,0.18,conserved hypothetical protein,Unknown function,General,,Cytoplasm,,SYNPCC7002_G0037,locus_tag: Locus tag
SYNPCC7002_G0044,,7.55,17.87,7.85,2.38,1.04,0.44,hypothetical protein,Unknown function,General,,Cytoplasm,,SYNPCC7002_G0044,locus_tag: Locus tag
SYNPCC7002_G0048,,14.57,0.12,6.28,0.01,0.43,51.05,conserved hypothetical protein,Unknown function,General,,Cytoplasm,,SYNPCC7002_G0048,locus_tag: Locus tag
SYNPCC7002_G0084,,45.86,0.12,7.85,0.0,0.17,63.81,uncharacterized conserved protein,Unknown function,General,,Cytoplasm,,SYNPCC7002_G0084,locus_tag: Locus tag
SYNPCC7002_G0101,,15.65,0.12,0.12,0.01,0.01,1.0,protein of unknown function DUF1636,Unknown function,General,,Cytoplasm,,SYNPCC7002_G0101,locus_tag: Locus tag
SYNPCC7002_G0108,,37.77,17.87,21.98,0.47,0.58,1.23,hypothetical protein,Unknown function,General,,Cytoplasm,,SYNPCC7002_G0108,locus_tag: Locus tag
SYNPCC7002_G0111,,5.93,2.55,1.57,0.43,0.26,0.61,hypothetical protein,Unknown function,General,,Inner Membrane (1 transmembrane span),,SYNPCC7002_G0111,locus_tag: Locus tag
