 Locus tag,Gene abbreviation,"RPKM1 ,             Syn 7002_ax   High light, high O2               (control)","RPKM1,             Syn 7002   Shew 3-18-1   co-culture lactate","RPKM1,             Syn 7002   Shew 3-18-1   co-culture HCO3-","Fold change,                   Co-culture lactate                    vs.                                             axenic control","Fold change,                   Co-culture HCO3-                    vs.                                             axenic control","Fold change,                   Co-culture HCO3-                    vs.                                            co-culture lactate",Curated Product Descriptor,Main Role,Subrole,Subsystem,Predicted Localization,Regulon,resolved_locus_tag,resolution_method
SYNPCC7002_A2246,cruH,9.17,2.55,6.28,0.279,0.685,2.46,rieske (2Fe-2S) domain-containing protein CruH,Metabolism of terpenoids and polyketides,Carotenoid biosynthesis,Carotenoid biosynthesis; Synechoxanthin,Cytoplasm,,SYNPCC7002_A2246,locus_tag: Locus tag
SYNPCC7002_A0580,sdsA,17.26,7.66,28.25,0.444,1.639,3.69,solanesyl diphosphate synthase SdsA,Metabolism of terpenoids and polyketides,Carotenoid biosynthesis,Carotenoid biosynthesis,Cytoplasm,,SYNPCC7002_A0580,locus_tag: Locus tag
SYNPCC7002_A2200,diox2,3.78,0.12,6.28,0.033,1.667,51.05,carotenoid oxygenase-like protein Diox2,Metabolism of terpenoids and polyketides,Carotenoid biosynthesis,Carotenoid biosynthesis,Cytoplasm,,SYNPCC7002_A2200,locus_tag: Locus tag
SYNPCC7002_F0103,,4.32,10.21,3.14,2.381,0.73,0.31,conjugative relaxase TrwC/TraI family,Mobile and extrachromosomal element functions,Conjugation,Conjugation,Cytoplasm,,SYNPCC7002_F0103,locus_tag: Locus tag
SYNPCC7002_E0026,,141.9,467.22,163.25,3.333,1.149,0.35,reverse transcriptase (RNA-dependent DNA polymerase),Mobile and extrachromosomal element functions,Group II intron,,Cytoplasm,,SYNPCC7002_E0026,locus_tag: Locus tag
SYNPCC7002_D0021,cas6,26.44,38.3,14.13,1.449,0.535,0.37,type I-D CRISPR immunity system protein Cas6,Mobile and extrachromosomal element functions,CRISPR immunity,CRISPR-mediated immunity system,Cytoplasm,,SYNPCC7002_D0021,locus_tag: Locus tag
SYNPCC7002_F0026,xisI,165.1,68.93,145.98,0.418,0.885,2.12,excision controlling factor protein XisI,Mobile and extrachromosomal element functions,Plasmid functions,,Cytoplasm,,SYNPCC7002_F0026,locus_tag: Locus tag
SYNPCC7002_D0001,parA,12.95,2.55,6.28,0.197,0.485,2.46,plasmid partitioning protein ParA,Mobile and extrachromosomal element functions,Plasmid functions,,Cytoplasm,,SYNPCC7002_D0001,locus_tag: Locus tag
SYNPCC7002_F0046,,43.16,5.11,14.13,0.118,0.327,2.77,CRISPR-associated RNA binding protein RAMP Cmr4 family,Mobile and extrachromosomal element functions,CRISPR immunity,CRISPR immunity,Cytoplasm,,SYNPCC7002_F0046,locus_tag: Locus tag
SYNPCC7002_A1778,cas2,66.9,10.21,29.82,0.153,0.446,2.92,CRISPR-associated protein Cas2,Mobile and extrachromosomal element functions,CRISPR immunity,CRISPR immunity,Cytoplasm,,SYNPCC7002_A1778,locus_tag: Locus tag
SYNPCC7002_C0001,parA,8.09,12.77,43.95,1.587,5.556,3.44,plasmid partitioning ATPase protein ParA,Mobile and extrachromosomal element functions,Plasmid functions,,Cytoplasm,,SYNPCC7002_C0001,locus_tag: Locus tag
SYNPCC7002_E0001,parA,5.4,2.55,21.98,0.474,4.0,8.61,plasmid partitioning protein ParA,Mobile and extrachromosomal element functions,Plasmid functions,,Cytoplasm,,SYNPCC7002_E0001,locus_tag: Locus tag
SYNPCC7002_B0001,,12.95,17.87,172.66,1.389,14.286,9.66,DNA primase,Mobile and extrachromosomal element functions,Plasmid functions,,Cytoplasm,,SYNPCC7002_B0001,locus_tag: Locus tag
SYNPCC7002_D0020,cas4b,6.47,0.12,10.99,0.019,1.695,89.33,CRISPR-associated RecB family exonuclease Cas4b,Mobile and extrachromosomal element functions,CRISPR immunity,CRISPR-mediated immunity system,Cytoplasm,,SYNPCC7002_D0020,locus_tag: Locus tag
SYNPCC7002_D0019,cas1,5.4,0.12,14.13,0.023,2.632,114.85,CRISPR-associated endonuclease Cas1,Mobile and extrachromosomal element functions,CRISPR immunity,CRISPR-mediated immunity system,Cytoplasm,,SYNPCC7002_D0019,locus_tag: Locus tag
SYNPCC7002_C0017,,1.08,0.12,36.1,0.114,33.333,293.51,site-specific recombinase for integration and excision,Mobile and extrachromosomal element functions,Plasmid functions,,Cytoplasm,,SYNPCC7002_C0017,locus_tag: Locus tag
SYNPCC7002_C0002,parB,11.33,0.12,37.67,0.011,3.333,306.28,plasmid partitioning protein ParB,Mobile and extrachromosomal element functions,Plasmid functions,,Cytoplasm,,SYNPCC7002_C0002,locus_tag: Locus tag
SYNPCC7002_A0202,hypA,11.87,20.43,6.28,1.724,0.529,0.31,[NiFe] hydrogenase nickel incorporation protein HypA,Protein fate,Protein modification and repair,NiFe hydrogenase,Cytoplasm,,SYNPCC7002_A0202,locus_tag: Locus tag
SYNPCC7002_A0222,,5.4,12.77,4.71,2.381,0.87,0.37,peptidase U62 modulator of DNA gyrase TldD/PmbA family,Protein fate,"Degradation of proteins, peptides, and glycopeptides",,Cytoplasm,,SYNPCC7002_A0222,locus_tag: Locus tag
SYNPCC7002_A0201,hoxW,37.23,28.08,10.99,0.752,0.295,0.39,NAD-reducing hydrogenase maturation factor HoxW,Protein fate,Protein modification and repair,NiFe hydrogenase,Cytoplasm,,SYNPCC7002_A0201,locus_tag: Locus tag
SYNPCC7002_A0224,,631.79,33017.11,13401.81,50.0,20.0,0.41,Zn-dependent protease with chaperone function,Protein fate,"Degradation of proteins, peptides, and glycopeptides",,Cytoplasm,,SYNPCC7002_A0224,locus_tag: Locus tag
SYNPCC7002_A2235,,32.91,232.34,97.32,7.143,2.941,0.42,Zn-dependent protease,Protein fate,"Degradation of proteins, peptides, and glycopeptides",,Inner Membrane (1 transmembrane span),,SYNPCC7002_A2235,locus_tag: Locus tag
SYNPCC7002_A0216,ycf39,14.03,68.93,29.82,5.0,2.128,0.43,chaperone-like protein for quinone binding in Photosystem II Ycf39,Protein fate,Protein folding and stabilization,Photosystem II,Cytoplasm,,SYNPCC7002_A0216,locus_tag: Locus tag
SYNPCC7002_A0205,hypC,54.49,58.72,26.68,1.075,0.49,0.45,[NiFe] hydrogenase metallocenter assembly protein HypC,Protein fate,Protein modification and repair,NiFe hydrogenase,Cytoplasm,,SYNPCC7002_A0205,locus_tag: Locus tag
SYNPCC7002_A0275,,14.57,28.08,12.56,1.923,0.862,0.45,M79 family intramembrane C-terminal tripeptide endopeptidase,Protein fate,"Degradation of proteins, peptides, and glycopeptides",Proteolysis - membrane,Inner Membrane (8 transmembrane span),,SYNPCC7002_A0275,locus_tag: Locus tag
SYNPCC7002_A1276,tig,212.57,719.98,332.77,3.333,1.563,0.46,cell division trigger factor Tig,Protein fate,Protein folding and stabilization,,Cytoplasm,,SYNPCC7002_A1276,locus_tag: Locus tag
SYNPCC7002_A1738,,16.19,12.77,6.28,0.787,0.388,0.49,DnaJ domain-containing protein,Protein fate,Protein folding and stabilization,,Cytoplasm,,SYNPCC7002_A1738,locus_tag: Locus tag
SYNPCC7002_A2059,,70.68,22.98,47.09,0.325,0.667,2.05,uncharacterized protein similar to the N-terminal domain of Lon protease,Protein fate,"Degradation of proteins, peptides, and glycopeptides",,Cytoplasm,,SYNPCC7002_A2059,locus_tag: Locus tag
SYNPCC7002_A1746,hypB,49.64,17.87,39.24,0.36,0.794,2.2,NiFe hydrogenase and urease nickel insertion protein HypB,Protein fate,Protein modification and repair,Electron transfer - hydrogenase,Cytoplasm,,SYNPCC7002_A1746,locus_tag: Locus tag
SYNPCC7002_A1193,clpR,100.89,38.3,86.33,0.38,0.855,2.25,ATP-dependent protease proteolytic subunit ClpR,Protein fate,"Degradation of proteins, peptides, and glycopeptides",,Cytoplasm,,SYNPCC7002_A1193,locus_tag: Locus tag
SYNPCC7002_A0203,hypB,21.58,2.55,6.28,0.118,0.291,2.46,[NiFe] hydrogenase nickel incorporation-associated protein HypB,Protein fate,Protein modification and repair,NiFe hydrogenase,Cytoplasm,,SYNPCC7002_A0203,locus_tag: Locus tag
SYNPCC7002_A2457,groES,94.42,33.19,87.9,0.352,0.935,2.65,heat shock protein 60 family co-chaperone GroES,Protein fate,Protein folding and stabilization,Heat shock response,Cytoplasm,HrcA,SYNPCC7002_A2457,locus_tag: Locus tag
SYNPCC7002_A0600,,31.83,10.21,28.25,0.321,0.885,2.77,Zn-dependent M48 family protease with chaperone function,Protein fate,"Degradation of proteins, peptides, and glycopeptides",,Inner Membrane (1 transmembrane span),,SYNPCC7002_A0600,locus_tag: Locus tag
SYNPCC7002_A1244,trxA,5.4,2.55,7.85,0.474,1.449,3.07,thiol:disulfide interchange protein TrxA,Protein fate,Protein folding and stabilization,,Periplasm,,SYNPCC7002_A1244,locus_tag: Locus tag
SYNPCC7002_A1671,,21.58,7.66,32.96,0.355,1.538,4.3,M50 family intramembrane metalloprotease,Protein fate,"Degradation of proteins, peptides, and glycopeptides",,Inner Membrane (6 transmembrane span),,SYNPCC7002_A1671,locus_tag: Locus tag
SYNPCC7002_A2343,map,33.45,5.11,25.11,0.153,0.752,4.92,methionine aminopeptidase Map,Protein fate,Protein modification and repair,,Cytoplasm,,SYNPCC7002_A2343,locus_tag: Locus tag
SYNPCC7002_A2703,,6.47,2.55,12.56,0.394,1.923,4.92,family S33 protease,Protein fate,"Degradation of proteins, peptides, and glycopeptides",,Cytoplasm,,SYNPCC7002_A2703,locus_tag: Locus tag
SYNPCC7002_A2512,dnaJ,5.93,0.12,3.14,0.021,0.529,25.52,chaperone DnaJ domain-containing protein,Protein fate,Protein folding and stabilization,,Cytoplasm,,SYNPCC7002_A2512,locus_tag: Locus tag
SYNPCC7002_A0084,birA,6.47,0.12,4.71,0.019,0.73,38.28,bifunctional biotin operon repressor/biotin-[acetyl-CoA-carboxylase] ligase BirA,Protein fate,Protein modification and repair,Biotin (B7) biosynthesis and salvage,Cytoplasm,,SYNPCC7002_A0084,locus_tag: Locus tag
SYNPCC7002_A0262,lipB,3.78,0.12,6.28,0.033,1.667,51.05,lipoate-protein ligase B (lipoyl-[acyl-carrier protein]-protein-N-lipoyltransferase) LipB,Protein fate,Protein modification and repair,Lipoic acid metabolism,Cytoplasm,,,unresolved
SYNPCC7002_A0969,,4.32,0.12,9.42,0.028,2.174,76.57,family M42 peptidase,Protein fate,"Degradation of proteins, peptides, and glycopeptides",,Cytoplasm,,SYNPCC7002_A0969,locus_tag: Locus tag
SYNPCC7002_A1821,nblA,23.74,0.12,9.42,0.005,0.397,76.57,phycobilisome degradation protein NblA,Protein fate,General,Phycobilisome,Cytoplasm,,SYNPCC7002_A1821,locus_tag: Locus tag
SYNPCC7002_A2281,clpS,8.09,0.12,20.41,0.015,2.5,165.9,ATP-dependent Clp protease adaptor protein ClpS,Protein fate,"Degradation of proteins, peptides, and glycopeptides",,Cytoplasm,,SYNPCC7002_A2281,locus_tag: Locus tag
SYNPCC7002_A1453,aat,3.24,17.87,4.71,5.556,1.449,0.26,leucyl/phenylalanyl-tRNA--protein transferase Aat,Protein synthesis,tRNA and rRNA base modification,Transfer RNA Biogenesis,Cytoplasm,,SYNPCC7002_A1453,locus_tag: Locus tag
SYNPCC7002_A0387,glyQ,9.71,20.43,6.28,2.083,0.645,0.31,glycyl-tRNA synthetase alpha subunit GlyQ,Protein synthesis,tRNA aminoacylation,Transfer RNA Biogenesis,Cytoplasm,,SYNPCC7002_A0387,locus_tag: Locus tag
SYNPCC7002_A2762,,21.04,148.08,45.52,7.143,2.174,0.31,ribosome-associated protein YbcJ,Protein synthesis,Ribosomal proteins: synthesis and modification,Ribosome biogenesis,Cytoplasm,,SYNPCC7002_A2762,locus_tag: Locus tag
SYNPCC7002_A0281,queC,22.66,104.68,36.1,4.545,1.587,0.34,queuosine biosynthesis ATPase QueC,Protein synthesis,tRNA and rRNA base modification,Transfer RNA biogenesis,Cytoplasm,,SYNPCC7002_A0281,locus_tag: Locus tag
SYNPCC7002_A1656,proS,15.65,91.91,37.67,5.882,2.381,0.41,prolyl-tRNA synthetase ProS,Protein synthesis,tRNA aminoacylation,Transfer RNA Biogenesis,Cytoplasm,,SYNPCC7002_A1656,locus_tag: Locus tag
SYNPCC7002_A1719,mnmC2,5.4,7.66,3.14,1.429,0.581,0.41,tRNA methyltransferase MnmC2,Protein synthesis,tRNA and rRNA base modification,tRNA modification,Cytoplasm,,SYNPCC7002_A1719,locus_tag: Locus tag
SYNPCC7002_A2780,tgt,7.55,17.87,7.85,2.381,1.042,0.44,tRNA-guanine transglycosylase Tgt,Protein synthesis,tRNA and rRNA base modification,Transfer RNA Biogenesis,Cytoplasm,,SYNPCC7002_A2780,locus_tag: Locus tag
SYNPCC7002_A2357,rsuA,15.65,250.21,117.72,16.667,7.692,0.47,16S rRNA pseudouridylate 516 synthase RsuA,Protein synthesis,tRNA and rRNA base modification,Ribosome biogenesis,Cytoplasm,,SYNPCC7002_A2357,locus_tag: Locus tag
SYNPCC7002_A0955,rpsA,329.65,740.41,362.59,2.222,1.099,0.49,30S ribosomal protein S1 RpsA,Protein synthesis,Ribosomal proteins: synthesis and modification,Ribosome,Cytoplasm,,SYNPCC7002_A0955,locus_tag: Locus tag
SYNPCC7002_A2061,tufA,718.65,3201.63,1561.82,4.545,2.174,0.49,translation elongation factor Tu TufA,Protein synthesis,Translation factors,Elongation factors,Cytoplasm,,SYNPCC7002_A2061,locus_tag: Locus tag
SYNPCC7002_A2062,fusA,586.47,2951.42,1459.79,5.0,2.5,0.49,translation elongation factor G FusA,Protein synthesis,Translation factors,Elongation factors,Cytoplasm,,SYNPCC7002_A2062,locus_tag: Locus tag
SYNPCC7002_A1943,,56.11,53.62,111.45,0.952,2.0,2.08,putative translation initiation factor SUI1,Protein synthesis,Translation factors,,Cytoplasm,,SYNPCC7002_A1943,locus_tag: Locus tag
SYNPCC7002_A0447,pheT,11.87,7.66,17.27,0.645,1.449,2.25,phenylalanyl-tRNA synthetase beta subunit PheT,Protein synthesis,tRNA aminoacylation,Aminoacyl-tRNA biosynthesis,Cytoplasm,,SYNPCC7002_A0447,locus_tag: Locus tag
SYNPCC7002_A0520,era,19.96,7.66,17.27,0.383,0.862,2.25,GTP-binding protein Era,Protein synthesis,Ribosomal proteins: synthesis and modification,Ribosome biogenesis,Cytoplasm,,SYNPCC7002_A0520,locus_tag: Locus tag
SYNPCC7002_A0385,rlmB,21.04,12.77,29.82,0.606,1.408,2.34,23S rRNA (guanosine2251-2'-O)-methyltransferase RlmB,Protein synthesis,tRNA and rRNA base modification,rRNA modification,Cytoplasm,,SYNPCC7002_A0385,locus_tag: Locus tag
SYNPCC7002_A1058,rplP,203.94,168.51,409.68,0.826,2.0,2.43,50S ribosomal protein L16 RplP,Protein synthesis,Ribosomal proteins: synthesis and modification,Ribosome,Cytoplasm,,SYNPCC7002_A1058,locus_tag: Locus tag
SYNPCC7002_A0988,rpmH,1372.56,245.1,627.87,0.179,0.457,2.56,50S ribosomal protein L34 RpmH,Protein synthesis,Ribosomal proteins: synthesis and modification,Ribosome,Cytoplasm,,SYNPCC7002_A0988,locus_tag: Locus tag
SYNPCC7002_A0684,rimK,6.47,5.11,14.13,0.787,2.174,2.77,ribosomal protein S6 glutaminyl transferase RimK,Protein synthesis,Ribosomal proteins: synthesis and modification,Ribosome biogenesis,Cytoplasm,,SYNPCC7002_A0684,locus_tag: Locus tag
SYNPCC7002_A0746,dusA,14.57,5.11,26.68,0.351,1.818,5.23,tRNA dihydrouridine synthase A DusA,Protein synthesis,tRNA and rRNA base modification,Transfer RNA biogenesis,Cytoplasm,,SYNPCC7002_A0746,locus_tag: Locus tag
SYNPCC7002_A0020,rsmD,13.49,2.55,17.27,0.189,1.282,6.76,rRNA small subunit methyltransferase RsmD,Protein synthesis,tRNA and rRNA base modification,Ribosome biogenesis,Cytoplasm,,SYNPCC7002_A0020,locus_tag: Locus tag
SYNPCC7002_A1495,pcnB,6.47,0.12,3.14,0.019,0.485,25.52,CC-adding tRNA nucleotidyltransferase PcnB,Protein synthesis,tRNA and rRNA base modification,Transfer RNA Biogenesis,Cytoplasm,,SYNPCC7002_A1495,locus_tag: Locus tag
SYNPCC7002_A0072,rbgA,5.93,0.12,9.42,0.021,1.587,76.57,50S ribosomal subunit maturation GTPase YlqF,Protein synthesis,Ribosomal proteins: synthesis and modification,Ribosome biogenesis,Cytoplasm,,SYNPCC7002_A0072,locus_tag: Locus tag
SYNPCC7002_A0266,guaB,279.48,620.41,246.44,2.222,0.885,0.4,inosine-5'-monophosphate dehydrogenase catalytic subunit GuaB,"Purines, pyrimidines, nucleosides, and nucleotides",Purine ribonucleotide biosynthesis,,Cytoplasm,,SYNPCC7002_A0266,locus_tag: Locus tag
SYNPCC7002_A2097,pyrC,7.01,22.98,9.42,3.226,1.351,0.41,dihydroorotase PyrC,"Purines, pyrimidines, nucleosides, and nucleotides",Pyrimidine ribonucleotide biosynthesis,,Cytoplasm,,SYNPCC7002_A2097,locus_tag: Locus tag
SYNPCC7002_A0155,dut,15.11,7.66,15.7,0.508,1.042,2.05,deoxyuridine 5'-triphosphate nucleotidohydrolase Dut,"Purines, pyrimidines, nucleosides, and nucleotides",2'-Deoxyribonucleotide metabolism,,Cytoplasm,,SYNPCC7002_A0155,locus_tag: Locus tag
SYNPCC7002_A1006,purU,4.32,10.21,21.98,2.381,5.0,2.15,formyltetrahydrofolate deformylase PurU,"Purines, pyrimidines, nucleosides, and nucleotides",Purine ribonucleotide biosynthesis,,Cytoplasm,,SYNPCC7002_A1006,locus_tag: Locus tag
SYNPCC7002_A2070,pyrC,10.25,2.55,6.28,0.249,0.613,2.46,dihydroorotase PyrC,"Purines, pyrimidines, nucleosides, and nucleotides",Pyrimidine ribonucleotide biosynthesis,,Cytoplasm,,SYNPCC7002_A2070,locus_tag: Locus tag
SYNPCC7002_A0792,trxB,42.08,10.21,28.25,0.243,0.671,2.77,thioredoxin reductase TrxB,"Purines, pyrimidines, nucleosides, and nucleotides",Pyrimidine ribonucleotide biosynthesis,,Cytoplasm,,SYNPCC7002_A0792,locus_tag: Locus tag
SYNPCC7002_A2826,purE,5.4,2.55,7.85,0.474,1.449,3.07,phosphoribosylaminoimidazole carboxylase catalytic subunit PurE,"Purines, pyrimidines, nucleosides, and nucleotides",Purine ribonucleotide biosynthesis,,Cytoplasm,,SYNPCC7002_A2826,locus_tag: Locus tag
SYNPCC7002_A0547,pyrF,7.01,2.55,9.42,0.364,1.351,3.69,orotidine 5'-phosphate decarboxylase PyrF,"Purines, pyrimidines, nucleosides, and nucleotides",Pyrimidine ribonucleotide biosynthesis,,Cytoplasm,,SYNPCC7002_A0547,locus_tag: Locus tag
SYNPCC7002_A0590,arsR,4.32,5.11,1.57,1.176,0.364,0.31,transcriptional regulator of arsenate resistance ArsR,Regulatory functions,DNA interactions,Detoxification - arsenate,Cytoplasm,ArsR,SYNPCC7002_A0590,locus_tag: Locus tag
SYNPCC7002_A2477,,54.49,750.62,237.02,14.286,4.348,0.32,diguanylate cyclase,Regulatory functions,Small molecule interactions,,Inner Membrane (1 transmembrane span),,SYNPCC7002_A2477,locus_tag: Locus tag
SYNPCC7002_G0036,,70.14,137.87,47.09,1.961,0.671,0.34,MerR family transcriptional regulator,Regulatory functions,DNA interactions,,Cytoplasm,,SYNPCC7002_G0036,locus_tag: Locus tag
SYNPCC7002_A1708,sphU,49.1,242.55,87.9,5.0,1.786,0.36,phosphate responsive transcriptional repressor of phosphate transport SphU,Regulatory functions,DNA interactions,Phosphate homeostasis,Cytoplasm,,SYNPCC7002_A1708,locus_tag: Locus tag
SYNPCC7002_A1769,,57.73,125.1,45.52,2.174,0.787,0.36,DeoR family transcriptional regulator,Regulatory functions,DNA interactions,,Cytoplasm,,SYNPCC7002_A1769,locus_tag: Locus tag
SYNPCC7002_A2167,,17.8,38.3,17.27,2.174,0.971,0.45,diguanylate phosphodiesterase,Regulatory functions,Small molecule interactions,c di-GMP turnover,Cytoplasm,,SYNPCC7002_A2167,locus_tag: Locus tag
SYNPCC7002_A1682,,15.11,84.25,39.24,5.556,2.632,0.47,serine/threonine protein kinase,Regulatory functions,Protein interactions,,Inner Membrane (3 transmembrane span),,SYNPCC7002_A1682,locus_tag: Locus tag
SYNPCC7002_A1836,perR,31.83,38.3,76.91,1.205,2.439,2.01,transcriptional regulator of hydrogen peroxide induced stress PerR,Regulatory functions,DNA interactions,Oxidative stress,Cytoplasm,,SYNPCC7002_A1836,locus_tag: Locus tag
SYNPCC7002_A1970,sigG,136.5,38.3,76.91,0.281,0.565,2.01,group 3 RNA polymerase sigma-70 subunit SigG,Regulatory functions,Protein interactions,,Cytoplasm,,SYNPCC7002_A1970,locus_tag: Locus tag
SYNPCC7002_A2358,,14.57,12.77,26.68,0.877,1.818,2.09,Xre family transcriptional regulator with DUF4115 domain,Regulatory functions,DNA interactions,,Inner Membrane (1 transmembrane span),,SYNPCC7002_A2358,locus_tag: Locus tag
SYNPCC7002_A0128,iscR,4.32,2.55,6.28,0.592,1.449,2.46,transcriptional repressor of Fe-S cluster biogenesis system IscR,Regulatory functions,DNA interactions,FeS cluster biosynthesis,Cytoplasm,,SYNPCC7002_A0128,locus_tag: Locus tag
SYNPCC7002_A2028,,59.89,25.53,62.79,0.426,1.053,2.46,cell envelope-related function transcriptional attenuator,Regulatory functions,General,,Inner Membrane (1 transmembrane span),,SYNPCC7002_A2028,locus_tag: Locus tag
SYNPCC7002_A1457,devH,19.42,7.66,20.41,0.394,1.053,2.66,cAMP-responsive transcriptional regulator of glycolipid layer formation DevH,Regulatory functions,DNA interactions,Glycolipid biosynthesis,Cytoplasm,,SYNPCC7002_A1457,locus_tag: Locus tag
SYNPCC7002_A0641,pedR,29.67,12.77,37.67,0.431,1.266,2.95,thioredoxin-responsive transcriptional regulator of photosynthesis and carbon fixation PedR,Regulatory functions,DNA interactions,Photosynthesis and CO2 fixation,Cytoplasm,PedR,SYNPCC7002_A0641,locus_tag: Locus tag
SYNPCC7002_A2622,sixA,11.87,5.11,15.7,0.431,1.316,3.07,phosphohistidine phosphatase SixA,Regulatory functions,Protein interactions,,Cytoplasm,,SYNPCC7002_A2622,locus_tag: Locus tag
SYNPCC7002_A0009,,10.25,2.55,12.56,0.249,1.22,4.92,Spx/MgsR family transcriptional regulator,Regulatory functions,DNA interactions,,Cytoplasm,,SYNPCC7002_A0009,locus_tag: Locus tag
SYNPCC7002_D0006,nhlE,2.7,2.55,17.27,0.943,6.25,6.76,cobalt-containing nitrile hydratase activator NhlE,Regulatory functions,Protein interactions,Nitrogen assimilation - Aliphatic nitriles,Cytoplasm,,SYNPCC7002_D0006,locus_tag: Locus tag
SYNPCC7002_G0104,pchR,61.51,0.12,1.57,0.002,0.026,12.76,transcriptional regulator PchR,Regulatory functions,DNA interactions,Iron homeostasis,Cytoplasm,Fur,SYNPCC7002_G0104,locus_tag: Locus tag
SYNPCC7002_A2498,zur,7.01,0.12,4.71,0.018,0.671,38.28,Zn2+-responsive transcriptional regulator of zinc homeostasis Zur,Regulatory functions,DNA interactions,Zinc homeostasis,Cytoplasm,Zur,SYNPCC7002_A2498,locus_tag: Locus tag
SYNPCC7002_G0065,,6.47,0.12,4.71,0.019,0.73,38.28,MarR family transcriptional regulator,Regulatory functions,DNA interactions,,Cytoplasm,,SYNPCC7002_G0065,locus_tag: Locus tag
SYNPCC7002_A1882,,9.71,0.12,17.27,0.013,1.786,140.38,bacteriophage repressor Xre family,Regulatory functions,DNA interactions,Bacteriophage,Cytoplasm,,SYNPCC7002_A1882,locus_tag: Locus tag
SYNPCC7002_A2110,,17.8,0.12,18.84,0.007,1.053,153.14,SigH anti-sigma factor,Regulatory functions,Protein interactions,,Cytoplasm,,SYNPCC7002_A2110,locus_tag: Locus tag
SYNPCC7002_G0160,,2.7,7.66,1.57,2.857,0.581,0.2,signal transduction system-associated metal-binding protein,Signal transduction,General,,Cytoplasm,,SYNPCC7002_G0160,locus_tag: Locus tag
SYNPCC7002_A2869,,62.59,635.73,155.4,10.0,2.5,0.24,two component signal transduction system response regulator with diguanylate cyclase/phosphodiesterase activity,Signal transduction,Two-component systems,,Cytoplasm,,SYNPCC7002_A2869,locus_tag: Locus tag
SYNPCC7002_A1451,,4.32,25.53,7.85,5.882,1.818,0.31,two component signal transduction system histidine kinase with HAMP domain,Signal transduction,Two-component systems,,Inner Membrane (2 transmembrane span),,SYNPCC7002_A1451,locus_tag: Locus tag
SYNPCC7002_G0158,,14.03,10.21,3.14,0.73,0.224,0.31,two component signal transduction system response regulator,Signal transduction,Two-component systems,,Cytoplasm,,SYNPCC7002_G0158,locus_tag: Locus tag
SYNPCC7002_A1224,,231.46,45.96,17.27,0.198,0.075,0.38,two component signal transduction system response regulator,Signal transduction,Two-component systems,,Cytoplasm,,SYNPCC7002_A1224,locus_tag: Locus tag
SYNPCC7002_A0288,kaiB,149.45,114.89,48.66,0.769,0.326,0.42,circadian clock oscillator protein KaiB,Signal transduction,General,Circadian clock,Cytoplasm,,SYNPCC7002_A0288,locus_tag: Locus tag
SYNPCC7002_A0218,,73.38,74.04,32.96,1.01,0.448,0.45,two component signal transduction system response regulator OmpR family,Signal transduction,Two-component systems,,Cytoplasm,,SYNPCC7002_A0218,locus_tag: Locus tag
SYNPCC7002_A1261,,28.06,2.55,10.99,0.091,0.392,4.3,two component signal transduction system hybrid histidine kinase with PAS sensory domain,Signal transduction,Two-component systems,,Inner Membrane (2 transmembrane span),,SYNPCC7002_A1261,locus_tag: Locus tag
SYNPCC7002_A0997,,29.13,2.55,14.13,0.088,0.485,5.53,two component signal transduction system phosphotransferase,Signal transduction,Two-component systems,,Cytoplasm,,SYNPCC7002_A0997,locus_tag: Locus tag
SYNPCC7002_A0865,,11.87,0.12,4.71,0.01,0.397,38.28,two component signal transduction system histidine kinase with PAS domain,Signal transduction,Two-component systems,,Cytoplasm,,SYNPCC7002_A0865,locus_tag: Locus tag
SYNPCC7002_G0061,hik20,12.41,0.12,7.85,0.01,0.633,63.81,potassium-responsive two component signal transduction system histidine kinase Hik20,Signal transduction,Two component systems,Potassium homeostasis,Inner Membrane (4 transmembrane span),Fur,SYNPCC7002_G0061,locus_tag: Locus tag
SYNPCC7002_A0859,,7.55,0.12,10.99,0.016,1.449,89.33,two component signal transduction system response regulator AraC family,Signal transduction,Two-component systems,,Cytoplasm,,SYNPCC7002_A0859,locus_tag: Locus tag
SYNPCC7002_A1325,,6.47,2.55,7.85,0.394,1.22,3.07,tRNA nucleotidyltransferase A-adding,Transcription,RNA processing,Transfer RNA Biogenesis,Cytoplasm,,SYNPCC7002_A1325,locus_tag: Locus tag
SYNPCC7002_A2077,rph,11.33,0.12,7.85,0.011,0.694,63.81,ribonuclease PH Rph,Transcription,RNA processing,Ribosome biogenesis,Cytoplasm,,SYNPCC7002_A2077,locus_tag: Locus tag
SYNPCC7002_A0614,rpoZ,18.88,0.12,17.27,0.007,0.917,140.38,DNA-directed RNA polymerase omega subunit RpoZ,Transcription,DNA-dependent RNA polymerase,,Cytoplasm,,SYNPCC7002_A0614,locus_tag: Locus tag
SYNPCC7002_A1940,evrB,3.78,15.32,3.14,4.0,0.833,0.2,ethyl (methyl; benzyl) viologen export pump EvrB,Transport and binding proteins,Unknown substrate,,Inner Membrane (6 transmembrane span),,SYNPCC7002_A1940,locus_tag: Locus tag
SYNPCC7002_A2024,,1.08,7.66,1.57,7.143,1.449,0.2,MEX family chloroplast maltose exporter,Transport and binding proteins,Unknown substrate,,Inner Membrane (8 transmembrane span),,SYNPCC7002_A2024,locus_tag: Locus tag
