locus_tag,number,log2_fold_change,standard_deviation,standard_error,p_value,category,definition,time_point,resolved_locus_tag,resolution_method
PMM0800,2,0.63,1.46,1.03,0.64,Conserved hypothetical protein,conserved hypothetical protein,12h,PMM0800,locus_tag:locus_tag
PMM0801,2,-1.39,0.62,0.44,0.1,Conserved hypothetical protein,conserved hypothetical protein,12h,PMM0801,locus_tag:locus_tag
PMM0802,2,0.97,1.8,1.27,1.0,"DNA replication, recombination, and repair",putative endonuclease,12h,PMM0802,locus_tag:locus_tag
PMM0804,2,1.95,0.54,0.38,0.23,Other,ferritin,12h,PMM0804,locus_tag:locus_tag
PMM0806,2,1.36,0.49,0.35,0.38,Regulatory functions,"Bacterial regulatory proteins, Crp family",12h,PMM0806,locus_tag:locus_tag
PMM0810,2,1.79,0.81,0.57,0.01,Conserved hypothetical protein,hypothetical,12h,PMM0810,locus_tag:locus_tag
PMM0812,2,1.85,4.26,3.01,0.73,Conserved hypothetical protein,hypothetical,12h,PMM0812,locus_tag:locus_tag
PMM0814,2,-1.4,0.13,0.09,0.04,Other,possible Cytochrome oxidase c subunit VIb,12h,PMM0814,locus_tag:locus_tag
PMM0815,2,4.86,0.76,0.53,0.0,Adaptations and atypical conditions,possible high light inducible protein,12h,PMM0815,locus_tag:locus_tag
PMM0816,2,4.64,1.86,1.32,0.0,Adaptations and atypical conditions,possible high light inducible protein,12h,PMM0816,locus_tag:locus_tag
PMM0817,2,3.14,0.62,0.44,0.0,Adaptations and atypical conditions,possible high light inducible protein,12h,PMM0817,locus_tag:locus_tag
PMM0818,2,2.92,0.78,0.55,0.0,Adaptations and atypical conditions,possible high light inducible protein,12h,PMM0818,locus_tag:locus_tag
PMM0819,2,2.83,0.74,0.52,0.0,Conserved hypothetical protein,hypothetical,12h,PMM0819,locus_tag:locus_tag
PMM0821,2,0.61,0.49,0.35,0.97,Conserved hypothetical protein,conserved hypothetical protein,12h,PMM0821,locus_tag:locus_tag
PMM0824,2,0.52,0.03,0.02,0.99,Conserved hypothetical protein,conserved hypothetical protein,12h,PMM0824,locus_tag:locus_tag
PMM0828,2,0.87,0.28,0.2,0.1,Other,S4 domain,12h,PMM0828,locus_tag:locus_tag
PMM0829,2,0.69,0.64,0.46,0.94,Other,Triosephosphate isomerase,12h,PMM0829,locus_tag:locus_tag
PMM0835,2,-0.96,0.93,0.66,0.48,Conserved hypothetical protein,conserved hypothetical protein,12h,PMM0835,locus_tag:locus_tag
PMM0844,2,-1.58,0.41,0.29,0.07,Adaptations and atypical conditions,phytochrome-regulated gene,12h,PMM0844,locus_tag:locus_tag
PMM0845,2,0.9,0.02,0.01,0.53,Conserved hypothetical protein,conserved hypothetical protein,12h,PMM0845,locus_tag:locus_tag
PMM0846,2,0.43,0.52,0.37,1.0,Other,"possible Uncharacterized secreted proteins, Ya",12h,PMM0846,locus_tag:locus_tag
PMM0847,2,-0.03,1.46,1.03,0.98,Drug and analog sensitivity,putative acetazolamide conferring resistance protein Zam,12h,PMM0847,locus_tag:locus_tag
PMM0851,2,-0.54,1.22,0.86,0.26,Other,Putative CbbY homolog,12h,PMM0851,locus_tag:locus_tag
PMM0852,2,2.6,1.49,1.05,0.01,Conserved hypothetical protein,conserved hypothetical protein,12h,PMM0852,locus_tag:locus_tag
PMM0853,2,-0.39,1.76,1.24,0.56,Ribosomal proteins,50S ribosomal protein L32,12h,PMM0853,locus_tag:locus_tag
PMM0856,2,-0.27,0.3,0.21,0.91,Detoxification,thioredoxin peroxidase,12h,PMM0856,locus_tag:locus_tag
PMM0857,2,-2.45,0.26,0.19,0.0,Other,possible Influenza RNA-dependent RNA polymeras,12h,PMM0857,locus_tag:locus_tag
PMM0858,2,2.89,0.21,0.15,0.0,Conserved hypothetical protein,hypothetical,12h,PMM0858,locus_tag:locus_tag
PMM0861,2,-1.21,0.09,0.06,1.0,Transport and binding proteins,possible Virion host shutoff protein,12h,PMM0861,locus_tag:locus_tag
PMM0863,2,-0.2,1.01,0.71,0.7,"Cobalamin, heme, phycobilin and porphyrin",putative cobinamide kinase,12h,PMM0863,locus_tag:locus_tag
PMM0864,2,-1.7,1.77,1.25,0.04,Other,possible Fusion glycoprotein F0.,12h,PMM0864,locus_tag:locus_tag
PMM0867,2,-0.48,0.82,0.58,0.64,Aminoacyl tRNA synthetases and tRNA modification,Methionyl-tRNA synthetase,12h,PMM0867,locus_tag:locus_tag
PMM0869,2,-2.25,1.41,0.99,0.0,Ribosomal proteins,30S Ribosomal protein S18,12h,PMM0869,locus_tag:locus_tag
PMM0870,2,-2.68,1.09,0.77,0.0,Ribosomal proteins,50S Ribosomal protein L33,12h,PMM0870,locus_tag:locus_tag
PMM0872,2,-0.65,0.11,0.08,0.63,Other,possible Carboxylesterase,12h,PMM0872,locus_tag:locus_tag
PMM0876,2,-3.82,3.57,2.52,0.01,Conserved hypothetical protein,conserved hypothetical,12h,PMM0876,locus_tag:locus_tag
PMM0878,2,-1.03,0.69,0.49,0.42,Branched chain family,putative Branched-chain amino acid aminotransferase,12h,PMM0878,locus_tag:locus_tag
PMM0881,2,0.28,2.45,1.74,0.64,Conserved hypothetical protein,conserved hypothetical protein,12h,PMM0881,locus_tag:locus_tag
PMM0883,2,0.64,0.37,0.26,0.95,Conserved hypothetical protein,conserved hypothetical protein,12h,PMM0883,locus_tag:locus_tag
PMM0893,2,-0.71,0.49,0.35,0.46,Riboflavin,"possible GTP cyclohydrolase II / 3,4-dihydroxy-2-butanone 4-phosphate synthase",12h,PMM0893,locus_tag:locus_tag
PMM0894,2,-0.87,0.02,0.01,0.22,Protein modification and translation factors,Cyclophilin-type peptidyl-prolyl cis-trans isomerase,12h,PMM0894,locus_tag:locus_tag
PMM0896,2,1.03,1.73,1.22,1.0,Chaperones,DnaJ2 protein,12h,PMM0896,locus_tag:locus_tag
PMM0897,2,0.59,0.22,0.15,1.0,Chaperones,"Molecular chaperone DnaK, heat shock protein hsp70",12h,PMM0897,locus_tag:locus_tag
PMM0898,2,-0.35,0.96,0.68,0.71,Soluble electron carriers,"ferredoxin, petF-like protein",12h,PMM0898,locus_tag:locus_tag
PMM0899,2,1.39,0.34,0.24,0.23,Regulatory functions,Possible myo-inositol-1(or 4)-monophosphatase,12h,PMM0899,locus_tag:locus_tag
PMM0901,2,-2.15,1.13,0.8,0.0,Chaperones,heat shock protein HtpG,12h,PMM0901,locus_tag:locus_tag
PMM0902,2,-1.17,0.03,0.02,0.19,Ribosomal proteins,50S ribosomal protein L28,12h,PMM0902,locus_tag:locus_tag
PMM0906,2,-0.14,2.19,1.55,0.46,Photosystem I,Photosystem I PsaK protein (subunit X),12h,PMM0906,locus_tag:locus_tag
PMM0907,2,-0.98,0.26,0.19,0.26,Sugars,1-deoxy-D-xylulose 5-phosphate synthase,12h,PMM0907,locus_tag:locus_tag
PMM0910,2,1.74,1.17,0.83,0.2,Conserved hypothetical protein,conserved hypothetical membrane protein,12h,PMM0910,locus_tag:locus_tag
PMM0912,2,0.16,0.64,0.45,0.76,Other,Pyruvate kinase,12h,PMM0912,locus_tag:locus_tag
PMM0913,2,1.06,0.06,0.04,0.45,Transport and binding proteins,possible ABC transporter,12h,PMM0913,locus_tag:locus_tag
PMM0919,2,0.5,0.12,0.09,0.88,Branched chain family,serine:pyruvate/alanine:glyoxylate aminotransferase,12h,PMM0919,locus_tag:locus_tag
PMM0920,2,2.85,0.14,0.1,0.0,Glutamate family / Nitrogen assimilation,"Glutamine synthetase, glutamate-ammonia ligase",12h,PMM0920,locus_tag:locus_tag
PMM0922,2,0.42,0.56,0.4,1.0,Conserved hypothetical protein,conserved hypothetical protein,12h,PMM0922,locus_tag:locus_tag
PMM0923,2,-4.63,2.06,1.46,0.0,Conserved hypothetical protein,conserved hypothetical protein,12h,PMM0923,locus_tag:locus_tag
PMM0926,2,-1.68,0.28,0.2,0.02,Photosystem II,possible Photosystem II reaction center Psb28 protein,12h,PMM0926,locus_tag:locus_tag
PMM0930,2,-0.98,0.18,0.13,0.27,Other,Pyruvate dehydrogenase E1 beta subunit,12h,PMM0930,locus_tag:locus_tag
PMM0934,2,-0.25,0.52,0.36,0.94,Conserved hypothetical protein,conserved hypothetical protein,12h,PMM0934,locus_tag:locus_tag
PMM0936,2,0.36,0.65,0.46,1.0,"DNA replication, recombination, and repair",putative SOS mutagenesis protein UmuD,12h,PMM0936,locus_tag:locus_tag
PMM0941,2,0.66,0.41,0.29,0.91,Other,possible cAMP phosphodiesterases class-II,12h,PMM0941,locus_tag:locus_tag
PMM0942,2,0.93,0.45,0.32,0.69,"DNA replication, recombination, and repair",putative holliday junction DNA helicase RuvA,12h,PMM0942,locus_tag:locus_tag
PMM0943,2,-2.32,1.41,1.0,0.04,Ribosomal proteins,30S Ribosomal protein S15,12h,PMM0943,locus_tag:locus_tag
PMM0946,2,-0.09,0.08,0.06,0.73,Aminoacyl tRNA synthetases and tRNA modification,Glutamyl-tRNA(Gln) amidotransferase A subunit,12h,PMM0946,locus_tag:locus_tag
PMM0947,2,-1.49,0.14,0.1,0.27,Conserved hypothetical protein,conserved hypothetical protein,12h,PMM0947,locus_tag:locus_tag
PMM0949,2,0.68,2.01,1.42,0.76,Conserved hypothetical protein,conserved hypothetical protein,12h,PMM0949,locus_tag:locus_tag
PMM0950,2,-0.23,1.15,0.81,0.51,Other,No Cyanobase Name,12h,PMM0950,locus_tag:locus_tag
PMM0953,2,1.21,0.72,0.51,0.49,Conserved hypothetical protein,conserved hypothetical protein,12h,PMM0953,locus_tag:locus_tag
PMM0954,2,0.29,0.14,0.1,0.82,Transport and binding proteins,"ABC transporter, multidrug efflux family",12h,PMM0954,locus_tag:locus_tag
PMM0955,2,1.47,0.2,0.14,0.21,Protein modification and translation factors,Peptide methionine sulfoxide reductase,12h,PMM0955,locus_tag:locus_tag
PMM0957,2,1.25,0.56,0.39,0.27,Regulatory functions,possible GRAM domain,12h,PMM0957,locus_tag:locus_tag
PMM0958,2,0.8,0.91,0.64,0.53,Conserved hypothetical protein,conserved hypothetical,12h,PMM0958,locus_tag:locus_tag
PMM0963,2,1.2,0.31,0.22,0.38,Nitrogen metabolism,Urease alpha subunit,12h,PMM0963,locus_tag:locus_tag
PMM0964,2,2.37,1.71,1.21,0.01,Nitrogen metabolism,Urease beta subunit,12h,PMM0964,locus_tag:locus_tag
PMM0965,2,2.6,0.35,0.25,0.0,Nitrogen metabolism,Urease gamma subunit,12h,PMM0965,locus_tag:locus_tag
PMM0966,2,2.36,1.39,0.98,0.02,Nitrogen metabolism,urease accessory protein UreD,12h,PMM0966,locus_tag:locus_tag
PMM0969,2,1.75,1.99,1.41,0.02,Nitrogen metabolism,urease accessory protein UreG,12h,PMM0969,locus_tag:locus_tag
PMM0970,2,4.07,0.46,0.33,0.0,Transport and binding proteins,"putative urea ABC transporter, substrate binding protein",12h,PMM0970,locus_tag:locus_tag
PMM0971,2,2.37,0.98,0.69,0.0,Transport and binding proteins,putative urea ABC transporter,12h,PMM0971,locus_tag:locus_tag
PMM0974,2,0.09,0.32,0.23,0.94,Transport and binding proteins,Putative ATP-binding subunit of urea ABC transport system,12h,PMM0974,locus_tag:locus_tag
PMM0975,2,1.03,1.04,0.74,0.43,Conserved hypothetical protein,conserved hypothetical protein,12h,PMM0975,locus_tag:locus_tag
PMM0982,2,0.54,0.31,0.22,0.82,"DNA replication, recombination, and repair",HNH endonuclease:HNH nuclease,12h,PMM0982,locus_tag:locus_tag
PMM0983,2,-1.42,1.06,0.75,0.07,"Fatty acid, phospholipid and sterol metabolism",possible ATP synthase protein 8,12h,PMM0983,locus_tag:locus_tag
PMM0987,2,-2.96,0.2,0.14,0.0,Ribosomal proteins,30S Ribosomal protein S21,12h,PMM0987,locus_tag:locus_tag
PMM0988,2,2.25,2.32,1.64,0.01,Regulatory functions,Helix-hairpin-helix DNA-binding motif class 1,12h,PMM0988,locus_tag:locus_tag
PMM0993,2,-3.79,1.24,0.88,0.0,Conserved hypothetical protein,conserved hypothetical protein,12h,PMM0993,locus_tag:locus_tag
PMM0996,2,3.51,1.48,1.04,0.0,Conserved hypothetical protein,conserved hypothetical protein,12h,PMM0996,locus_tag:locus_tag
PMM0997,2,0.45,0.14,0.1,0.83,Conserved hypothetical protein,possible Protein of unknown function DUF67,12h,PMM0997,locus_tag:locus_tag
PMM0998,2,1.53,0.24,0.17,0.19,Conserved hypothetical protein,conserved hypothetical protein,12h,PMM0998,locus_tag:locus_tag
PMM0999,2,-0.17,0.2,0.14,1.0,Conserved hypothetical protein,hypothetical,12h,PMM0999,locus_tag:locus_tag
PMM1003,2,-1.4,0.97,0.69,0.09,Photosystem II,possible Photosystem II reaction centre N prot,12h,PMM1003,locus_tag:locus_tag
PMM1005,2,0.04,0.21,0.15,0.76,Regulatory functions,possible Legume lectins alpha domain,12h,PMM1005,locus_tag:locus_tag
PMM1008,2,0.68,2.18,1.54,0.9,Conserved hypothetical protein,hypothetical,12h,PMM1008,locus_tag:locus_tag
PMM1015,2,3.02,0.58,0.41,0.0,Conserved hypothetical protein,conserved hypothetical protein,12h,PMM1015,locus_tag:locus_tag
PMM1026,2,0.88,0.17,0.12,0.57,Conserved hypothetical protein,conserved hypothetical protein,12h,PMM1026,locus_tag:locus_tag
PMM1030,2,-2.5,0.96,0.68,0.0,Regulatory functions,Ferric uptake regulator family,12h,PMM1030,locus_tag:locus_tag
PMM1031,2,2.96,1.18,0.83,0.0,Transport and binding proteins,"ABC transporter, ATP binding domain, possibly Mn transport",12h,PMM1031,locus_tag:locus_tag
PMM1032,2,3.65,0.09,0.06,0.0,Transport and binding proteins,"ABC transporter, substrate binding protein, possibly Mn.",12h,PMM1032,locus_tag:locus_tag
PMM1033,2,0.15,0.33,0.23,0.76,Protein modification and translation factors,Cobalamin synthesis protein/P47K,12h,PMM1033,locus_tag:locus_tag
PMM1039,2,-1.55,0.14,0.1,0.07,Conserved hypothetical protein,conserved hypothetical protein,12h,PMM1039,locus_tag:locus_tag
PMM1042,2,-1.63,0.13,0.09,0.01,Conserved hypothetical protein,conserved hpothetical protein,12h,PMM1042,locus_tag:locus_tag
PMM1045,2,0.96,0.53,0.38,1.0,Conserved hypothetical protein,conserved hypothetical,12h,PMM1045,locus_tag:locus_tag
PMM1054,2,1.17,0.41,0.29,0.4,"DNA replication, recombination, and repair",Crossover junction endodeoxyribonuclease RuvC,12h,PMM1054,locus_tag:locus_tag
PMM1055,2,-1.42,0.41,0.29,0.1,"Cobalamin, heme, phycobilin and porphyrin","Protoporphyrin IX Magnesium chelatase, ChlI subunit",12h,PMM1055,locus_tag:locus_tag
PMM1058,2,0.17,0.56,0.4,0.88,Cytochrome b6/f complex,"Cytochrome b6/f complex, subunit V",12h,PMM1058,locus_tag:locus_tag
PMM1060,2,0.41,0.58,0.41,1.0,Other,Glutamine amidotransferase class-I,12h,PMM1060,locus_tag:locus_tag
PMM1061,2,-0.26,0.69,0.49,0.88,Thiamine,Thioredoxin,12h,PMM1061,locus_tag:locus_tag
PMM1063,2,0.58,1.57,1.11,0.97,"DNA replication, recombination, and repair","DNA gyrase/topoisomerase IV, subunit A",12h,PMM1063,locus_tag:locus_tag
PMM1066,2,0.39,0.5,0.36,0.82,Branched chain family,2-isopropylmalate synthase,12h,PMM1066,locus_tag:locus_tag
PMM1067,2,0.09,0.21,0.15,0.95,WD repeat proteins,possible Adenoviral fiber protein (repeat/shaf,12h,PMM1067,locus_tag:locus_tag
PMM1069,2,-2.71,1.02,0.72,0.0,Folic acid,putuative bifunctional Methylenetetrahydrofolate dehydrogenase Methenyltetrahydrofolate/cyclohydrolase,12h,PMM1069,locus_tag:locus_tag
PMM1074,2,2.52,0.89,0.63,0.01,Other,Glucose-6-phosphate dehydrogenase,12h,PMM1074,locus_tag:locus_tag
PMM1075,2,1.14,0.33,0.24,0.51,Cytochrome b6/f complex,ferredoxin-NADP oxidoreductase (FNR),12h,PMM1075,locus_tag:locus_tag
PMM1077,2,0.56,0.07,0.05,0.94,Regulatory functions,two-component sensor histidine kinase,12h,PMM1077,locus_tag:locus_tag
PMM1078,2,0.67,0.6,0.42,0.64,Conserved hypothetical protein,conserved hypothetical,12h,PMM1078,locus_tag:locus_tag
PMM1079,2,-0.37,0.51,0.36,0.48,Regulatory functions,possible Villin headpiece domain,12h,PMM1079,locus_tag:locus_tag
PMM1080,2,1.11,0.91,0.64,0.35,Other,Ribose-phosphate pyrophosphokinase,12h,PMM1080,locus_tag:locus_tag
PMM1086,2,0.03,0.95,0.67,0.83,"Fatty acid, phospholipid and sterol metabolism",Alpha/beta hydrolase fold:Esterase/lipase/thioesterase family...,12h,PMM1086,locus_tag:locus_tag
PMM1088,2,0.27,0.12,0.08,0.75,"Degradation of proteins, peptides, and glycopeptides",ClpC,12h,PMM1088,locus_tag:locus_tag
PMM1090,2,0.45,0.82,0.58,1.0,Branched chain family,Diaminopimelate decarboxylase,12h,PMM1090,locus_tag:locus_tag
PMM1091,2,0.33,0.14,0.1,1.0,Conserved hypothetical protein,conserved hypothetical protein,12h,PMM1091,locus_tag:locus_tag
PMM1092,2,0.74,0.34,0.24,0.8,Other,Undecaprenyl pyrophosphate synthetase (UPPS),12h,PMM1092,locus_tag:locus_tag
PMM1098,2,0.0,0.86,0.61,0.71,Photosystem II,photosystem II oxygen evolving complex protein PsbP,12h,PMM1098,locus_tag:locus_tag
PMM1107,2,-0.22,0.12,0.08,0.67,Pyridoxine,Pyridoxal phosphate biosynthetic protein PdxJ,12h,PMM1107,locus_tag:locus_tag
PMM1111,2,-1.13,0.3,0.21,0.4,Other,Glutaredoxin-related protein,12h,PMM1111,locus_tag:locus_tag
PMM1113,2,-0.82,0.11,0.08,0.35,Regulatory functions,two-component response regulator,12h,PMM1113,locus_tag:locus_tag
PMM1116,2,-1.18,0.29,0.2,0.07,Cell division,NAD binding site:Glucose inhibited division protein A family,12h,PMM1116,locus_tag:locus_tag
PMM1117,2,-1.2,0.15,0.11,0.17,Photosystem II,possible Photosystem II reaction center Y protein (PsbY),12h,PMM1117,locus_tag:locus_tag
PMM1118,2,1.46,0.0,0.0,1.0,Adaptations and atypical conditions,possible high light inducible protein,12h,PMM1118,locus_tag:locus_tag
PMM1119,2,1.63,0.34,0.24,0.59,"Membranes, lipoproteins and porins",possible porin,12h,PMM1119,locus_tag:locus_tag
PMM1121,2,1.74,0.31,0.22,1.0,"Membranes, lipoproteins and porins",possible porin,12h,PMM1121,locus_tag:locus_tag
PMM1123,2,2.08,0.84,0.59,0.13,Hydrogenase,putative hydrogenase accessory protein,12h,PMM1123,locus_tag:locus_tag
PMM1124,2,0.45,0.7,0.49,0.85,Other,possible Natural resistance-associated macroph,12h,PMM1124,locus_tag:locus_tag
PMM1128,2,1.87,0.26,0.18,0.02,Adaptations and atypical conditions,possible high light inducible protein,12h,PMM1128,locus_tag:locus_tag
PMM1129,2,1.13,0.09,0.07,0.4,Regulatory functions,possible Notch (DSL) domain,12h,PMM1129,locus_tag:locus_tag
PMM1131,2,0.35,0.91,0.65,0.94,Conserved hypothetical protein,conserved hypothetical protein,12h,PMM1131,locus_tag:locus_tag
PMM1132,2,1.18,0.46,0.33,0.99,Conserved hypothetical protein,conserved hypothetical protein,12h,PMM1132,locus_tag:locus_tag
PMM1133,2,0.43,0.23,0.16,1.0,Conserved hypothetical protein,conserved hypothetical protein,12h,PMM1133,locus_tag:locus_tag
PMM1134,2,2.49,0.38,0.27,0.0,Other,possible Phosphatidylinositol-specific phospho,12h,PMM1134,locus_tag:locus_tag
PMM1135,2,2.58,0.68,0.48,0.0,Adaptations and atypical conditions,possible high light inducible protein,12h,PMM1135,locus_tag:locus_tag
PMM1138,2,0.41,1.2,0.85,1.0,Regulatory functions,probable GTP-binding protein,12h,PMM1138,locus_tag:locus_tag
PMM1139,2,0.47,1.89,1.33,1.0,Drug and analog sensitivity,possible membrane fusion protein,12h,PMM1139,locus_tag:locus_tag
PMM1145,2,1.14,0.15,0.1,0.42,Respiration,"putative nicotinamide nucleotide transhydrogenase, subunit beta",12h,PMM1145,locus_tag:locus_tag
PMM1146,2,1.42,0.19,0.13,0.34,Nicotinate and nicotinamide,"putative nicotinamide nucleotide transhydrogenase, subunit alpha 2 (A2)",12h,PMM1146,locus_tag:locus_tag
PMM1147,2,1.21,0.83,0.59,0.6,"DNA replication, recombination, and repair","putative nicotinamide nucleotide transhydrogenase, subunit alpha 1 (A1)",12h,PMM1147,locus_tag:locus_tag
PMM1148,2,-0.66,0.85,0.6,0.29,Protein modification and translation factors,possible EF-1 guanine nucleotide exchange doma,12h,PMM1148,locus_tag:locus_tag
PMM1149,2,1.55,0.42,0.3,0.24,Conserved hypothetical protein,conserved hypothetical,12h,PMM1149,locus_tag:locus_tag
PMM1150,2,1.54,0.86,0.61,0.19,Regulatory functions,putative thioredoxin reductase,12h,PMM1150,locus_tag:locus_tag
PMM1151,2,3.46,1.58,1.12,0.0,Protein modification and translation factors,translation initiation factor IF-1,12h,PMM1151,locus_tag:locus_tag
PMM1152,2,0.47,0.12,0.09,0.94,Photosystem II,putative chaperon-like protein for quinone binding in photosystem II,12h,PMM1152,locus_tag:locus_tag
PMM1154,2,1.98,0.33,0.23,0.01,Branched chain family,Acetolactate synthase small subunit,12h,PMM1154,locus_tag:locus_tag
PMM1156,2,-1.07,0.12,0.09,0.21,Photosystem I,photosystem I assembly related protein Ycf4,12h,PMM1156,locus_tag:locus_tag
PMM1157,2,2.04,1.07,0.76,0.53,Photosystem II,Photosystem II PsbD protein (D2),12h,PMM1157,locus_tag:locus_tag
PMM1158,2,1.56,0.69,0.49,1.0,Photosystem II,Photosystem II PsbC protein (CP43),12h,PMM1158,locus_tag:locus_tag
PMM1165,2,-0.11,0.39,0.27,0.77,Aminoacyl tRNA synthetases and tRNA modification,Glycyl-tRNA synthetase alpha subunit,12h,PMM1165,locus_tag:locus_tag
PMM1167,2,-0.3,0.66,0.47,0.65,Other,Macrophage migration inhibitory factor family,12h,PMM1167,locus_tag:locus_tag
PMM1168,2,-0.13,0.41,0.29,0.72,Conserved hypothetical protein,conserved hypothetical protein,12h,PMM1168,locus_tag:locus_tag
PMM1169,2,0.83,0.93,0.65,1.0,Conserved hypothetical protein,hypothetical,12h,PMM1169,locus_tag:locus_tag
PMM1170,2,-0.57,1.07,0.76,0.62,Conserved hypothetical protein,conserved hypothetical protein,12h,PMM1170,locus_tag:locus_tag
PMM1171,2,-2.64,1.03,0.73,0.0,Soluble electron carriers,Flavodoxin,12h,PMM1171,locus_tag:locus_tag
PMM1174,2,0.14,0.83,0.59,0.77,Conserved hypothetical protein,hypothetical,12h,PMM1174,locus_tag:locus_tag
PMM1176,2,0.26,1.78,1.26,0.72,Regulatory functions,"possible Helix-turn-helix protein, copG family",12h,PMM1176,locus_tag:locus_tag
PMM1179,2,-0.79,0.42,0.3,0.42,Regulatory functions,"putative SMR family transporter, possible pecM homologue",12h,PMM1179,locus_tag:locus_tag
PMM1180,2,-0.47,1.21,0.86,0.64,"Degradation of proteins, peptides, and glycopeptides",signal peptide peptidase SppA (protease IV),12h,PMM1180,locus_tag:locus_tag
PMM1183,2,-1.49,0.48,0.34,0.03,Ribosomal proteins,50S ribosomal protein L34,12h,PMM1183,locus_tag:locus_tag
PMM1184,2,-0.55,1.0,0.71,0.65,Degradation of RNA,Bacterial ribonuclease P protein component,12h,PMM1184,locus_tag:locus_tag
PMM1185,2,-0.32,0.65,0.46,0.57,Conserved hypothetical protein,conserved hypothetical protein,12h,PMM1185,locus_tag:locus_tag
PMM1186,2,0.36,0.09,0.06,0.78,Regulatory functions,Putative inner membrane protein; similar to 60 kDa inner membrane protein family,12h,PMM1186,locus_tag:locus_tag
PMM1188,2,0.27,0.05,0.04,1.0,Aminoacyl tRNA synthetases and tRNA modification,Seryl-tRNA synthetase,12h,PMM1188,locus_tag:locus_tag
PMM1190,2,-1.03,0.33,0.23,0.2,Ribosomal proteins,30S Ribosomal protein S14,12h,PMM1190,locus_tag:locus_tag
PMM1191,2,-1.43,0.71,0.5,0.11,"RNA synthesis, modification, and DNA transcription",polyribonucleotide nucleotidyltransferase,12h,PMM1191,locus_tag:locus_tag
PMM1192,2,1.4,0.2,0.14,0.24,Other,CysQ protein homolog,12h,PMM1192,locus_tag:locus_tag
PMM1204,2,0.76,0.19,0.13,0.59,"Surface polysaccharides, lipopolysaccharides and antigens glucose-1-phosphate cytidylyltransferase",,12h,PMM1204,locus_tag:locus_tag
PMM1205,2,-0.41,0.94,0.67,0.44,Sugars,"NDP-hexose 3,4-dehydratase",12h,PMM1205,locus_tag:locus_tag
PMM1229,2,-0.02,0.04,0.03,0.76,Respiration,"Dehydrogenase, E1 component",12h,PMM1229,locus_tag:locus_tag
PMM1234,2,0.46,1.32,0.93,1.0,Hydrogenase,Zinc-containing alcohol dehydrogenase superfamily,12h,PMM1234,locus_tag:locus_tag
PMM1235,2,0.26,0.46,0.32,1.0,Transport and binding proteins,possible N-terminal fragment of transketolase,12h,PMM1235,locus_tag:locus_tag
PMM1240,2,-4.52,1.41,1.0,0.0,Other,methyltransferase,12h,PMM1240,locus_tag:locus_tag
PMM1241,2,1.35,0.27,0.19,0.28,Conserved hypothetical protein,hypothetical protein,12h,PMM1241,locus_tag:locus_tag
PMM1244,2,-0.07,0.81,0.57,0.88,Conserved hypothetical protein,hypothetical protein,12h,PMM1244,locus_tag:locus_tag
PMM1245,2,0.14,0.72,0.51,0.9,Conserved hypothetical protein,conserved hypothetical protein,12h,PMM1245,locus_tag:locus_tag
PMM1250,2,0.21,0.55,0.39,1.0,Conserved hypothetical protein,conserved hypothetical protein,12h,PMM1250,locus_tag:locus_tag
PMM1251,2,0.03,0.59,0.42,0.73,Other,Carbamoyltransferase,12h,PMM1251,locus_tag:locus_tag
PMM1252,2,0.07,1.19,0.84,0.81,Other,possible acetyltransferase,12h,PMM1252,locus_tag:locus_tag
PMM1257,2,-1.75,0.59,0.42,0.13,"Surface polysaccharides, lipopolysaccharides and antigens possible dTDP-glucose 4,6-dehydratase",,12h,PMM1257,locus_tag:locus_tag
PMM1258,2,0.56,0.05,0.04,1.0,Pyridoxine,pyridoxal-phosphate-dependent aminotransferase,12h,PMM1258,locus_tag:locus_tag
PMM1259,2,1.53,0.23,0.16,0.21,Pyridoxine,pyridoxal-phosphate-dependent aminotransferase,12h,PMM1259,locus_tag:locus_tag
PMM1260,2,-0.14,0.53,0.38,0.7,Transport and binding proteins,Nucleoside-diphosphate-sugar epimerase,12h,PMM1260,locus_tag:locus_tag
PMM1261,2,0.24,0.64,0.45,0.77,Sugars,UDP-glucose 6-dehydrogenase,12h,PMM1261,locus_tag:locus_tag
PMM1262,2,1.33,0.51,0.36,0.64,Regulatory functions,"SOS function regulatory protein, LexA repressor",12h,PMM1262,locus_tag:locus_tag
PMM1264,2,-0.54,0.6,0.42,0.4,Cell division,cell division protein FtsH3,12h,PMM1264,locus_tag:locus_tag
PMM1267,2,0.93,3.28,2.32,1.0,Conserved hypothetical protein,conserved hypothetical,12h,PMM1267,locus_tag:locus_tag
PMM1269,2,-0.14,0.22,0.16,1.0,Transport and binding proteins,predicted sugar kinase,12h,PMM1269,locus_tag:locus_tag
PMM1270,2,0.04,0.62,0.44,0.76,Aminoacyl tRNA synthetases and tRNA modification,Phenylalanyl-tRNA synthetase alpha chain,12h,PMM1270,locus_tag:locus_tag
PMM1272,2,0.72,0.94,0.66,0.86,Conserved hypothetical protein,conserved hypothetical protein,12h,PMM1272,locus_tag:locus_tag
PMM1273,2,0.08,1.01,0.71,0.78,Riboflavin,putative riboflavin kinase/FAD synthase,12h,PMM1273,locus_tag:locus_tag
PMM1275,2,-0.39,1.66,1.18,1.0,Conserved hypothetical protein,DUF170,12h,PMM1275,locus_tag:locus_tag
