Synonym,Product,Expression 9313+1A3 ,Expression med 4,Expression 9313+1A3 ,Expression med 4,qValue 9313+1A3  vs med 4,fold change 9313+1A3/med4+1A3
AMHOT1A3_single_00338,50S ribosomal protein L23,17,16,17.01,16.01,0.403086227,1.062460962
AMHOT1A3_single_00675,phosphate binding protein,17,15,17.01,15.01,0.413529862,1.133244504
AMHOT1A3_single_01743,acyl-CoA dehydrogenase,17,15,17.01,15.01,0.414114961,1.133244504
AMHOT1A3_single_01001,flagellar protein FlgN,17,15,17.01,15.01,0.425277203,1.133244504
AMHOT1A3_single_00004,flavodoxin,17,13,17.01,13.01,0.463946169,1.307455803
AMHOT1A3_single_00907,dITP/XTP pyrophosphatase,17,17,17.01,17.01,0.477779528,1
AMHOT1A3_single_01280,response regulator,17,12,17.01,12.01,0.5080453,1.416319734
AMHOT1A3_single_00643,hypothetical protein,17,12,17.01,12.01,0.531900965,1.416319734
AMHOT1A3_single_00924,recombinase A,17,7,17.01,7.01,1,2.426533524
AMHOT1A3_single_00673,DNA-binding response regulator PhoB,17,5,17.01,5.01,1,3.395209581
AMHOT1A3_single_00733,50S ribosomal protein L13,17,2,17.01,2.01,1,8.462686567
AMHOT1A3_single_00315,putative hydrolase/phosphatase protein,17,5,17.01,5.01,1,3.395209581
AMHOT1A3_single_02022,3-oxoacid CoA-transferase subunit B,17,8,17.01,8.01,1,2.123595506
AMHOT1A3_single_01593,amidase,17,10,17.01,10.01,1,1.699300699
AMHOT1A3_single_01615,hypothetical protein,17,6,17.01,6.01,1,2.830282862
AMHOT1A3_single_00208,single-strand binding protein,17,10,17.01,10.01,1,1.699300699
AMHOT1A3_single_01481,2-dehydro-3-deoxyphosphooctonate aldolase,17,3,17.01,3.01,1,5.651162791
AMHOT1A3_single_00300,two-component sensor (CheA),17,7,17.01,7.01,1,2.426533524
AMHOT1A3_single_02047,carboxy-terminal protease,17,0,17.01,0.01,1,1701
AMHOT1A3_single_00622,sulfate permease,17,2,17.01,2.01,1,8.462686567
AMHOT1A3_single_00657,GatB/YqeY domain-containing protein,17,2,17.01,2.01,1,8.462686567
AMHOT1A3_single_00018,glycyl-tRNA ligase subunit beta,16,28,16.01,28.01,0.038484148,0.571581578
AMHOT1A3_single_00034,DNA protecting protein DprA,16,27,16.01,27.01,0.043397899,0.592743428
AMHOT1A3_single_01991,SAM-dependent methyltransferase,16,27,16.01,27.01,0.068620199,0.592743428
AMHOT1A3_single_00555,chemotaxis sensory protein,16,34,16.01,34.01,0.074595246,0.470743899
AMHOT1A3_single_00168,Magnesium transporter,16,21,16.01,21.01,0.161009444,0.762018087
AMHOT1A3_single_00654,methyl-accepting chemotaxis protein,16,20,16.01,20.01,0.186171297,0.80009995
AMHOT1A3_single_01477,peptide chain release factor 1,16,21,16.01,21.01,0.216737029,0.762018087
AMHOT1A3_single_01870,D-alanyl-D-alanine carboxypeptidase,16,21,16.01,21.01,0.246435067,0.762018087
AMHOT1A3_single_00058,hypothetical protein,16,20,16.01,20.01,0.280003111,0.80009995
AMHOT1A3_single_01961,citrate synthase,16,17,16.01,17.01,0.332744069,0.941211052
AMHOT1A3_single_00975,UDP diphosphate synthase,16,18,16.01,18.01,0.338414673,0.888950583
AMHOT1A3_single_01594,membrane protein,16,18,16.01,18.01,0.349155036,0.888950583
AMHOT1A3_single_00290,methyl-accepting chemotaxis protein,16,15,16.01,15.01,0.386246477,1.066622252
AMHOT1A3_single_00509,hypothetical protein,16,18,16.01,18.01,0.389880179,0.888950583
AMHOT1A3_single_00821,transcriptional regulator OhrR,16,14,16.01,14.01,0.406142097,1.142755175
AMHOT1A3_single_01021,flagellar protein FlaG protein,16,13,16.01,13.01,0.437309971,1.230591852
AMHOT1A3_single_01161,putative secreted protein,16,12,16.01,12.01,0.449103842,1.333055787
AMHOT1A3_single_00475,selenocysteine lyase,16,12,16.01,12.01,0.483585837,1.333055787
AMHOT1A3_single_00664,2-amino-4-hydroxy-6- hydroxymethyldihydropteridine pyrophosphokinase,16,12,16.01,12.01,0.484396411,1.333055787
AMHOT1A3_single_01307,resolvase domain-containing protein,16,14,16.01,14.01,0.486576533,1.142755175
AMHOT1A3_single_00759,STAS domain-containing protein,16,12,16.01,12.01,0.490973758,1.333055787
AMHOT1A3_single_01018,flagellin-like protein,16,12,16.01,12.01,0.501944322,1.333055787
AMHOT1A3_single_00696,Exported protein,16,2,16.01,2.01,1,7.965174129
AMHOT1A3_single_01115,Aspartyl/Asparaginyl beta-hydroxylase,16,0,16.01,0.01,1,1601
AMHOT1A3_single_01856,ATP-dependent Clp protease ATP-binding protein ClpA,16,8,16.01,8.01,1,1.998751561
AMHOT1A3_single_01324,multidrug resistance protein,16,1,16.01,1.01,1,15.85148515
AMHOT1A3_single_01233,RNA polymerase sigma factor,16,5,16.01,5.01,1,3.195608782
AMHOT1A3_single_01226,sulfate adenylyltransferase subunit 1,16,4,16.01,4.01,1,3.992518703
AMHOT1A3_single_02053,hypothetical protein,16,5,16.01,5.01,1,3.195608782
AMHOT1A3_single_01077,low affinity sulfate transporter,16,9,16.01,9.01,1,1.776914539
AMHOT1A3_single_01293,Holliday junction DNA helicase RuvB,16,6,16.01,6.01,1,2.663893511
AMHOT1A3_single_01863,DoxX protein,16,2,16.01,2.01,1,7.965174129
AMHOT1A3_single_01098,sigma-54 depedent transcriptional activator PspF,16,6,16.01,6.01,1,2.663893511
AMHOT1A3_single_01112,TonB-dependent receptor,16,0,16.01,0.01,1,1601
AMHOT1A3_single_00666,diadenosine tetraphosphate (Ap4A) hydrolase,16,6,16.01,6.01,1,2.663893511
AMHOT1A3_single_01990,NIF3 protein,16,6,16.01,6.01,1,2.663893511
AMHOT1A3_single_00812,universal stress protein UspA,16,7,16.01,7.01,1,2.283880171
AMHOT1A3_single_01290,dATP pyrophosphohydrolase,16,9,16.01,9.01,1,1.776914539
AMHOT1A3_single_01197,ribonuclease T,15,30,15.01,30.01,0.014763115,0.500166611
AMHOT1A3_single_00923,CinA-like protein,15,27,15.01,27.01,0.02711542,0.555720104
AMHOT1A3_single_00974,ribosome recycling factor,15,30,15.01,30.01,0.028574045,0.500166611
AMHOT1A3_single_00188,inorganic pyrophosphatase,15,25,15.01,25.01,0.057103038,0.600159936
AMHOT1A3_single_01748,phosphatase/phosphohexomutase,15,25,15.01,25.01,0.065707876,0.600159936
AMHOT1A3_single_00251,glycogen synthase,15,23,15.01,23.01,0.077781768,0.652325076
AMHOT1A3_single_00352,peptidyl-dipeptidase Dcp,15,21,15.01,21.01,0.098170865,0.714421704
AMHOT1A3_single_01977,hypothetical protein,15,22,15.01,22.01,0.134038957,0.681962744
AMHOT1A3_single_00941,proton-dependent peptide transporter,15,19,15.01,19.01,0.164241097,0.789584429
AMHOT1A3_single_04152,hypothetical protein,15,22,15.01,22.01,0.168858135,0.681962744
AMHOT1A3_single_00686,PAS signal transduction protein,15,20,15.01,20.01,0.19666317,0.750124938
AMHOT1A3_single_01091,oxaloacetate decarboxylase,15,18,15.01,18.01,0.202922707,0.833425875
AMHOT1A3_single_00713,4'-phosphopantetheinyl transferase,15,18,15.01,18.01,0.246273774,0.833425875
AMHOT1A3_single_01740,haloalkane dehalogenase,15,18,15.01,18.01,0.253299419,0.833425875
AMHOT1A3_single_01148,peptide chain release factor 3,15,16,15.01,16.01,0.265153788,0.937539038
AMHOT1A3_single_01181,hypothetical protein,15,17,15.01,17.01,0.277392325,0.882422105
AMHOT1A3_single_01010,flagellar basal-body rod protein FlgF,15,15,15.01,15.01,0.30108293,1
AMHOT1A3_single_01118,TonB system biopolymer transport component,15,18,15.01,18.01,0.308592912,0.833425875
AMHOT1A3_single_01739,short-chain dehydrogenase,15,16,15.01,16.01,0.324115542,0.937539038
AMHOT1A3_single_01030,3-oxoacyl-ACP synthase,15,19,15.01,19.01,0.341117291,0.789584429
AMHOT1A3_single_00717,hydroxymethylglutaryl-coenzyme A reductase,15,15,15.01,15.01,0.381787027,1
AMHOT1A3_single_00470,glucose dehydrogenase,15,13,15.01,13.01,0.428982034,1.153727902
AMHOT1A3_single_00772,hypothetical protein,15,12,15.01,12.01,0.460180326,1.24979184
AMHOT1A3_single_02004,protease,15,13,15.01,13.01,0.511167105,1.153727902
AMHOT1A3_single_00205,galactose-1-phosphate uridylyltransferase,15,12,15.01,12.01,0.909498823,1.24979184
AMHOT1A3_single_00817,hypothetical protein,15,10,15.01,10.01,1,1.4995005
AMHOT1A3_single_00017,hypothetical protein,15,1,15.01,1.01,1,14.86138614
AMHOT1A3_single_00611,hypothetical protein,15,9,15.01,9.01,1,1.665926748
AMHOT1A3_single_02903,TonB-dependent receptor,15,11,15.01,11.01,1,1.363306085
AMHOT1A3_single_01453,TonB-dependent receptor,15,11,15.01,11.01,1,1.363306085
AMHOT1A3_single_00460,thioredoxin,15,5,15.01,5.01,1,2.996007984
AMHOT1A3_single_00904,Fimh-like protein,15,9,15.01,9.01,1,1.665926748
AMHOT1A3_single_00939,UDP-glucose 4-epimerase,15,9,15.01,9.01,1,1.665926748
AMHOT1A3_single_01968,succinyl-CoA synthetase subunit beta,15,3,15.01,3.01,1,4.986710963
AMHOT1A3_single_00388,tryptophanyl-tRNA synthetase,15,0,15.01,0.01,1,1501
AMHOT1A3_single_01399,pseudouridine synthase,15,8,15.01,8.01,1,1.873907615
AMHOT1A3_single_01189,iron superoxide dismutase,15,11,15.01,11.01,1,1.363306085
AMHOT1A3_single_01040,flagellar MS-ring protein,15,4,15.01,4.01,1,3.743142145
AMHOT1A3_single_01557,acriflavin resistance protein ei VT8,15,0,15.01,0.01,1,1501
AMHOT1A3_single_00916,isopropylmalate isomerase large subunit,15,1,15.01,1.01,1,14.86138614
AMHOT1A3_single_01904,gamma-glutamyl kinase,15,1,15.01,1.01,1,14.86138614
AMHOT1A3_single_00994,phosphoribosylformylglycinamidine synthase,15,5,15.01,5.01,1,2.996007984
AMHOT1A3_single_01836,hypothetical protein,15,11,15.01,11.01,1,1.363306085
AMHOT1A3_single_00564,phosphoenolpyruvate-protein phosphotransferase PtsP,15,9,15.01,9.01,1,1.665926748
AMHOT1A3_single_00211,glycoside hydrolase,15,9,15.01,9.01,1,1.665926748
AMHOT1A3_single_01686,"oxidoreductase, zinc-binding dehydrogenase family protein",15,9,15.01,9.01,1,1.665926748
AMHOT1A3_single_00008,nucleotide-binding protein,15,7,15.01,7.01,1,2.141226819
AMHOT1A3_single_00343,50S ribosomal protein L16,15,6,15.01,6.01,1,2.49750416
AMHOT1A3_single_03378,peptidase S8/S53 subtilisin kexin sedolisin,15,3,15.01,3.01,1,4.986710963
AMHOT1A3_single_01157,endonuclease/exonuclease/phosphatase,14,26,14.01,26.01,0.017963236,0.538638985
AMHOT1A3_single_02037,Ribosomal RNA large subunit methyltransferase J,14,23,14.01,23.01,0.097068152,0.608865711
AMHOT1A3_single_00154,Alpha/beta hydrolase family protein,14,21,14.01,21.01,0.104503442,0.666825321
AMHOT1A3_single_01045,polar flagellar hook-length control protein FliK,14,20,14.01,20.01,0.133473465,0.700149925
AMHOT1A3_single_01914,hypothetical protein,14,19,14.01,19.01,0.161099865,0.736980537
AMHOT1A3_single_03924,hypothetical protein,14,19,14.01,19.01,0.165768964,0.736980537
AMHOT1A3_single_00668,putative signal transduction protein,14,18,14.01,18.01,0.178134173,0.777901166
AMHOT1A3_single_00092,hypothetical protein,14,18,14.01,18.01,0.181232841,0.777901166
AMHOT1A3_single_02052,hypothetical protein,14,17,14.01,17.01,0.223546052,0.823633157
AMHOT1A3_single_00538,50S ribosomal protein L21,14,18,14.01,18.01,0.238761236,0.777901166
AMHOT1A3_single_01604,50S ribosomal protein L35,14,16,14.01,16.01,0.254556678,0.875078076
AMHOT1A3_single_00054,aminopeptidase,14,16,14.01,16.01,0.28086047,0.875078076
AMHOT1A3_single_00117,guanylate kinase,14,17,14.01,17.01,0.307985307,0.823633157
AMHOT1A3_single_01128,hypothetical protein,14,16,14.01,16.01,0.337980403,0.875078076
AMHOT1A3_single_00685,two-component system response regulator (hybrid family) protein,14,14,14.01,14.01,0.363720505,1
AMHOT1A3_single_01633,phenylalanyl-tRNA ligase subunit beta,14,13,14.01,13.01,0.369933643,1.076863951
AMHOT1A3_single_01605,50S ribosomal protein L20,14,13,14.01,13.01,0.390692165,1.076863951
AMHOT1A3_single_01175,histidine kinase,14,12,14.01,12.01,0.412895497,1.166527893
AMHOT1A3_single_01830,protein RnfH,14,12,14.01,12.01,0.430891068,1.166527893
AMHOT1A3_single_01494,replication initiation regulator SeqA,14,12,14.01,12.01,0.437713433,1.166527893
AMHOT1A3_single_01174,tRNA pseudouridine synthase A,14,12,14.01,12.01,0.466156247,1.166527893
AMHOT1A3_single_01466,cyclophilin type peptidyl-prolyl cis-trans isomerase,14,12,14.01,12.01,0.483959728,1.166527893
AMHOT1A3_single_00712,pyridoxine 5'-phosphate synthase,14,12,14.01,12.01,0.490350007,1.166527893
AMHOT1A3_single_00660,UGMP family protein,14,7,14.01,7.01,1,1.998573466
AMHOT1A3_single_01879,leucyl-tRNA ligase,14,4,14.01,4.01,1,3.493765586
AMHOT1A3_single_01120,TonB system biopolymer transport component,14,9,14.01,9.01,1,1.554938957
AMHOT1A3_single_00349,hypothetical protein,14,10,14.01,10.01,1,1.3996004
AMHOT1A3_single_00466,phosphoribosylaminoimidazole carboxylase ATPase subunit,14,9,14.01,9.01,1,1.554938957
AMHOT1A3_single_01411,iron-containing alcohol dehydrogenase,14,6,14.01,6.01,1,2.331114809
AMHOT1A3_single_00961,acetyltransferase,14,1,14.01,1.01,1,13.87128713
AMHOT1A3_single_00021,hypothetical protein,14,4,14.01,4.01,1,3.493765586
AMHOT1A3_single_00908,ATP-dependent RNA helicase SrmB,14,5,14.01,5.01,1,2.796407186
AMHOT1A3_single_00336,50S ribosomal protein L3,14,6,14.01,6.01,1,2.331114809
AMHOT1A3_single_00385,bifunctional N-succinyldiaminopimelate-aminotransferase/acetylornithine transaminase protein,14,7,14.01,7.01,1,1.998573466
AMHOT1A3_single_00524,hypothetical protein,14,9,14.01,9.01,1,1.554938957
AMHOT1A3_single_00859,hypothetical protein,14,0,14.01,0.01,1,1401
AMHOT1A3_single_01007,flagellar basal-body rod protein FlgC,14,5,14.01,5.01,1,2.796407186
AMHOT1A3_single_00782,TonB-dependent receptor,14,11,14.01,11.01,1,1.272479564
AMHOT1A3_single_00915,isopropylmalate isomerase small subunit,14,9,14.01,9.01,1,1.554938957
AMHOT1A3_single_01020,flagellin-like protein,14,11,14.01,11.01,1,1.272479564
AMHOT1A3_single_00903,PKD domain-containing protein,14,9,14.01,9.01,1,1.554938957
AMHOT1A3_single_01829,cyclase/dehydrase,14,7,14.01,7.01,1,1.998573466
AMHOT1A3_single_02031,fumarate hydratase,14,4,14.01,4.01,1,3.493765586
AMHOT1A3_single_00912,ATPase and membrane protein,14,11,14.01,11.01,1,1.272479564
AMHOT1A3_single_00126,ABC transporter substrate-binding protein,14,7,14.01,7.01,1,1.998573466
AMHOT1A3_single_01989,hypothetical protein,14,10,14.01,10.01,1,1.3996004
AMHOT1A3_single_01890,triosephosphate isomerase,14,7,14.01,7.01,1,1.998573466
AMHOT1A3_single_01075,LysR family transcriptional regulator,14,7,14.01,7.01,1,1.998573466
AMHOT1A3_single_00325,oxidoreductase,14,11,14.01,11.01,1,1.272479564
AMHOT1A3_single_01345,biotin biosynthesis protein BioC,13,25,13.01,25.01,0.017224071,0.520191923
AMHOT1A3_single_01430,carbamoyl phosphate synthase large subunit,13,22,13.01,22.01,0.059872977,0.591094957
AMHOT1A3_single_00921,CTP synthetase,13,25,13.01,25.01,0.080579321,0.520191923
AMHOT1A3_single_00396,shikimate kinase I,13,20,13.01,20.01,0.081901931,0.650174913
AMHOT1A3_single_00350,hypothetical protein,13,21,13.01,21.01,0.109089241,0.619228939
AMHOT1A3_single_01150,flavoprotein,13,19,13.01,19.01,0.119131946,0.684376644
AMHOT1A3_single_00161,hypothetical protein,13,18,13.01,18.01,0.151760662,0.722376458
AMHOT1A3_single_00001,maturase,13,18,13.01,18.01,0.1553574,0.722376458
AMHOT1A3_single_00038,coproporphyrinogen III oxidase,13,20,13.01,20.01,0.159003416,0.650174913
AMHOT1A3_single_00039,outer membrane protein OmpW,13,17,13.01,17.01,0.189154936,0.764844209
AMHOT1A3_single_00044,hypothetical protein,13,20,13.01,20.01,0.201941411,0.650174913
AMHOT1A3_single_00048,DNA polymerase III subunit alpha,13,16,13.01,16.01,0.204684726,0.812617114
AMHOT1A3_single_00049,DNA repair nucleotidyltransferase/DNA polymerase,13,15,13.01,15.01,0.274753038,0.866755496
AMHOT1A3_single_00050,recombinase A,13,16,13.01,16.01,0.282483696,0.812617114
AMHOT1A3_single_00053,hypothetical protein,13,17,13.01,17.01,0.287589631,0.764844209
AMHOT1A3_single_00060,hypothetical protein,13,14,13.01,14.01,0.312052058,0.928622413
AMHOT1A3_single_00061,hypothetical protein,13,14,13.01,14.01,0.323022023,0.928622413
AMHOT1A3_single_00067,3-deoxy-D-manno-octulosonic-acid kinase,13,13,13.01,13.01,0.335112112,1
AMHOT1A3_single_00072,L-threonine 3-dehydrogenase,13,13,13.01,13.01,0.364714053,1
AMHOT1A3_single_00074,glpG protein,13,13,13.01,13.01,0.375600739,1
AMHOT1A3_single_00077,4-hydroxybenzoate octaprenyltransferase,13,12,13.01,12.01,0.382620667,1.083263947
AMHOT1A3_single_00078,Membrane fusogenic activity,13,12,13.01,12.01,0.419621219,1.083263947
AMHOT1A3_single_00079,ATP-dependent DNA helicase Rep,13,12,13.01,12.01,0.427233018,1.083263947
AMHOT1A3_single_00083,amidophosphoribosyl transferase,13,12,13.01,12.01,0.447341687,1.083263947
AMHOT1A3_single_00084,helix-turn-helix protein,13,12,13.01,12.01,0.451594752,1.083263947
AMHOT1A3_single_00085,Na+/H+ antiporter NhaC,13,12,13.01,12.01,0.452729665,1.083263947
AMHOT1A3_single_00086,choline-glycine betaine transporter,13,5,13.01,5.01,1,2.596806387
AMHOT1A3_single_00091,replication protein A,13,3,13.01,3.01,1,4.322259136
AMHOT1A3_single_00094,type 12 methyltransferase,13,1,13.01,1.01,1,12.88118812
AMHOT1A3_single_00095,FhuE receptor,13,0,13.01,0.01,1,1301
AMHOT1A3_single_00105,thiazole synthase,13,10,13.01,10.01,1,1.2997003
AMHOT1A3_single_00106,sulfur carrier protein ThiS,13,10,13.01,10.01,1,1.2997003
AMHOT1A3_single_00107,Thiamine biosynthesis protein ThiF,13,6,13.01,6.01,1,2.164725458
AMHOT1A3_single_00108,Thiamine monophosphate synthase,13,1,13.01,1.01,1,12.88118812
AMHOT1A3_single_00109,phosphomethylpyrimidine synthase ThiC,13,6,13.01,6.01,1,2.164725458
AMHOT1A3_single_00112,uroporphyrin-III C-methyltransferase,13,6,13.01,6.01,1,2.164725458
AMHOT1A3_single_00114,porphobilinogen deaminase,13,11,13.01,11.01,1,1.181653043
AMHOT1A3_single_00122,ATP-dependent DNA helicase RecG,13,1,13.01,1.01,1,12.88118812
AMHOT1A3_single_00128,ABC transporter ATPase,13,7,13.01,7.01,1,1.855920114
AMHOT1A3_single_00138,Magnesium transporter,13,7,13.01,7.01,1,1.855920114
AMHOT1A3_single_00139,hypothetical protein,13,4,13.01,4.01,1,3.244389027
AMHOT1A3_single_00148,arginine exporter protein,13,10,13.01,10.01,1,1.2997003
AMHOT1A3_single_00164,hypothetical protein,13,4,13.01,4.01,1,3.244389027
AMHOT1A3_single_00167,hypothetical protein,13,9,13.01,9.01,1,1.443951165
AMHOT1A3_single_00169,transporter,13,9,13.01,9.01,1,1.443951165
AMHOT1A3_single_00171,DNA helicase II,13,11,13.01,11.01,1,1.181653043
AMHOT1A3_single_00174,HAD-superfamily hydrolase,13,5,13.01,5.01,1,2.596806387
AMHOT1A3_single_00175,tyrosine recombinase,13,6,13.01,6.01,1,2.164725458
AMHOT1A3_single_00181,"phosphoesterase, PA-phosphatase-like protein",13,10,13.01,10.01,1,1.2997003
AMHOT1A3_single_00187,"fructose-1,6-bisphosphatase",13,5,13.01,5.01,1,2.596806387
AMHOT1A3_single_00189,lipoprotein,13,9,13.01,9.01,1,1.443951165
AMHOT1A3_single_00193,hypothetical protein,13,0,13.01,0.01,1,1301
AMHOT1A3_single_00248,beta-D-galactosidase,12,24,12.01,24.01,0.022578888,0.500208247
AMHOT1A3_single_00249,two-component response regulator,12,24,12.01,24.01,0.025470381,0.500208247
AMHOT1A3_single_00253,tRNA (guanine-N(7)-)-methyltransferase,12,23,12.01,23.01,0.045251599,0.52194698
AMHOT1A3_single_00264,hypothetical protein,12,21,12.01,21.01,0.067612614,0.571632556
AMHOT1A3_single_00268,membrane protein,12,22,12.01,22.01,0.0839575,0.545661063
AMHOT1A3_single_00271,hypothetical protein,12,17,12.01,17.01,0.094680338,0.706055262
AMHOT1A3_single_00272,hypothetical protein,12,21,12.01,21.01,0.102566432,0.571632556
AMHOT1A3_single_00273,ATPase AAA,12,17,12.01,17.01,0.119312478,0.706055262
AMHOT1A3_single_00274,integrase,12,17,12.01,17.01,0.122825824,0.706055262
AMHOT1A3_single_00276,hypothetical protein,12,19,12.01,19.01,0.129633203,0.631772751
AMHOT1A3_single_00282,Heavy metal efflux pump CzcA,12,17,12.01,17.01,0.142240779,0.706055262
AMHOT1A3_single_00288,haloacid dehalogenase domain-containing protein hydrolase,12,17,12.01,17.01,0.160166563,0.706055262
AMHOT1A3_single_00289,haloacid dehalogenase domain-containing protein hydrolase,12,16,12.01,16.01,0.204160456,0.750156152
AMHOT1A3_single_00308,cryptic haloacid dehalogenase 1,12,15,12.01,15.01,0.207319039,0.800133245
AMHOT1A3_single_00309,TonB-dependent receptor,12,15,12.01,15.01,0.216144571,0.800133245
AMHOT1A3_single_00314,DMT superfamily permease,12,17,12.01,17.01,0.233858787,0.706055262
AMHOT1A3_single_00316,hypothetical protein,12,14,12.01,14.01,0.239179646,0.857244825
AMHOT1A3_single_00318,hypothetical protein,12,14,12.01,14.01,0.254556678,0.857244825
AMHOT1A3_single_00322,xylose isomerase-like protein,12,15,12.01,15.01,0.25654691,0.800133245
AMHOT1A3_single_00323,nucleoside permease,12,14,12.01,14.01,0.298493801,0.857244825
