Accession,Peptide count,Unique peptides,Confidence score,Anova (p),Max fold change,Highest mean condition,Lowest mean condition,Description,log2_fold_change,resolved_locus_tag,resolution_method
1::G3XCS1_PROMA,5,5,164.07,0.031175154,1.428466889,Control,Azaserine,Chromophore lyase CpcS/CpeS OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) GN=cpeS PE=3 SV=1,-0.5144675958618777,Pro0343,tier1:Description
1::Q7VA66_PROMA,7,7,325.66,0.031419559,1.481034186,Control,Azaserine,Uncharacterized membrane protein OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) GN=Pro_1601 PE=4 SV=1,-0.5666049420470503,Pro1601,tier1:Description
1::Q7VEC5_PROMA,16,16,760.89,0.031550433,1.352587558,Control,Azaserine,Uncharacterized conserved protein OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) GN=Pro_0088 PE=4 SV=1,-0.4357219880659447,Pro0088,tier1:Description
1::PHS_PROMA,4,3,193.03,0.031946405,1.501749155,Control,Azaserine,Putative pterin-4-alpha-carbinolamine dehydratase OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) GN=Pro_0490 PE=3 SV=1,-0.5866438520930143,Pro0490,tier1:Description
1::DXS_PROMA,15,15,711.22,0.032071037,1.653575711,Control,Azaserine,1-deoxy-D-xylulose-5-phosphate synthase OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) GN=dxs PE=3 SV=1,-0.7255891026101502,Pro0928,tier1:Description
1::Q7V9M4_PROMA,2,2,80.1,0.032302357,2.336211316,Control,Azaserine,Precorrin isomerase OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) GN=cobH PE=4 SV=1,-1.224170775398142,Pro1806,tier1:Description
1::Q7VD52_PROMA,7,7,302.75,0.032916857,1.498004807,Control,Azaserine,Creatinine amidohydrolase related enzyme OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) GN=Pro_0531 PE=4 SV=1,-0.5830422533186497,Pro0531,tier1:Description
1::Q7VEL0_PROMA,2,2,141.33,0.033174136,1.365331089,Control,Azaserine,RNA metabolism-related protein OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) GN=Pro_0002 PE=4 SV=1,-0.4492508431143902,Pro0002,tier1:Description
1::Q7VE78_PROMA,8,8,503.24,0.033264457,1.622766149,Control,Azaserine,Oligoketide cyclase/lipid transport-like protein OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) GN=Pro_0135 PE=4 SV=1,-0.6984551132649123,Pro0135,tier1:Description
1::Q7VB14_PROMA,22,22,1172.8,0.033638791,1.477576515,Control,Azaserine,UDP-galactopyranose mutase OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) GN=glf PE=4 SV=1,-0.563232841030785,Pro1286,tier1:Description
1::Q7V9U2_PROMA,10,10,578.16,0.033724603,1.687363471,Control,Azaserine,Anthranilate/para-aminobenzoate synthase component I OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) GN=trpE PE=4 SV=1,-0.754770774649578,Pro1732,tier1:Description
1::Q7VB37_PROMA,7,7,345.74,0.034295297,1.522942243,Control,Azaserine,Uncharacterized protein OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) GN=Pro_1263 PE=4 SV=1,-0.606861229207014,Pro1263,tier1:Description
1::SEPF_PROMA,3,2,98.69,0.034918612,1.348622774,Control,Azaserine,Cell division protein SepF OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) GN=sepF PE=3 SV=1,-0.4314868655692589,Pro0392,multi:Description
1::Q7VDH2_PROMA,2,2,98.9,0.035042135,2.304630475,Control,Azaserine,Cystathionine beta-lyase/cystathionine gamma-synthase OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) GN=metB PE=3 SV=1,-1.20453544713082,Pro0405,multi:Description
1::Q7V9R8_PROMA,16,15,678.11,0.035558001,1.707552039,Control,Azaserine,"Alpha-1,4 glucan phosphorylase OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) GN=glgP PE=3 SV=1",-0.7719295464586834,Pro1759,tier1:Description
1::Q7V9P9_PROMA,14,14,786.23,0.035591927,2.021820929,Control,Azaserine,Two-component response regulator OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) GN=Pro_1780 PE=4 SV=1,-1.0156552245979882,Pro1780,tier1:Description
1::Q7VCJ7_PROMA,3,3,131.95,0.036049728,1.382573013,Control,Azaserine,Uncharacterized protein OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) GN=Pro_0743 PE=4 SV=1,-0.467355670486466,Pro0743,tier1:Description
1::PYRH_PROMA,6,6,416.34,0.036339622,1.908878087,Control,Azaserine,Uridylate kinase OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) GN=pyrH PE=3 SV=1,-0.9327249660750572,Pro0522,tier1:Description
1::Q7VDB1_PROMA,5,5,303.33,0.036616726,1.688526656,Control,Azaserine,Uncharacterized protein OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) GN=Pro_0472 PE=4 SV=1,-0.7557649546936046,Pro0472,tier1:Description
1::Q7VBZ2_PROMA,8,8,445.26,0.036998402,1.715649088,Control,Azaserine,Uncharacterized protein OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) GN=Pro_0950 PE=4 SV=1,-0.778754499939583,Pro0950,tier1:Description
1::NADK1_PROMA,4,4,193.55,0.037065325,1.460573236,Control,Azaserine,NAD kinase 1 OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) GN=nadK1 PE=3 SV=1,-0.5465346995330901,,unresolved
1::Q7VE22_PROMA,2,2,96.55,0.037140121,2.384958581,Control,Azaserine,N-acetylglucosamine-6-phosphate deacetylase OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) GN=nagA PE=3 SV=1,-1.2539642115118053,Pro0192,tier1:Description
1::Q7VBF7_PROMA,20,18,1355.67,0.037389718,1.6231126,Control,Azaserine,IMP dehydrogenase/GMP reductase OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) GN=guaB PE=4 SV=1,-0.6987630872714355,Pro1138,tier1:Description
1::Q7VAH5_PROMA,7,7,351.81,0.037525054,1.506116816,Control,Azaserine,Uncharacterized conserved protein OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) GN=Pro_1487 PE=4 SV=1,-0.5908336712900875,Pro1487,tier1:Description
1::Q7VCU6_PROMA,4,4,174.77,0.0387821,1.461303305,Control,Azaserine,Uncharacterized HesB family conserved protein OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) GN=iscA PE=4 SV=1,-0.5472556519299119,Pro0137,tier1:Description
1::Q7VCU7_PROMA,6,6,352.73,0.039324853,1.43757348,Control,Azaserine,Uncharacterized protein OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) GN=Pro_0643 PE=4 SV=1,-0.5236356997246895,Pro0643,tier1:Description
1::Q7VD90_PROMA,12,12,1058.0,0.039464561,1.45428074,Control,Azaserine,Inorganic pyrophosphatase OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) GN=ppa PE=4 SV=1,-0.5403057995943256,Pro0493,tier1:Description
1::Q7VDW1_PROMA,12,12,1010.04,0.039786564,1.531436775,Control,Azaserine,Photosystem II manganese-stabilizing protein PsbO OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) GN=psbO PE=4 SV=1,-0.6148858068475357,Pro0257,tier1:Description
1::Q7VB11_PROMA,7,7,483.2,0.039905948,2.632130905,Control,Azaserine,Uncharacterized protein OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) GN=Pro_1290 PE=4 SV=1,-1.396231241086079,Pro1290,tier1:Description
1::Q7VBQ7_PROMA,11,11,500.83,0.039924604,1.670757998,Control,Azaserine,"L-2,4-diaminobutyrate decarboxylase OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) GN=gadB PE=3 SV=1",-0.7405027804551089,Pro1035,tier1:Description
1::RL19_PROMA,8,8,603.11,0.040276315,1.30096917,Control,Azaserine,50S ribosomal protein L19 OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) GN=rplS PE=3 SV=1,-0.3795867738811322,Pro0473,tier1:Description
1::RS13_PROMA,10,9,507.05,0.040310192,1.265538628,Control,Azaserine,30S ribosomal protein S13 OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) GN=rpsM PE=3 SV=1,-0.3397515434608708,Pro1691,tier1:Description
1::Q7VD34_PROMA,5,5,229.21,0.040451681,1.454138747,Control,Azaserine,Xanthosine triphosphate pyrophosphatase OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) GN=Pro_0549 PE=4 SV=1,-0.5401649309211378,Pro0549,tier1:Description
1::MEND_PROMA,3,2,89.35,0.041376118,1.312152146,Control,Azaserine,2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) GN=menD PE=3 SV=1,-0.3919350122986085,Pro1054,tier1:Description
1::Q7VCX8_PROMA,11,10,379.91,0.041379986,1.351572805,Control,Azaserine,Retron-type reverse transcriptase OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) GN=Pro_0612 PE=4 SV=1,-0.4346392274356388,Pro0612,tier1:Description
1::Q7VE19_PROMA,11,11,438.67,0.04139952,1.827809997,Control,Azaserine,Cysteine desulfurase OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) GN=nifS PE=4 SV=1,-0.8701161083430718,Pro0195,tier1:Description
1::RL31_PROMA,4,4,171.23,0.041413938,1.757974741,Control,Azaserine,50S ribosomal protein L31 OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) GN=rpmE PE=3 SV=1,-0.8139143416440967,Pro1684,tier1:Description
1::RECA_PROMA,8,7,319.41,0.042650706,1.836830987,Control,Azaserine,Protein RecA OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) GN=recA PE=3 SV=1,-0.8772188853308056,Pro1716,tier1:Description
1::Q7V9H5_PROMA,6,6,267.4,0.04271582,2.166250581,Control,Azaserine,Uroporphyrin-III c-methyltransferase OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) GN=cysG PE=3 SV=1,-1.1152001363240285,Pro1858,tier1:Description
1::Q7VCP1_PROMA,4,4,146.25,0.043287314,1.395320477,Control,Azaserine,Succinate dehydrogenase flavoprotein subunit OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) GN=sdhA PE=4 SV=1,-0.4805965180962173,Pro0699,tier1:Description
1::Q7VDH1_PROMA,17,17,896.1,0.043500789,1.543853225,Control,Azaserine,Cystathionine beta-lyase/cystathionine gamma-synthase OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) GN=metB PE=3 SV=1,-0.6265356012912409,Pro0405,multi:Description
1::Q7VEC9_PROMA,12,12,391.49,0.043576124,1.865013749,Control,Azaserine,ABC-type transport system involved in Fe-S cluster assembly permease component OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) GN=sufB PE=4 SV=1,-0.8991862661593347,Pro0084,tier1:Description
1::Q7VBY9_PROMA,7,7,405.51,0.044405769,1.485304126,Control,Azaserine,DIM6/NTAB family protein OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) GN=Pro_0953 PE=4 SV=1,-0.5707583627764117,Pro0953,tier1:Description
1::Q7V9R3_PROMA,4,4,139.14,0.045103453,1.915274486,Control,Azaserine,Mannose-1-phosphate guanylyltransferase OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) GN=manC PE=3 SV=1,-0.9375511656298452,Pro1765,tier1:Description
1::HISX_PROMA,12,12,685.18,0.045411328,1.659503731,Control,Azaserine,Histidinol dehydrogenase OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) GN=hisD PE=3 SV=1,-0.7307518729770124,Pro1643,tier1:Description
1::Q7VBA7_PROMA,2,2,176.58,0.045422312,1.782785001,Control,Azaserine,Uncharacterized protein OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) GN=Pro_1190 PE=4 SV=1,-0.8341327283730854,Pro1190,tier1:Description
1::ARGJ_PROMA,7,7,224.48,0.046184333,1.70685259,Control,Azaserine,Arginine biosynthesis bifunctional protein ArgJ OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) GN=argJ PE=3 SV=1,-0.77133846735271,Pro0054,tier1:Description
1::PDXJ_PROMA,6,6,431.59,0.046388815,1.372575815,Control,Azaserine,Pyridoxine 5'-phosphate synthase OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) GN=pdxJ PE=3 SV=1,-0.4568858395063892,Pro1089,tier1:Description
1::Q7VBL1_PROMA,2,2,316.69,0.04784554,2.040785402,Control,Azaserine,"Plastocyanin, PetE OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) GN=petE PE=4 SV=1",-1.0291244843070748,Pro1081,tier1:Description
1::AMPA_PROMA,32,27,1636.33,0.048012493,1.536732976,Control,Azaserine,Probable cytosol aminopeptidase OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) GN=pepA PE=3 SV=1,-0.6198665029154978,Pro1413,multi:Description
1::SYL_PROMA,12,11,576.72,0.048170397,1.953588475,Control,Azaserine,Leucine--tRNA ligase OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) GN=leuS PE=3 SV=1,-0.9661265944278232,Pro0947,tier1:Description
1::Q7VEA4_PROMA,6,6,325.88,0.04818733,1.386171803,Control,Azaserine,Uncharacterized protein OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) GN=Pro_0109 PE=4 SV=1,-0.4711060770823091,Pro0109,tier1:Description
1::Q7VD29_PROMA,3,3,194.69,0.04849332,1.618264124,Control,Azaserine,Carboxysome peptide A OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) GN=Pro_0555 PE=4 SV=1,-0.6944470955842278,Pro0555,tier1:Description
1::EFTS_PROMA,16,16,802.49,0.048590977,1.42843397,Control,Azaserine,Elongation factor Ts OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) GN=tsf PE=3 SV=1,-0.5144343485912182,Pro0826,tier1:Description
1::Q7VE63_PROMA,12,12,798.5,0.049493076,1.732068998,Control,Azaserine,Two-component response regulator OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) GN=ompR PE=4 SV=1,-0.7924964018254497,Pro0150,tier1:Description
1::Q7VBH0_PROMA,16,16,693.03,0.050294318,1.675633402,Control,Azaserine,Glucose-6-phosphate 1-dehydrogenase OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) GN=zwf PE=3 SV=1,-0.7447065482210218,Pro1124,tier1:Description
1::ATPB_PROMA,33,33,2711.36,0.050393358,1.544144971,Control,Azaserine,ATP synthase subunit beta OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) GN=atpD PE=3 SV=1,-0.6268082054068757,Pro1591,tier1:Description
1::Q7V9T0_PROMA,9,9,530.66,0.05104464,1.492694426,Control,Azaserine,Uncharacterized protein OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) GN=Pro_1744 PE=4 SV=1,-0.5779188572238103,Pro1744,tier1:Description
1::Q7VBF9_PROMA,3,3,89.55,0.051583007,1.580684365,Control,Azaserine,Lycopene beta cyclase related dehydrogenase OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) GN=lcyB PE=4 SV=1,-0.6605493155075297,Pro1136,tier1:Description
1::Q7VCX7_PROMA,8,7,399.55,0.051638258,1.853228624,Control,Azaserine,Uncharacterized conserved protein containing SWIM-like Zn-finger OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) GN=Pro_0613 PE=4 SV=1,-0.8900408707689142,Pro0613,tier1:Description
1::Q7VC08_PROMA,27,26,1252.95,0.051778109,1.532801235,Control,Azaserine,Chaperone protein HtpG OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) GN=htpG PE=4 SV=1,-0.6161706285873426,Pro0934,tier1:Description
1::Q7VC92_PROMA,3,3,128.83,0.05239856,1.52550482,Control,Azaserine,Secreted pentapeptide repeats protein OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) GN=Pro_0850 PE=4 SV=1,-0.6092867382771798,Pro0850,tier1:Description
1::DAPA_PROMA,10,10,729.97,0.052905758,1.36494025,Control,Azaserine,4-hydroxy-tetrahydrodipicolinate synthase OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) GN=dapA PE=3 SV=2,-0.4488377988261663,Pro1813,tier1:Description
1::Q7VCK0_PROMA,4,4,136.64,0.053876116,1.860913538,Control,Azaserine,Peptide methionine sulfoxide reductase MsrA OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) GN=msrA PE=3 SV=1,-0.8960110262748807,Pro0740,tier1:Description
