refseq_locus,log2fc_2h,padj_2h,log2fc_4h,padj_4h,resolved_locus_tag,resolution_method
TX50_RS08440,-0.4999585,0.01051219,-0.5279566,0.0011777,PMM1576,tier1:refseq_locus
TX50_RS08445,-0.3903301,0.02736122,-0.469478,0.00471217,PMM1577,tier1:refseq_locus
TX50_RS08450,1.07958826,0.00182447,0.67331025,0.00022662,PMM1578,tier1:refseq_locus
TX50_RS08455,-0.6667071,0.0067996,-0.3844115,0.07496503,PMM1579,tier1:refseq_locus
TX50_RS08460,-0.256997,0.29150006,-0.3891531,0.06157958,PMM1580,tier1:refseq_locus
TX50_RS08465,1.44701378,3.68734974835039e-10,2.01040657,1.1204183656044e-67,PMM1581,tier1:refseq_locus
TX50_RS08470,0.98239838,2.56059187955534e-07,1.10262266,3.45853398159215e-19,PMM1582,tier1:refseq_locus
TX50_RS08475,0.12386404,0.76423867,-0.3804128,0.1025668,PMM1583,tier1:refseq_locus
TX50_RS08480,0.53818101,0.01544521,0.40261569,0.05370563,PMM1584,tier1:refseq_locus
TX50_RS08485,0.07283663,0.85488908,-0.1509963,0.62757622,PMM1585,tier1:refseq_locus
TX50_RS08495,1.78514467,6.80685961647834e-16,2.41170445,1.4158784540125e-40,,unresolved
TX50_RS08500,0.83139454,5.65004612019938e-06,1.03368707,2.44989139679354e-14,PMM1588,tier1:refseq_locus
TX50_RS08505,1.43471742,8.86890989856585e-14,1.67766262,2.32575715763271e-25,PMM1589,tier1:refseq_locus
TX50_RS08510,0.15468635,0.50783594,0.35244351,0.00668184,PMM1590,tier1:refseq_locus
TX50_RS08515,-0.226924,0.50691613,-0.4524358,0.13808237,PMM1591,tier1:refseq_locus
TX50_RS08520,-0.788456,0.0138458,-0.8382225,0.00251384,PMM1592,tier1:refseq_locus
TX50_RS08525,-0.5000882,0.24903482,-1.322949,0.00610252,PMM1593,tier1:refseq_locus
TX50_RS08530,0.09820605,0.71396575,-0.2624963,0.18139588,PMM1594,tier1:refseq_locus
TX50_RS08535,0.60973805,0.085011,0.80022472,0.00182698,PMM1595,tier1:refseq_locus
TX50_RS08540,-0.6787842,0.00726753,-0.8949391,1.6679179588682302e-09,PMM1596,tier1:refseq_locus
TX50_RS08545,-0.8103407,6.87907542957833e-05,-0.6420815,0.00014589,PMM1597,tier1:refseq_locus
TX50_RS08550,-0.3701721,0.21577744,-0.6352571,0.00230218,PMM1598,tier1:refseq_locus
TX50_RS08555,-1.3712932,3.95431029925539e-17,-1.4491878,8.73648302812343e-29,PMM1599,tier1:refseq_locus
TX50_RS08560,0.88968709,0.00036473,0.61400651,1.03690050939245e-06,PMM1600,tier1:refseq_locus
TX50_RS08565,-1.6758438,6.71730468666592e-05,-1.5329179,9.45789433812697e-18,PMM1601,tier1:refseq_locus
TX50_RS08570,0.16923452,0.56122815,0.86628561,2.0763246287965e-14,PMM1602,tier1:refseq_locus
TX50_RS08575,0.47221476,0.16771543,-0.0516211,0.90622021,,unresolved
TX50_RS08580,-0.1878804,0.56131658,0.42950279,0.04064372,PMM1603,tier1:refseq_locus
TX50_RS08585,1.82218038,9.1716341182419e-10,1.95623064,9.22484713054885e-17,PMM1604,tier1:refseq_locus
TX50_RS08590,0.14567231,0.61899281,0.39398341,0.06259515,PMM1605,tier1:refseq_locus
TX50_RS08595,-1.0630462,6.72130100680583e-11,-1.2663836,8.679217755006191e-23,PMM1606,tier1:refseq_locus
TX50_RS08600,0.72485135,0.00472953,0.85362541,5.82866660268703e-07,PMM1607,tier1:refseq_locus
TX50_RS08605,1.51881473,6.31988747300341e-08,1.26600561,3.65092931675619e-22,PMM1608,tier1:refseq_locus
TX50_RS08610,0.41439657,0.12184546,0.02965165,0.84216872,PMM1609,tier1:refseq_locus
TX50_RS08615,-0.25215,0.3082523,-0.652683,3.34812489126564e-07,PMM1610,tier1:refseq_locus
TX50_RS08620,-0.4175502,0.16071661,-0.3769932,0.00512587,PMM1611,tier1:refseq_locus
TX50_RS08625,0.62308145,0.42004748,-0.6453627,0.3865201,PMM1612,tier1:refseq_locus
TX50_RS08630,0.6896387,0.00012553,0.75245104,4.71729991941884e-07,PMM1613,tier1:refseq_locus
TX50_RS08635,0.29616547,0.22892821,0.48668249,0.01169756,PMM1614,tier1:refseq_locus
TX50_RS08640,-0.0979093,0.77871409,-0.08935,0.66972128,PMM1615,tier1:refseq_locus
TX50_RS08645,-0.6212485,0.03121485,-0.5501387,0.01481455,PMM1616,tier1:refseq_locus
TX50_RS08650,0.62095208,0.00030454,0.79506051,6.568236760510851e-15,PMM1617,tier1:refseq_locus
TX50_RS08655,-0.5870268,0.00062877,-0.7144039,3.30554886080112e-09,PMM1618,tier1:refseq_locus
TX50_RS08660,-0.0200098,0.9109499,-0.0790629,0.5052787,PMM1619,tier1:refseq_locus
TX50_RS08665,-0.431264,0.20013824,-0.9454026,0.00250932,PMM1620,tier1:refseq_locus
TX50_RS08670,-0.4433588,0.27292461,-0.1552735,0.62141319,PMM1621,tier1:refseq_locus
TX50_RS08675,0.1026624,0.7803391,0.40532108,0.00371456,PMM1622,tier1:refseq_locus
TX50_RS08680,-1.2107633,0.00291766,-1.1274833,1.02678866095515e-05,PMM1623,tier1:refseq_locus
TX50_RS08685,-2.0435052,1.1469586913575101e-15,-2.3103933,1.3122611613935101e-23,PMM1624,tier1:refseq_locus
TX50_RS08690,-0.7557183,3.45645406061276e-05,-0.534565,0.00047654,PMM1625,tier1:refseq_locus
TX50_RS08695,1.05953612,5.65753195673687e-05,1.20060125,1.57503975649991e-09,PMM1626,tier1:refseq_locus
TX50_RS08700,0.11198452,0.66584967,0.07065858,0.7250193,PMM1627,tier1:refseq_locus
TX50_RS08705,-1.6283317,5.5967993491803e-18,-1.2831991,4.525164827385341e-09,PMM1628,tier1:refseq_locus
TX50_RS08710,0.04235414,0.81757188,0.42754082,0.01640377,PMM1629,tier1:refseq_locus
TX50_RS08715,1.21088938,2.48087517645399e-15,1.34594149,8.41218233468653e-29,PMM1630,tier1:refseq_locus
TX50_RS08720,0.59420198,0.34645912,-0.2182387,0.73116914,PMM1631,tier1:refseq_locus
TX50_RS08725,-0.1649342,0.82600468,-0.2004644,0.7985999,PMM1632,tier1:refseq_locus
TX50_RS08730,0.15215967,0.52532109,-0.0770884,0.69606216,PMM1633,tier1:refseq_locus
TX50_RS08735,-0.0350071,0.86676313,-0.1491315,0.28923759,PMM1634,tier1:refseq_locus
TX50_RS08740,-0.1316168,0.58405615,-0.118307,0.53761054,PMM1635,tier1:refseq_locus
TX50_RS08745,0.01822457,0.92797024,-0.0596761,0.65805875,PMM1636,tier1:refseq_locus
TX50_RS08750,-0.0996108,0.61002971,-0.12049,0.42492545,PMM1637,tier1:refseq_locus
TX50_RS08755,-0.6477021,0.00098164,-0.8643804,3.06758501084046e-10,PMM1638,tier1:refseq_locus
TX50_RS08760,0.77629867,9.44100737143957e-08,0.58820838,3.96195901156214e-07,PMM1639,tier1:refseq_locus
TX50_RS08765,-0.9852039,0.00022612,-0.9955593,4.78246621395833e-06,PMM1640,tier1:refseq_locus
TX50_RS08770,-0.4637037,0.27077752,-0.3232784,0.3577925,PMM1641,tier1:refseq_locus
TX50_RS08775,1.99364681,2.14735467592397e-37,2.24583877,3.72151822207344e-85,PMM1642,tier1:refseq_locus
TX50_RS08780,-0.2206105,0.54055566,-0.9170277,3.66019813133609e-05,,unresolved
TX50_RS08785,0.96807421,1.09775718817313e-08,1.13321174,1.25064936159146e-14,PMM1643,tier1:refseq_locus
TX50_RS08790,1.54838768,5.19655865960914e-07,1.5946628,4.87833434155994e-22,PMM1644,tier1:refseq_locus
TX50_RS08795,-0.0881156,0.67137503,0.13171267,0.4625068,PMM1645,tier1:refseq_locus
TX50_RS08800,-0.2628815,0.43590616,-0.5159055,0.04673037,PMM1646,tier1:refseq_locus
TX50_RS08805,-0.2934346,0.25107297,0.17988811,0.46324629,PMM1647,tier1:refseq_locus
TX50_RS08810,-0.1203482,0.66916974,-0.0038279,0.98311184,PMM1648,tier1:refseq_locus
TX50_RS08815,-0.2203685,0.20013824,-0.5444954,2.76175207848412e-06,PMM1649,tier1:refseq_locus
TX50_RS08820,0.56209372,0.00410095,0.37264602,0.0134988,PMM1650,tier1:refseq_locus
TX50_RS08825,-1.2891481,5.0969004557965e-07,-1.1968468,3.72055387182756e-12,PMM1651,tier1:refseq_locus
TX50_RS08830,-0.5934427,0.0006195,-0.4300759,0.00014946,PMM1652,tier1:refseq_locus
TX50_RS08835,0.38796492,0.04772695,0.5681567,9.11994645104056e-07,PMM1653,tier1:refseq_locus
TX50_RS08840,-0.7676507,0.00125813,-1.0890491,1.36377631728509e-05,PMM1654,tier1:refseq_locus
TX50_RS08845,-0.0700743,0.76456709,-0.5449999,0.00023938,PMM1655,tier1:refseq_locus
TX50_RS08850,-0.8879773,6.067505223981e-07,-0.9145044,9.284981765111739e-11,PMM1656,tier1:refseq_locus
TX50_RS08855,0.65046029,0.06225297,1.00627775,6.64213246063451e-16,PMM1657,tier1:refseq_locus
TX50_RS08860,-0.149495,0.58204605,-0.0775916,0.65439699,PMM1658,tier1:refseq_locus
TX50_RS08865,-0.1791483,0.54331829,-0.6661018,3.66180775240309e-05,PMM1659,tier1:refseq_locus
TX50_RS08870,-0.5333143,0.02193405,-0.6565764,0.00694677,PMM1660,tier1:refseq_locus
TX50_RS08875,0.62450832,0.02539599,0.08836215,0.54378807,PMM1661,tier1:refseq_locus
TX50_RS08880,-0.0131987,0.9585218,-0.5509725,4.02586978042833e-06,PMM1662,tier1:refseq_locus
TX50_RS08885,-1.3158716,1.41805936934123e-12,-1.91461,3.25952632640034e-33,PMM1663,tier1:refseq_locus
TX50_RS08890,-1.7552222,3.17281770557457e-13,-1.9264099,2.49470954705689e-22,PMM1664,tier1:refseq_locus
TX50_RS08895,0.4277774,0.05410966,0.03667492,0.83204798,PMM1665,tier1:refseq_locus
TX50_RS08900,0.05294613,0.79712489,-0.1198567,0.39644192,PMM1666,tier1:refseq_locus
TX50_RS08905,0.88857315,2.25049477529679e-06,1.64200105,3.18820714656775e-17,PMM1667,tier1:refseq_locus
TX50_RS08910,-1.2088923,0.00173783,-0.5858325,8.18823198430195e-07,PMM1668,tier1:refseq_locus
TX50_RS08915,-1.4054816,2.61970921615572e-06,-0.8427097,0.00060893,PMM1669,tier1:refseq_locus
TX50_RS08920,-1.4956621,3.05564717389674e-17,-0.180402,0.3238156,PMM1670,tier1:refseq_locus
TX50_RS08925,-1.4296729,3.24266312864451e-17,-0.506975,0.00119786,PMM1671,tier1:refseq_locus
TX50_RS08930,-2.1530708,4.78118387818237e-48,-1.3687708,2.3815475391976502e-15,PMM1672,tier1:refseq_locus
TX50_RS08935,1.35821009,3.07681797412379e-21,1.86636024,5.55381309788104e-65,PMM1673,tier1:refseq_locus
TX50_RS08940,0.36853967,0.05871468,0.48805099,0.00053461,PMM1674,tier1:refseq_locus
TX50_RS08945,0.02140582,0.92813868,0.23702752,0.10358703,PMM1675,tier1:refseq_locus
TX50_RS08950,-0.426473,0.04645872,-0.6954026,0.00034716,PMM1676,tier1:refseq_locus
TX50_RS08955,0.11668956,0.68350362,-0.0046072,0.98584371,PMM2019,tier1:refseq_locus
TX50_RS08960,0.39767658,0.30771247,0.70543177,0.03498112,PMM1677,tier1:refseq_locus
TX50_RS08965,-0.3111349,0.06225297,-0.3838274,0.00445424,PMM1678,tier1:refseq_locus
TX50_RS08970,-0.520969,0.01253633,-0.6350819,0.00012974,PMM1679,tier1:refseq_locus
TX50_RS08975,0.54253228,0.01602346,0.22716143,0.24840576,PMM1681,tier1:refseq_locus
TX50_RS08980,0.70584946,5.31519484690457e-05,0.71754818,6.66333921407694e-07,PMM1682,tier1:refseq_locus
TX50_RS08985,-0.6893697,0.00334727,-0.5102288,0.00785463,PMM1683,tier1:refseq_locus
TX50_RS08990,-1.5053973,0.10138725,-0.3736581,0.75871722,,unresolved
TX50_RS08995,1.5672992,1.78909061775537e-08,1.94879818,4.371291143883691e-19,PMM1684,tier1:refseq_locus
TX50_RS09000,-0.0888392,0.74641938,-0.1229627,0.5727316,PMM1685,tier1:refseq_locus
TX50_RS09005,0.32461969,0.11423846,0.37255833,0.02070635,PMM1686,tier1:refseq_locus
TX50_RS09010,0.11009703,0.71132684,0.52686703,0.00140369,PMM1687,tier1:refseq_locus
TX50_RS09015,-0.4749316,0.00412325,-0.5978392,9.17132111292875e-05,PMM1688,tier1:refseq_locus
TX50_RS09020,1.07537648,1.77961823517255e-09,1.53034095,1.15090901115906e-35,PMM1689,tier1:refseq_locus
TX50_RS09025,0.76774688,0.00130019,0.78540381,1.26477886199792e-05,PMM1690,tier1:refseq_locus
TX50_RS09030,-0.1264883,0.67060953,-0.2134025,0.30814696,PMM1691,tier1:refseq_locus
TX50_RS09035,-0.4718596,0.15501587,-0.0744332,0.80150505,PMM1692,tier1:refseq_locus
TX50_RS09040,0.95936779,1.14312177663385e-05,1.40577184,2.0893169566237404e-15,PMM1693,tier1:refseq_locus
TX50_RS09045,0.29252494,0.27554046,0.25923577,0.27749957,PMM1694,tier1:refseq_locus
TX50_RS09050,0.0169131,0.95265495,-0.3211659,0.11501333,PMM1695,tier1:refseq_locus
TX50_RS09055,-0.6629972,0.00160865,-0.7323321,4.02101011243609e-05,PMM1696,tier1:refseq_locus
TX50_RS09060,0.24202985,0.23920788,0.39903388,0.00256012,PMM1697,tier1:refseq_locus
TX50_RS09065,0.4296103,0.16718842,0.07974966,0.80150505,PMM1698,tier1:refseq_locus
TX50_RS09070,0.94080458,2.78081448754986e-06,1.21573111,5.05166442097731e-19,PMM1699,tier1:refseq_locus
TX50_RS09075,0.65648431,0.0004455,0.59923314,9.30909686833994e-06,PMM1700,tier1:refseq_locus
TX50_RS09080,-0.7752538,0.00073621,-0.7462092,2.33206653889323e-07,PMM1701,tier1:refseq_locus
TX50_RS09085,0.28261582,0.19532649,0.5789409,7.08486312918594e-05,PMM1702,tier1:refseq_locus
TX50_RS09090,-0.7881587,0.04031439,-0.0060075,0.97261991,PMM1703,tier1:refseq_locus
TX50_RS09095,-1.0250238,1.26163628329952e-07,-0.7094871,1.2991046550913e-10,PMM1704,tier1:refseq_locus
TX50_RS09100,-0.0383077,0.89811302,-0.4268134,0.04888586,PMM1705,tier1:refseq_locus
TX50_RS09105,0.24311552,0.16454279,-0.1355244,0.53676623,PMM1706,tier1:refseq_locus
TX50_RS09110,0.32025152,0.07342575,0.2346728,0.05336344,PMM1707,tier1:refseq_locus
TX50_RS09120,0.58691627,0.02963981,0.55297268,0.00454663,PMM1708,tier1:refseq_locus
TX50_RS09125,-0.6495933,0.00761861,-0.8121769,1.45282251848049e-05,PMM1709,tier1:refseq_locus
TX50_RS09130,0.00346633,0.9901478,-0.9297052,0.00044632,PMM1710,tier1:refseq_locus
TX50_RS09135,-1.079377,9.24719951642442e-13,-1.6596182,2.62856562381672e-44,PMM1711,tier1:refseq_locus
TX50_RS09140,-1.7462925,3.57516679793695e-07,-1.462822,1.89546332280158e-26,PMM1712,tier1:refseq_locus
TX50_RS09145,-0.0440657,0.85598553,0.30660539,0.0596807,PMM1713,tier1:refseq_locus
TX50_RS09150,-1.3662834,5.28685059866214e-11,-1.4866805,1.0143977835363e-36,PMM1714,tier1:refseq_locus
TX50_RS09155,-1.890781,7.63991066778612e-15,-2.8305927,2.16972966430337e-40,PMM1715,tier1:refseq_locus
TX50_RS09160,-1.1016348,2.55675740614324e-06,-1.4051444,7.31450220634984e-27,PMM1716,tier1:refseq_locus
TX50_RS09190,-1.2061032,0.00024519,-0.6542972,3.30489214070336e-05,PMM1124,tier1:refseq_locus
TX50_RS09195,-0.5526235,0.0102712,-0.6635844,2.45279713477894e-06,PMM1126,tier1:refseq_locus
TX50_RS09200,0.16882279,0.61924739,-0.2059278,0.51193544,PMM1222,tier1:refseq_locus
TX50_RS09205,-1.0454524,1.37514980836479e-06,-1.4154686,4.4195734397197605e-20,PMM1230,tier1:refseq_locus
TX50_RS09210,0.93488793,0.00097916,0.93148916,0.00012133,PMM1252,tier1:refseq_locus
TX50_RS09215,0.41619058,0.06582332,0.78933119,4.79102238611421e-06,PMM1425,tier1:refseq_locus
TX50_RS09220,-1.0375583,0.09251033,1.00229351,2.24366272018502e-05,,unresolved
TX50_RS09230,1.04044101,5.0969004557965e-07,0.97589365,4.22407243263681e-11,PMM0111,tier1:refseq_locus
TX50_RS09240,-0.8312078,0.04031439,-0.9542802,1.15599806239229e-08,PMM0220,tier1:refseq_locus
TX50_RS09245,0.5684417,0.04754311,-0.1375381,0.31154096,PMM0299,tier1:refseq_locus
TX50_RS09255,-1.5159171,0.51508088,-0.8316293,0.62037061,TX50_RS09255,locus_tag:refseq_locus
TX50_RS09260,1.13799356,3.1737994254271203e-09,1.74646776,1.8893593315966002e-33,TX50_RS09260,locus_tag:refseq_locus
TX50_RS09265,0.16064716,0.74919536,1.27943377,1.38327721051289e-08,,unresolved
TX50_RS09270,0.81606052,0.04722748,1.97914315,1.25060399631911e-34,PMM0685,tier1:refseq_locus
TX50_RS09275,-0.0482489,0.90903634,0.89680039,1.70715972220283e-05,PMM0689,tier1:refseq_locus
TX50_RS09285,0.25566939,0.45854251,-0.1359723,0.63663197,PMM1884,tier1:refseq_locus
TX50_RS09290,1.38244466,6.53137473713072e-16,2.44236234,5.27209917213851e-05,TX50_RS09290,locus_tag:refseq_locus
TX50_RS09300,1.06812983,4.9888231815079505e-09,1.85526346,2.49094690371574e-37,PMM0950,tier1:refseq_locus
TX50_RS09315,1.01482551,0.00014768,1.12722958,4.06930514988297e-11,PMM1005,tier1:refseq_locus
TX50_RS09320,0.63209386,0.54331829,2.07806457,9.27694992516138e-14,,unresolved
TX50_RS09325,1.08594336,0.00034113,1.58678959,9.0052405639595e-15,PMM2002,tier1:refseq_locus
TX50_RS09330,1.59928043,5.73142640330247e-05,2.75456007,3.61143312540058e-119,PMM1427,tier1:refseq_locus
TX50_RS09335,0.47935994,0.02076564,0.35164733,0.00115272,PMM1538,tier1:refseq_locus
TX50_RS09340,0.91074267,3.52007969834327e-05,0.72314673,2.48626812739804e-06,PMM1586,tier1:refseq_locus
TX50_RS09360,0.44551251,0.12339959,0.91901741,2.98838528338263e-08,PMM1280,tier1:refseq_locus
TX50_RS09365,0.77596254,0.00412325,0.77201547,0.00313066,PMM1363,tier1:refseq_locus
TX50_RS09370,-1.0669013,0.03915478,-0.538985,0.19261943,PMM1421,tier1:refseq_locus
TX50_RS09375,0.66623693,0.33843237,1.41714941,0.01803903,PMM1800,tier1:refseq_locus
TX50_RS09395,1.13134348,8.34294156975736e-05,1.39019083,3.49442854003238e-08,PMM1804,tier1:refseq_locus
TX50_RS09400,0.08188394,0.91288355,-0.5758518,0.4795001,PMM0359,tier1:refseq_locus
TX50_RS09405,-0.7560265,0.00528334,-1.1774053,0.00016021,TX50_RS09405,locus_tag:refseq_locus
TX50_RS09410,1.45539347,7.2916040902639e-22,3.11094673,5.51722424558207e-55,PMM2034,tier1:refseq_locus
TX50_RS09415,0.65204413,0.20013824,0.08208711,0.89128859,PMM1835,tier1:refseq_locus
TX50_RS09420,-0.5279103,0.61648956,0.5119754,0.68080208,PMM0381,tier1:refseq_locus
TX50_RS09425,1.39804046,0.00031826,1.31689495,4.97248595690243e-05,PMM1863,tier1:refseq_locus
TX50_RS09430,-1.1174107,0.02692448,-1.712349,1.15116093048195e-05,PMM1874,tier1:refseq_locus
TX50_RS09435,0.77596517,0.43972404,0.98023614,0.1316833,PMM1882,tier1:refseq_locus
TX50_RS09450,2.03849251,1.40039914534171e-18,1.99769909,7.41635388060065e-43,PMM1905,tier1:refseq_locus
TX50_RS09460,0.2713054,0.45888909,0.32189114,0.40803524,PMM1922,tier1:refseq_locus
TX50_RS09470,0.45139525,0.42659341,0.71222617,0.01376506,TX50_RS09470,locus_tag:refseq_locus
TX50_RS09475,1.60329521,0.00031016,1.80216455,8.6366212435399e-06,PMM1952,tier1:refseq_locus
TX50_RS09480,5.33340148,1.65852129602633e-119,6.07122707,0.0,PMM1964,tier1:refseq_locus
TX50_RS09485,0.36362496,0.1454915,0.87576369,2.45070019227204e-05,PMM1970,tier1:refseq_locus
TX50_RS09495,0.46054907,0.43388223,0.22165558,0.60198193,PMM2006,tier1:refseq_locus
TX50_RS09500,5.95902258,1.065599623286e-144,6.98484823,1.5107687113452e-49,TX50_RS09500,locus_tag:refseq_locus
TX50_RS09505,-0.659852,0.06367386,-0.9553724,0.00149812,PMM1587,tier1:refseq_locus
TX50_RS09510,-0.5734346,0.14576074,0.066145,0.8536964,PMM1912,tier1:refseq_locus
TX50_RS09515,0.34436773,0.50783594,1.38270202,0.00604224,PMM1913,tier1:refseq_locus
TX50_RS09520,-0.9401565,0.00343555,-1.8133682,2.8677337775409003e-16,TX50_RS09520,locus_tag:refseq_locus
TX50_RS09525,0.8799791,0.01830324,0.17527871,0.53819511,PMM1994,tier1:refseq_locus
TX50_RS09530,1.2172794,0.00011139,1.0698277,4.5747991012043205e-09,PMM1802,tier1:refseq_locus
TX50_RS09535,-1.6580779,0.00442178,-2.763506,1.17283824667761e-11,PMM1803,tier1:refseq_locus
TX50_RS09540,0.91535323,0.26338388,0.57976565,0.43023162,PMM1805,tier1:refseq_locus
TX50_RS09545,2.08369114,5.29452018961187e-08,1.29745158,8.24071050993307e-18,PMM1810,tier1:refseq_locus
TX50_RS09550,0.6527025,0.15980061,0.23403612,0.51974784,PMM1812,tier1:refseq_locus
TX50_RS09555,0.49365652,0.09483825,0.72640375,0.00299029,PMM1825,tier1:refseq_locus
TX50_RS09560,3.47018086,2.01891592785645e-52,4.07011176,2.2144564177601902e-112,PMM1826,tier1:refseq_locus
TX50_RS09565,-0.5340983,0.00522769,-0.2398036,0.34048917,PMM1830,tier1:refseq_locus
TX50_RS09570,-0.2192212,0.31790575,0.47681418,0.33371456,PMM1832,tier1:refseq_locus
TX50_RS09575,0.21940797,0.43388223,0.56575494,0.01376586,PMM1834,tier1:refseq_locus
TX50_RS09580,0.55325266,0.10178256,0.21768187,0.52255348,PMM1852,tier1:refseq_locus
TX50_RS09585,0.04381339,0.94962318,0.3877853,0.45287642,PMM1853,tier1:refseq_locus
TX50_RS09590,-0.2946807,0.30058256,-0.3439989,0.03916576,PMM1857,tier1:refseq_locus
TX50_RS09595,2.17567251,5.4046801679766504e-17,3.50177084,4.19998262488029e-100,PMM1858,tier1:refseq_locus
TX50_RS09600,1.03041397,0.00069923,1.81863991,3.97431054149213e-28,PMM1860,tier1:refseq_locus
TX50_RS09605,3.02804575,3.35391357368062e-32,3.57233213,9.58533194404924e-155,PMM2046,tier1:refseq_locus
TX50_RS09610,2.58401557,3.95311001872107e-32,3.15483249,8.05396225517007e-78,PMM1864,tier1:refseq_locus
TX50_RS09615,0.6394116,0.21254484,-0.0703903,0.7287108,PMM1866,tier1:refseq_locus
TX50_RS09620,2.66081273,1.26620868827225e-12,2.14650661,1.0219890130531399e-11,PMM1870,tier1:refseq_locus
TX50_RS09625,-0.3860878,0.51986012,-0.8020494,0.12191112,PMM1873,tier1:refseq_locus
TX50_RS09630,1.07375013,0.00010964,2.16506999,1.22972861986612e-36,PMM1881,tier1:refseq_locus
TX50_RS09635,0.52682094,0.21731733,0.79710043,0.012678,PMM1887,tier1:refseq_locus
TX50_RS09640,0.06655771,0.78505248,-0.5268768,0.0043038,PMM0751,tier1:refseq_locus
TX50_RS09645,-0.558173,0.36067256,-1.1169711,0.0071293,PMM1890,tier1:refseq_locus
TX50_RS09650,1.34189518,6.73868555566688e-10,2.08941165,1.04895246827363e-20,PMM1893,tier1:refseq_locus
TX50_RS09655,0.5984726,0.09675847,1.23859467,6.1341384132867505e-15,PMM1897,tier1:refseq_locus
TX50_RS09660,1.23100737,0.00061674,1.98442198,2.78752076646986e-25,PMM1898,tier1:refseq_locus
TX50_RS09665,0.19342648,0.47443332,-0.1573166,0.45644109,PMM1899,tier1:refseq_locus
TX50_RS09670,0.19913835,0.60573001,-0.0988679,0.70623798,PMM1902,tier1:refseq_locus
TX50_RS09675,-0.8368567,0.00642574,-0.7742467,0.00075932,PMM1903,tier1:refseq_locus
TX50_RS09680,0.10216121,0.79753509,-0.1715271,0.6501498,PMM1904,tier1:refseq_locus
TX50_RS09685,0.80518433,0.01158263,1.81415717,2.69989545278109e-20,PMM1907,tier1:refseq_locus
TX50_RS09690,-0.3868816,0.1902095,0.22109912,0.33073512,PMM1910,tier1:refseq_locus
TX50_RS09695,-0.745666,1.97031285954698e-05,0.09262053,0.53942451,PMM1911,tier1:refseq_locus
TX50_RS09700,0.79248852,0.00152849,1.34299291,0.00702742,PMM1914,tier1:refseq_locus
TX50_RS09705,-3.1658161,2.5326224767368502e-23,-3.9727621,7.26381603398034e-41,PMM1915,tier1:refseq_locus
TX50_RS09710,0.15378931,0.76700057,0.67511568,0.0869427,TX50_RS09710,locus_tag:refseq_locus
TX50_RS09715,-0.259137,0.62443435,0.39080939,0.32677761,PMM1921,tier1:refseq_locus
TX50_RS09720,1.77984162,1.58374687555467e-11,1.75535185,7.0205424540663796e-12,PMM1928,tier1:refseq_locus
TX50_RS09725,0.0709306,0.81115881,0.0800363,0.75597521,PMM1931,tier1:refseq_locus
TX50_RS09730,0.54661039,0.28665166,1.01535026,0.0211383,TX50_RS09730,locus_tag:refseq_locus
TX50_RS09735,-0.3260514,0.8009217,0.2588638,0.79188977,PMM1948,tier1:refseq_locus
TX50_RS09740,3.84895186,4.03111224980561e-17,4.13081537,1.45833717514494e-54,PMM1949,tier1:refseq_locus
TX50_RS09745,0.30484847,0.56122815,0.46974632,0.25049625,PMM1950,tier1:refseq_locus
TX50_RS09750,3.96043508,2.82445189106607e-63,4.5809759,1.28572652658611e-157,PMM1951,tier1:refseq_locus
TX50_RS09755,-1.8636767,6.27444812040194e-11,-2.5253092,1.90378940614286e-21,PMM1954,tier1:refseq_locus
TX50_RS09760,-2.0991866,0.0768094,0.53998154,0.7369469,PMM1955,tier1:refseq_locus
TX50_RS09765,-1.5713507,0.04863189,-0.4998713,0.46534095,PMM1960,tier1:refseq_locus
TX50_RS09770,0.04610246,0.93077409,0.91393881,0.0157979,PMM1971,tier1:refseq_locus
TX50_RS09775,0.95972455,0.01830304,0.98579701,0.01144902,PMM1244,tier1:refseq_locus
TX50_RS09780,-0.9782984,0.00103022,-1.1306183,4.29515044836721e-08,PMM1276,tier1:refseq_locus
TX50_RS09785,-2.1026981,2.54810249466568e-10,-2.0588421,1.76414304210314e-13,PMM1975,tier1:refseq_locus
TX50_RS09790,0.90696801,0.00451585,1.02893311,8.39706843865211e-05,PMM1981,tier1:refseq_locus
TX50_RS09795,0.53664086,0.0726383,0.8250702,0.01953693,PMM1985,tier1:refseq_locus
TX50_RS09800,5.30123646,4.822523036498011e-61,5.38000613,5.92057646404469e-193,PMM1988,tier1:refseq_locus
TX50_RS09805,2.55686135,3.52687978522004e-08,2.77198335,7.158014792972971e-20,PMM1990,tier1:refseq_locus
TX50_RS09810,2.65649803,5.45433412712242e-08,2.58228771,5.49764065419415e-19,PMM1991,tier1:refseq_locus
TX50_RS09815,0.54475236,0.30614896,1.22832705,1.05139473225869e-13,PMM1992,tier1:refseq_locus
TX50_RS09820,4.72716421,2.34292183899688e-93,4.93706373,5.08945256743341e-126,PMM1998,tier1:refseq_locus
TX50_RS09825,-1.5168579,1.0921910070887e-06,-1.1863254,2.35423103123045e-05,PMM2003,tier1:refseq_locus
TX50_RS09830,6.13631298,1.85501691927087e-179,6.78535824,2.3502525400816204e-302,PMM2005,tier1:refseq_locus
TX50_RS09835,1.66995568,5.46291505880533e-05,2.02644978,3.65389169942656e-17,PMM2007,tier1:refseq_locus
TX50_RS09840,6.90529804,2.5478026426288103e-98,8.26244287,0.0,PMM2013,tier1:refseq_locus
